,state code,county code,affgeoid,geoid,county,location,total population,day population,EJI rank,Environmental burden rank,PM 2.5 rank,Diesel rank,Air toxics cancer risk,Lack of parks,Lack of walkability,railways,high volume roads,airports,"proximity to roads, rail, airports",social vulnerability sum,social vulnerability sum,social vulnerability rank,% high blood pressure,% asthma,% cancer,% mental health,% diabetes,high blood pressure rank,asthma rank,cancer rank,diabetes rank,mental health rank,SHAPE__Length,SHAPE__Area,geometry_x,geometry,Warehouse Present
20,06,071,1400000US06071001103,06071001103,San Bernardino,"Census Tract 11.03, San Bernardino County, Calif",4426,3444,0.6296,0.8466,0.9758,0.7215,0.71,0.3853,0.3605,0.658,0.6625,0.0,0.6349,0.5901,0.5901,7.379,28.6,9.3,6.2,12.7,10.8,0.3032,0.3679,0.3868,0.5105,0.3505,5948.99755865756,1672779.00540086,"POLYGON ((-1966795.7281999998 -156918.33179999888, -1966942.6195999999 -157561.32550000027, -1967033.4177 -157956.41489999928, -1967123.3447999991 -158353.42540000007, -1967258.0128999986 -158948.18610000052, -1966839.5409999993 -159042.37480000034, -1966748.762 -158648.08889999986, -1966294.7599999998 -158751.18200000003, -1966250.8955999985 -158551.84899999946, -1966070.1877999995 -157759.86009999923, -1965922.7156999987 -157121.3610999994, -1966795.7281999998 -156918.33179999888))","POLYGON ((-117.660736 34.087434, -117.660712 34.081533, -117.660703 34.077906, -117.66068 34.074264, -117.660645 34.068808, -117.655963 34.068833, -117.65597 34.072452999999996, -117.650888 34.072472, -117.650913 34.074298, -117.650944 34.081565999999995, -117.65095 34.087429, -117.660736 34.087434))",False
21,06,071,1400000US06071001200,06071001200,San Bernardino,"Census Tract 12, San Bernardino County, Californ",4905,1995,0.534,0.7404,0.9761,0.7307,0.7022,0.3853,0.3779,0.6578,0.7115,0.0,0.6616,0.3734,0.3734,6.0624,25.7,9.5,5.3,13.6,10.4,0.1585,0.4269,0.2235,0.4605,0.4553,5448.105862722283,1540049.486343535,"POLYGON ((-1965922.7156999987 -157121.3610999994, -1966070.1877999995 -157759.86009999923, -1966250.8955999985 -158551.84899999946, -1966294.7599999998 -158751.18200000003, -1965867.6144999992 -158848.0242999997, -1965912.5431999993 -159045.5036999993, -1965704.2729000002 -159093.0889999997, -1965492.1404999997 -159140.64609999955, -1965401.194599999 -158745.36539999954, -1965310.1184999999 -158351.14570000023, -1965221.000599999 -157952.79879999906, -1965084.2770999987 -157355.52199999988, -1965269.8960999995 -157271.65849999897, -1965494.4371999986 -157214.5653999988, -1965922.7156999987 -157121.3610999994))","POLYGON ((-117.65095 34.087429, -117.650944 34.081565999999995, -117.650913 34.074298, -117.650888 34.072472, -117.646107 34.072491, -117.646098 34.070679, -117.643766 34.070685, -117.641393 34.070699, -117.6414 34.074328, -117.641403 34.077948, -117.641437 34.0816, -117.64145500000001 34.087081999999995, -117.643636 34.087438, -117.646165 34.087482, -117.65095 34.087429))",False
22,06,071,1400000US06071001305,06071001305,San Bernardino,"Census Tract 13.05, San Bernardino County, Calif",5788,2935,0.8973,0.9813,0.9746,0.7557,0.7236,0.3853,0.4315,0.7639,0.7666,0.0,0.7633,0.9539,0.9539,10.1575,26.3,9.8,3.9,16.3,12.9,0.1848,0.5157,0.0528,0.7292,0.7418,6639.468194902531,1182947.17554212,"POLYGON ((-1965084.2770999987 -157355.52199999988, -1964908.1799999997 -157458.1701999996, -1964668.1393999998 -157663.8574000001, -1964201.9079999998 -158188.33019999973, -1964094.5397999994 -158304.86569999903, -1963684.9608999994 -158762.02080000006, -1963390.0994999986 -158832.69739999995, -1963212.0478999987 -158039.63209999911, -1963931.5517999995 -157871.08029999956, -1963984.5866 -157840.67039999925, -1963807.2089999989 -157069.9277999997, -1963796.6519999988 -157025.56309999898, -1963965.8723999988 -156969.15990000032, -1964185.9817999993 -156864.59489999898, -1964197.4608999994 -156940.5264999997, -1964332.9188 -157544.75489999913, -1965084.2770999987 -157355.52199999988))","POLYGON ((-117.64145500000001 34.087081999999995, -117.639329 34.086543, -117.636269 34.085235, -117.630018 34.081604999999996, -117.628589 34.080805999999995, -117.623107 34.077647999999996, -117.619797 34.077627, -117.619856 34.084899, -117.62792400000001 34.084916, -117.628563 34.085074, -117.628575 34.09215, -117.62857199999999 34.092558, -117.630511 34.092708, -117.63311 34.093174999999995, -117.633045 34.09249, -117.632997 34.08695, -117.64145500000001 34.087081999999995))",False
23,06,071,1400000US06071001400,06071001400,San Bernardino,"Census Tract 14, San Bernardino County, Californ",2863,5010,0.7806,0.8316,0.9802,0.7394,0.7204,0.3853,0.0102,0.7891,0.0,0.0,0.368,0.6986,0.6986,8.0606,27.6,10.3,4.8,16.0,13.1,0.249,0.6494,0.1505,0.7441,0.7146,4344.490816387928,1146588.399581865,"POLYGON ((-1966748.762 -158648.08889999986, -1966839.5409999993 -159042.37480000034, -1966854.4969999995 -159108.89409999922, -1966885.2762000002 -159241.61679999903, -1966973.612399999 -159639.56409999914, -1967030.7415999994 -159884.69429999962, -1966918.5516999997 -159909.9079, -1966363.8802999984 -160035.87360000052, -1966149.5920000002 -160085.2034999989, -1966093.0199999996 -159841.5502000004, -1965972.7526999991 -159309.311999999, -1965912.5431999993 -159045.5036999993, -1965867.6144999992 -158848.0242999997, -1966294.7599999998 -158751.18200000003, -1966748.762 -158648.08889999986))","POLYGON ((-117.650888 34.072472, -117.65597 34.072452999999996, -117.655963 34.068833, -117.655958 34.068222999999996, -117.655958 34.067004, -117.65591599999999 34.063356999999996, -117.655919 34.061105, -117.654664 34.061112, -117.648456 34.061135, -117.646056 34.061138, -117.646055 34.063376, -117.64608799999999 34.068258, -117.646098 34.070679, -117.646107 34.072491, -117.650888 34.072472))",False
24,06,071,1400000US06071001504,06071001504,San Bernardino,"Census Tract 15.04, San Bernardino County, Calif",6006,4005,0.9006,0.984,0.9812,0.8127,0.7657,0.3853,0.1756,0.7891,0.7666,0.9936,0.9987,0.9408,0.9408,9.9927,25.1,10.1,3.6,16.4,12.4,0.1349,0.5987,0.0346,0.6853,0.7508,4787.500445639231,1279449.745774115,"POLYGON ((-1964407.3077999987 -159391.40330000035, -1964397.8988999985 -159632.55779999867, -1964435.0370999984 -159801.43799999915, -1964525.1677 -160200.3454, -1962958.5050999988 -160551.6769999992, -1962868.7397999987 -160158.07729999907, -1962828.2079999987 -159973.57770000026, -1962902.4102999996 -159924.85789999925, -1962989.7353999987 -159720.7491999995, -1963650.3259999994 -159565.2006000001, -1964407.3077999987 -159391.40330000035))","POLYGON ((-117.629239 34.070704, -117.628545 34.068621, -117.628524 34.067074, -117.6285 34.063415, -117.610976 34.063514, -117.61099 34.067126, -117.611013 34.068816, -117.61192199999999 34.069091, -117.613353 34.070693999999996, -117.620761 34.070717, -117.629239 34.070704))",False
25,06,071,1400000US06071001704,06071001704,San Bernardino,"Census Tract 17.04, San Bernardino County, Calif",5273,4159,0.5753,0.787,0.9883,0.8919,0.9274,0.3853,0.1894,0.3597,0.7666,0.0,0.5408,0.6553,0.6553,7.7819,25.1,9.5,4.3,14.3,11.6,0.1349,0.4269,0.0881,0.6052,0.538,5751.299216910985,2042794.889992345,"POLYGON ((-1968788.331699999 -161785.39910000004, -1968927.7101999987 -162424.9341000002, -1968894.341599999 -162595.3685999997, -1968831.1975999996 -162785.90550000034, -1968826.886599999 -162816.39199999906, -1968855.2315999996 -162996.9425999988, -1968423.5593999997 -163095.60280000046, -1968076.2747999988 -163173.5201999992, -1967906.7731999997 -163215.93009999953, -1967693.039999999 -163288.3267000001, -1967342.9993999992 -163342.18520000018, -1967251.9102999996 -162961.0702999998, -1967162.4929999989 -162568.0932, -1967074.4782999996 -162174.67430000007, -1967813.5702999998 -162004.77479999885, -1968203.0510999989 -161915.11759999953, -1968788.331699999 -161785.39910000004))","POLYGON ((-117.669916 34.040985, -117.66982 34.035129, -117.669045 34.033711, -117.667904 34.032178, -117.667783 34.031921, -117.667639 34.03029, -117.662808 34.030302999999996, -117.658925 34.030325999999995, -117.65701899999999 34.030299, -117.654569 34.030100000000004, -117.654467 34.030314, -117.650716 34.030338, -117.650687 34.033844, -117.650705 34.03745, -117.650739 34.041056999999995, -117.659014 34.041044, -117.663375 34.041038, -117.669916 34.040985))",False
26,06,071,1400000US06071001806,06071001806,San Bernardino,"Census Tract 18.06, San Bernardino County, Calif",4797,2337,0.4417,0.6319,0.9934,0.8882,0.9223,0.3853,0.4693,0.0,0.7666,0.0,0.3209,0.4187,0.4187,6.3472,25.6,8.9,4.5,12.5,10.2,0.1541,0.2567,0.1118,0.4345,0.3268,4931.381221347393,1463139.630721555,"POLYGON ((-1966130.8669999987 -163619.45299999975, -1966221.6531999987 -164023.466599999, -1966300.4661999997 -164371.74399999902, -1966397.7507999986 -164812.3356999997, -1965618.0467999987 -164986.98709999956, -1965227.879999999 -165075.3898999989, -1965052.8637999985 -164285.0092999991, -1964975.227599999 -163938.7525999993, -1964900.5390999988 -163902.24320000038, -1965351.5550999995 -163798.14429999888, -1966130.8669999987 -163619.45299999975))","POLYGON ((-117.63714999999999 34.03037, -117.63712 34.026665, -117.6371 34.023469999999996, -117.63704899999999 34.019433, -117.628333 34.019484999999996, -117.623969 34.019501999999996, -117.624054 34.026745, -117.624081 34.02992, -117.623377 34.030389, -117.628427 34.030386, -117.631457 34.030192, -117.63714999999999 34.03037))",False
27,06,071,1400000US06071001312,06071001312,San Bernardino,"Census Tract 13.12, San Bernardino County, Calif",5127,2821,0.5993,0.8142,0.9782,0.8127,0.7343,0.3853,0.3217,0.7735,0.6711,0.9701,0.984,0.5921,0.5921,7.3905,26.7,9.3,4.5,13.1,11.1,0.2035,0.3679,0.1118,0.5479,0.397,7878.6567323860545,2681963.40061482,"POLYGON ((-1962252.2096999995 -157439.78529999964, -1962440.5186 -158219.81460000016, -1962609.6272 -159018.84950000048, -1962735.5563999992 -159582.13460000046, -1962789.876699999 -159742.10610000044, -1962793.7709 -159758.52789999917, -1962336.3750999998 -160092.08000000007, -1961549.7063999996 -160392.53759999946, -1961280.0341999996 -160457.6467000004, -1961035.8439999986 -159388.50269999914, -1961724.011499999 -159226.83669999987, -1961691.9496 -158805.31350000016, -1961695.315299999 -158667.44359999895, -1961747.7473999988 -158385.26129999943, -1961848.5028999988 -157979.5840999987, -1962046.079599999 -157487.82719999924, -1962252.2096999995 -157439.78529999964))","POLYGON ((-117.61112299999999 34.092064, -117.611206 34.084885, -117.61103800000001 34.077579, -117.610991 34.072415, -117.611175 34.070910999999995, -117.611176 34.07076, -117.605491 34.068774999999995, -117.596386 34.067741999999996, -117.593358 34.067718, -117.59339 34.077529999999996, -117.601107 34.077552, -117.601803 34.081291, -117.602178 34.082485999999996, -117.60343 34.08484, -117.6055 34.088173, -117.608812 34.092061, -117.61112299999999 34.092064))",False
28,06,071,1400000US06071001804,06071001804,San Bernardino,"Census Tract 18.04, San Bernardino County, Calif",5250,2600,0.456,0.6507,0.992,0.8804,0.9166,0.3853,0.3217,0.0,0.7666,0.0,0.3209,0.5447,0.5447,7.1055,23.7,8.7,4.1,12.2,9.9,0.091,0.2054,0.0688,0.3955,0.2921,4940.884576154785,1521744.284129965,"POLYGON ((-1967342.9993999992 -163342.18520000018, -1967431.7004999984 -163751.9598999992, -1967612.9813 -164542.3816999998, -1966397.7507999986 -164812.3356999997, -1966300.4661999997 -164371.74399999902, -1966221.6531999987 -164023.466599999, -1966130.8669999987 -163619.45299999975, -1966519.6122999992 -163532.4699999988, -1967342.9993999992 -163342.18520000018))","POLYGON ((-117.650716 34.030338, -117.650649 34.026587, -117.650628 34.019331, -117.63704899999999 34.019433, -117.6371 34.023469999999996, -117.63712 34.026665, -117.63714999999999 34.03037, -117.641496 34.030343, -117.650716 34.030338))",False
29,06,071,1400000US06071002206,06071002206,San Bernardino,"Census Tract 22.06, San Bernardino County, Calif",7293,3438,0.5286,0.7347,0.9948,0.8882,0.9165,0.4991,0.5348,0.5168,0.7666,0.0,0.6159,0.3846,0.3846,6.1319,22.6,8.8,4.2,11.9,8.8,0.0671,0.2306,0.0785,0.2542,0.2588,5587.7025487423725,2007920.29985167,"POLYGON ((-1962202.9083999991 -164512.99230000004, -1962485.6313999984 -165750.84559999965, -1961937.261599999 -165880.5976999998, -1961716.2544 -165935.57870000042, -1960936.7422000002 -166114.32079999894, -1960902.762 -165985.55769999884, -1960799.6403 -165739.13599999994, -1960760.235299999 -165612.54309999943, -1960682.2480999995 -165049.34699999914, -1961112.6579 -164805.14319999889, -1961430.5841999985 -164689.3451000005, -1961508.276899999 -164667.71810000017, -1962202.9083999991 -164512.99230000004))","POLYGON ((-117.593201 34.030505999999995, -117.593164 34.019145, -117.587017 34.019118999999996, -117.584533 34.019085, -117.57580899999999 34.019096999999995, -117.57576399999999 34.020288, -117.575273 34.022644, -117.575165 34.023827, -117.57571899999999 34.028894, -117.580894 34.030156, -117.584558 34.030525, -117.585437 34.030557, -117.593201 34.030505999999995))",False
30,06,071,1400000US06071001803,06071001803,San Bernardino,"Census Tract 18.03, San Bernardino County, Calif",3263,26921,0.857,0.9934,0.9895,0.9109,0.9316,0.5813,0.3779,0.6765,0.5898,0.976,0.9688,0.942,0.942,10.0069,30.3,9.6,6.3,13.7,13.3,0.4037,0.4568,0.4075,0.7596,0.4677,12504.473442823442,9188942.094664395,"POLYGON ((-1965617.7183999997 -161374.6754999999, -1965959.8246999998 -162841.4472000003, -1966130.8669999987 -163619.45299999975, -1965351.5550999995 -163798.14429999888, -1964900.5390999988 -163902.24320000038, -1963793.660699999 -164150.54349999875, -1963399.504999999 -164238.5324999988, -1962750.6351999994 -164389.7751000002, -1962202.9083999991 -164512.99230000004, -1961867.5134999994 -163033.09530000016, -1963295.4491999988 -162030.91069999896, -1964283.7884999998 -161334.87820000015, -1964408.4243 -161264.25960000046, -1964750.364599999 -161125.99000000022, -1965462.1295999996 -160950.78639999963, -1965539.4211999997 -161259.6194000002, -1965582.4868 -161323.2955999989, -1965617.7183999997 -161374.6754999999))","POLYGON ((-117.636614 34.054981999999995, -117.636675 34.052133999999995, -117.636976 34.051491999999996, -117.637224 34.050973, -117.637248 34.037497, -117.63714999999999 34.03037, -117.631457 34.030192, -117.628427 34.030386, -117.623377 34.030389, -117.611001 34.030457999999996, -117.606595 34.030485999999996, -117.59932599999999 34.030476, -117.593201 34.030505999999995, -117.593273 34.044083, -117.610919 34.04994, -117.62314 34.054013, -117.624639 34.054376999999995, -117.628615 34.054891999999995, -117.636614 34.054981999999995))",False
31,06,071,1400000US06071000603,06071000603,San Bernardino,"Census Tract 6.03, San Bernardino County, Califo",5508,5382,0.4407,0.6307,0.9881,0.8847,0.9231,0.3853,0.0611,0.2977,0.7666,0.0,0.5133,0.686,0.686,7.9769,24.5,9.2,4.7,13.5,10.5,0.1153,0.3389,0.1372,0.4731,0.4444,7117.28548359341,2253025.080799415,"POLYGON ((-1971499.2528999988 -162011.2427999992, -1971676.7358999997 -162801.75229999982, -1970896.5251000002 -162976.35989999957, -1970118.5649999995 -163152.54959999956, -1968948.134299999 -163413.5451999996, -1968855.2315999996 -162996.9425999988, -1968826.886599999 -162816.39199999906, -1968831.1975999996 -162785.90550000034, -1968894.341599999 -162595.3685999997, -1969160.5725999996 -162536.79759999923, -1969744.9444999993 -162404.93919999897, -1969939.5085999984 -162360.68539999984, -1970039.0012999997 -162338.96140000038, -1970719.1208999995 -162182.61999999918, -1971109.7079999987 -162098.77029999904, -1971499.2528999988 -162011.2427999992))","POLYGON ((-117.698171 34.03353, -117.698105 34.026281, -117.68938299999999 34.026339, -117.68068099999999 34.026378, -117.667599 34.026471, -117.667639 34.03029, -117.667783 34.031921, -117.667904 34.032178, -117.669045 34.033711, -117.672019 34.033682999999996, -117.678555 34.03365, -117.680732 34.033642, -117.681843 34.033629999999995, -117.689457 34.033615999999995, -117.693815 34.033556, -117.698171 34.03353))",False
32,06,071,1400000US06071001702,06071001702,San Bernardino,"Census Tract 17.02, San Bernardino County, Calif",5300,3237,0.5485,0.7576,0.9849,0.8344,0.85,0.3853,0.5348,0.5479,0.4936,0.0,0.5026,0.7317,0.7317,8.287,26.9,9.4,5.5,13.7,11.2,0.2135,0.3966,0.257,0.5598,0.4677,7077.7497957541045,2506902.446396935,"POLYGON ((-1969592.4747000001 -160823.46969999932, -1969763.6230999995 -161569.1099999994, -1969895.666199999 -162165.37260000035, -1969939.5085999984 -162360.68539999984, -1969744.9444999993 -162404.93919999897, -1969160.5725999996 -162536.79759999923, -1968894.341599999 -162595.3685999997, -1968927.7101999987 -162424.9341000002, -1968788.331699999 -161785.39910000004, -1968570.5951999985 -160898.2020999994, -1968404.7569999993 -160152.35419999994, -1969384.3884999994 -159928.0591000002, -1969408.3993999995 -160046.05819999985, -1969451.0686999988 -160235.91149999946, -1969568.2026999984 -160754.18129999936, -1969570.5274999999 -160758.1163999997, -1969592.4747000001 -160823.46969999932))","POLYGON ((-117.68076500000001 34.048356, -117.680837 34.047742, -117.680816 34.040897, -117.680748 34.035433, -117.680732 34.033642, -117.678555 34.03365, -117.672019 34.033682999999996, -117.669045 34.033711, -117.66982 34.035129, -117.669916 34.040985, -117.66979 34.049158, -117.669867 34.055994, -117.680835 34.055966999999995, -117.68079900000001 34.05489, -117.680784 34.053149, -117.68075 34.048395, -117.68076500000001 34.048356))",False
33,06,071,1400000US06071001813,06071001813,San Bernardino,"Census Tract 18.13, San Bernardino County, Calif",4855,3876,0.9034,0.9868,0.9861,0.8679,0.8543,0.3853,0.4315,0.7891,0.3755,0.9635,0.958,0.8978,0.8978,9.5486,25.5,9.8,3.5,16.2,12.5,0.1497,0.5157,0.0302,0.6944,0.7328,6387.587270868439,1555377.17654482,"POLYGON ((-1966729.3937 -160658.67870000005, -1966841.5935999993 -161156.40880000032, -1966870.4562999997 -161282.1152999997, -1966445.6830000002 -161378.40719999932, -1966297.0142 -161498.33889999986, -1966477.292299999 -162309.43730000034, -1966256.4679999985 -162354.7645999994, -1966345.4094999991 -162749.9188000001, -1965959.8246999998 -162841.4472000003, -1965617.7183999997 -161374.6754999999, -1965582.4868 -161323.2955999989, -1965539.4211999997 -161259.6194000002, -1965462.1295999996 -160950.78639999963, -1966513.4730999991 -160707.13049999997, -1966729.3937 -160658.67870000005))","POLYGON ((-117.650807 34.054967999999995, -117.650773 34.050402999999996, -117.65077 34.049248999999996, -117.646017 34.049268, -117.64414099999999 34.048522999999996, -117.644059 34.041089, -117.64160000000001 34.04114, -117.641572 34.037516, -117.637248 34.037497, -117.637224 34.050973, -117.636976 34.051491999999996, -117.636675 34.052133999999995, -117.636614 34.054981999999995, -117.648392 34.054981999999995, -117.650807 34.054967999999995))",False
34,06,071,1400000US06071001001,06071001001,San Bernardino,"Census Tract 10.01, San Bernardino County, Calif",5557,4294,0.5298,0.7362,0.9743,0.7557,0.7521,0.3853,0.1839,0.6251,0.7666,0.0,0.6747,0.7848,0.7848,8.6541,26.2,9.7,4.5,14.3,11.4,0.1804,0.4859,0.1118,0.5831,0.538,4908.558538236105,1445480.1801108,"POLYGON ((-1968595.2059999984 -156507.61019999906, -1968686.9361999985 -156912.8133000005, -1968830.2720999997 -157546.7620000001, -1968834.0891999993 -157563.20179999992, -1968921.8508000001 -157943.61899999902, -1967963.8932999987 -158161.39250000007, -1967873.6678 -157766.51630000025, -1967782.6805999987 -157369.97919999994, -1967635.8859 -156729.716599999, -1968595.2059999984 -156507.61019999906))","POLYGON ((-117.680888 34.087374, -117.680863 34.083656999999995, -117.680822 34.077842, -117.680822 34.077691, -117.680816 34.074197999999996, -117.670092 34.074238, -117.670107 34.077861999999996, -117.670118 34.081502, -117.670137 34.087379, -117.680888 34.087374))",False
35,06,071,1400000US06071001600,06071001600,San Bernardino,"Census Tract 16, San Bernardino County, Californ",5363,13675,0.9576,0.9914,0.9843,0.8804,0.7485,0.5476,0.198,0.7891,0.4611,0.9828,0.968,0.9285,0.9285,9.8489,27.2,10.7,3.5,19.2,14.9,0.2282,0.7373,0.0302,0.8547,0.9135,24243.89061747451,12431617.503358,"POLYGON ((-1969288.0990999993 -159503.6205000002, -1969384.3884999994 -159928.0591000002, -1968404.7569999993 -160152.35419999994, -1967816.1531999987 -160285.48220000044, -1967737.7438999992 -160316.86620000005, -1967590.6142999995 -160407.21490000002, -1967421.2332999986 -160495.72259999998, -1966973.084999999 -160604.2405999992, -1966729.3937 -160658.67870000005, -1966513.4730999991 -160707.13049999997, -1965462.1295999996 -160950.78639999963, -1964750.364599999 -161125.99000000022, -1964408.4243 -161264.25960000046, -1964283.7884999998 -161334.87820000015, -1963295.4491999988 -162030.91069999896, -1961867.5134999994 -163033.09530000016, -1961859.2712999992 -163000.70179999992, -1961762.509399999 -162575.69249999896, -1961665.2245999984 -162591.4171999991, -1960212.4608999994 -162936.79949999973, -1960021.5063999984 -162138.71839999966, -1959865.6176999994 -161497.71219999902, -1960058.6954999994 -161423.73959999904, -1960328.8958 -161230.1914999988, -1961410.6996999998 -161020.74640000053, -1961280.0341999996 -160457.6467000004, -1961549.7063999996 -160392.53759999946, -1962336.3750999998 -160092.08000000007, -1962793.7709 -159758.52789999917, -1962828.2079999987 -159973.57770000026, -1962868.7397999987 -160158.07729999907, -1962958.5050999988 -160551.6769999992, -1964525.1677 -160200.3454, -1964730.7504999992 -160152.84420000017, -1965304.1997999996 -160021.94779999927, -1965671.3380999994 -159938.25090000033, -1966093.0199999996 -159841.5502000004, -1966149.5920000002 -160085.2034999989, -1966363.8802999984 -160035.87360000052, -1966918.5516999997 -159909.9079, -1967030.7415999994 -159884.69429999962, -1966973.612399999 -159639.56409999914, -1967394.649699999 -159545.35429999977, -1968233.4319000002 -159352.4695999995, -1969197.3191 -159129.64839999937, -1969288.0990999993 -159503.6205000002))","POLYGON ((-117.680859 34.059861, -117.680835 34.055966999999995, -117.669867 34.055994, -117.663281 34.056024, -117.66237 34.055909, -117.660583 34.055419, -117.658564 34.05499, -117.653532 34.05495, -117.650807 34.054967999999995, -117.648392 34.054981999999995, -117.636614 34.054981999999995, -117.628615 34.054891999999995, -117.624639 34.054376999999995, -117.62314 34.054013, -117.610919 34.04994, -117.593273 34.044083, -117.59328099999999 34.048282, -117.592694 34.048339999999996, -117.575913 34.048257, -117.575818 34.057649, -117.57576 34.061501, -117.577995 34.061757, -117.581344 34.0629, -117.593363 34.062546, -117.593358 34.067718, -117.596386 34.067741999999996, -117.605491 34.068774999999995, -117.611176 34.07076, -117.611013 34.068816, -117.61099 34.067126, -117.610976 34.063514, -117.6285 34.063415, -117.630803 34.063414, -117.637223 34.063397, -117.641333 34.063385, -117.646055 34.063376, -117.646056 34.061138, -117.648456 34.061135, -117.654664 34.061112, -117.655919 34.061105, -117.65591599999999 34.063356999999996, -117.660625 34.063327, -117.670019 34.063311999999996, -117.68081699999999 34.063303999999995, -117.680859 34.059861))",False
36,06,071,1400000US06071001906,06071001906,San Bernardino,"Census Tract 19.06, San Bernardino County, Calif",10032,5254,0.4177,0.6018,0.9955,0.8541,0.8709,0.5587,0.4088,0.2648,0.4587,0.0,0.2921,0.3317,0.3317,5.7971,23.6,9.0,3.9,12.6,9.4,0.0881,0.2831,0.0528,0.3319,0.339,11267.429228294854,7800920.373438595,"POLYGON ((-1962668.2657999992 -166546.45139999874, -1963037.7100999989 -168134.15099999867, -1959936.9587999992 -168866.88040000014, -1959374.8555999994 -166496.90000000037, -1960080.372299999 -166322.434799999, -1960164.3512999993 -166305.56609999947, -1960936.7422000002 -166114.32079999894, -1961716.2544 -165935.57870000042, -1961937.261599999 -165880.5976999998, -1962485.6313999984 -165750.84559999965, -1962668.2657999992 -166546.45139999874))","POLYGON ((-117.593164 34.019145, -117.59315 34.011841, -117.593175 33.997254999999996, -117.558429 33.997112, -117.558269 34.018906, -117.56619599999999 34.019007, -117.56712999999999 34.018985, -117.57580899999999 34.019096999999995, -117.584533 34.019085, -117.587017 34.019118999999996, -117.593164 34.019145))",True
37,06,071,1400000US06071002109,06071002109,San Bernardino,"Census Tract 21.09, San Bernardino County, Calif",6121,25939,0.5322,0.7386,0.9799,0.8882,0.8231,0.5561,0.1756,0.7891,0.7666,0.9702,0.9954,0.3541,0.3541,5.9417,18.2,9.1,2.9,12.8,5.8,0.0212,0.3108,0.0156,0.0354,0.362,11044.202365436926,4840588.965561045,"POLYGON ((-1961035.8439999986 -159388.50269999914, -1961280.0341999996 -160457.6467000004, -1956976.5609999988 -161477.89279999956, -1956721.6546 -160418.9076000005, -1959460.0473999996 -159764.50740000047, -1959782.5048999991 -159688.746199999, -1961035.8439999986 -159388.50269999914))","POLYGON ((-117.59339 34.077529999999996, -117.593358 34.067718, -117.545083 34.067488, -117.54497 34.077233, -117.575705 34.077427, -117.579321 34.077438, -117.59339 34.077529999999996))",False
