OBJECTID,COUNTY,CITY,Shape__Area,Shape__Length,GlobalID
104,San Mateo,Daly City,31481708.234375,58686.9224074959,f758ddd6-f085-4f6c-8d0c-bb17c0bb9782
105,Orange,Dana Point,23829533.8007813,35764.3800881183,a22cb1f5-4c3e-465f-a3c7-004c57308fb1
106,Contra Costa,Danville,75149079.2265625,59498.8340194345,dd4f0b62-66b2-4651-ba8e-733eee15684b
107,Yolo,Davis,42513322.7070313,43727.0761240824,a2339da4-4198-40b8-a428-15783c349cea
108,San Diego,Del Mar,6528006.859375,15013.9662996651,272ec060-91fc-480f-9760-9d392695054f
109,Monterey,Del Rey Oaks,4354362.5859375,15438.2679649463,97c2f816-9d14-454f-b787-ea76ca2f994e
110,Kern,Delano,58185971.71875,81035.505056398,c1ba4d11-7395-4df5-ad5a-e4ec3b122467
111,Riverside,Desert Hot Springs,115059015.949219,89443.7519455644,f03901d4-e5c1-43e6-adbe-8cbf747f410b
112,Los Angeles,Diamond Bar,56260173.3046875,40852.0669566082,0249c0e4-090b-454a-8a6b-1e99971f89ad
113,Tulare,Dinuba,26401253.625,32025.4985524667,14af3a48-508f-47b9-89db-1271b638086f
114,Solano,Dixon,30637808.0859375,45030.9713116688,d53bfc36-aa76-4d68-991d-70de339e80e8
115,Siskiyou,Dorris,3429176.59375,10506.6316227417,1f5b113e-71a9-4bc0-ba27-82d70ef23460
116,Merced,Dos Palos,5625361.65234375,19920.8753052145,72e94b51-526f-4fd9-8ffd-20f485340515
117,Los Angeles,Downey,47429348,33293.6806422824,140938f1-aae3-4682-b65a-e9410156ff8d
118,Los Angeles,Duarte,25352553.4179688,41232.9447734242,296f3fca-868a-4116-8516-f385bfd22587
119,Alameda,Dublin,63102256.5585938,47525.9444602977,ad014bab-425f-45db-bcbb-0d718853a44c
120,Siskiyou,Dunsmuir,7928150.3515625,31070.5122199109,e46edaa3-feda-49f0-af61-870e6ff9bd6a
121,San Mateo,East Palo Alto,10429455.75,17040.0888837243,0622de19-2504-4575-8445-4dc46ae9ee14
122,Riverside,Eastvale,49689314.671875,44382.0657163342,4eb4567b-8131-4182-9901-cf5636066d08
123,San Diego,El Cajon,53431661.0625,86079.6035144981,71ddf90f-3d4b-4294-937f-b9ccf4521ef1
124,Imperial,El Centro,44662188.90625,50443.6951513556,20c0aa9a-cb6f-4073-a231-44cfaa4b85ad
125,Contra Costa,El Cerrito,15324817.5976563,20414.0993249826,5386b0ce-8c5f-434b-bed7-10269dad0cbf
126,Los Angeles,El Monte,36375737.5820313,39418.7893358009,c123241e-5890-4f71-abf6-bad68dcbb190
127,Los Angeles,El Segundo,20524972.4375,21114.5546261691,637e99b5-d200-49d0-b77c-d91380abe98d
128,Sacramento,Elk Grove,180614318.03125,85062.4264201786,cdf4856a-d3f7-4a4c-b23f-6d8719a8efa4
129,Alameda,Emeryville,5216920.73828125,16662.5732975122,d876b8d2-5edb-4ce4-b07f-308e04686d0f
130,San Diego,Encinitas,72182317.5429688,58535.0869649252,efde41bb-1ea9-4829-955f-30182d261d3f
131,San Joaquin,Escalon,9845771.80859375,31546.1028880539,258b5c6c-8839-4d23-a66b-c20855fb69cf
132,San Diego,Escondido,138573561.773438,205329.721891013,967d38a2-52b7-408d-8b74-271e425402b5
133,Siskiyou,Etna,3470354.29296875,11297.0685031613,20ee8dfb-4d06-4b70-9df3-0b9ea7999bde
134,Humboldt,Eureka,72595035.28125,67001.7621693919,d9eecf1e-8100-443c-80cb-4fb04f96fad4
135,Tulare,Exeter,9753333.3203125,20871.6456755704,d1a94e43-49ca-4c9e-a9e4-ef394426bda3
136,Marin,Fairfax,9362702.875,26563.2614439302,71bcc0c5-6be0-4708-a905-a3452aad87e9
137,Solano,Fairfield,176053174.117188,159968.993582147,66711b6c-64ba-4de6-af6c-73a257612590
138,Tulare,Farmersville,9056224.69140625,22231.5974039177,edd42d55-fc22-4d7b-8ca2-c48b0644ab5c
139,Humboldt,Ferndale,5185693.95703125,11752.2745641248,b794dce2-d23a-417b-bb04-8261630c8438
140,Ventura,Fillmore,12609623.3632813,27109.0940171828,6d108b8d-d4da-4160-ad92-78c4cfc67d91
141,Fresno,Firebaugh,14568509.0859375,34938.4764622032,cf8fe876-d809-476e-8bf8-b2ceab474742
142,Sacramento,Folsom,127828711.875,60618.547716755,2b5126f2-2f20-487c-b057-037a71ec6fa0
143,San Bernardino,Fontana,164072192.320313,91356.776229656,7d7da582-ac88-428f-8b40-466e7d5feaf1
144,Mendocino,Fort Bragg,12609209.6796875,47830.7809436574,44dab379-6277-4091-87ed-6acfd07c8347
145,Siskiyou,Fort Jones,2873459.64453125,14024.3054955159,a6d99610-ccfb-4e10-be8e-e475cf7591d8
146,Humboldt,Fortuna,23527739.0820313,34275.2805122921,089cded8-1c3e-4096-ae60-a7681e5de479
147,San Mateo,Foster City,17727304.7382813,21511.8784789167,92313dfb-ecc7-4e48-9645-1de59d7537b9
148,Orange,Fountain Valley,34015923.2460938,26310.6960313261,6f0d5768-0966-4c8a-bf42-90b4d676ed1e
149,Fresno,Fowler,10684029.9375,30865.7067888253,b22e762e-5c33-48bf-9d25-fcf3526ffaec
150,Alameda,Fremont,324788152.777344,144697.719943739,0ef384e5-e463-4cbc-b281-37d2a37d23a2
151,Fresno,Fresno,472913910.25,444050.581114826,1f6077f2-9377-4a96-93ee-b9aade389b8b
152,Orange,Fullerton,84592255.6445313,60838.9970048308,0581ad17-ed41-4781-a836-8a86325ba525
153,Sacramento,Galt,30398390.5742188,46752.88692123,be7f91bd-bbaf-4824-89d3-d0a41d92a73d
154,Orange,Garden Grove,67328032.890625,75728.7085274797,92a3f12b-8f13-450b-b490-3fbc4c9c36f9
155,Los Angeles,Gardena,22071814.125,24272.2339213504,8e9798e8-1aa4-4e5e-8cca-051d27734806
156,Santa Clara,Gilroy,67431296.4921875,73015.263574911,8020f735-8056-4988-a1cb-939bf704e378
157,Los Angeles,Glendale,116231433.210938,70336.1906696737,3de0b61a-bc0a-4a0b-bbf2-a0c0dd7fd7ec
158,Los Angeles,Glendora,74515449.5625,59814.3264611766,88217cd7-d6f7-43ba-81b7-ee49b580415e
159,Santa Barbara,Goleta,30092246.1132813,46802.1309419932,643c32b4-6c18-4e17-af33-2e962024b099
160,Monterey,Gonzales,7545441.81640625,27134.3402274752,138c9ee0-c0d8-482d-bd86-162ae574f0a3
161,San Bernardino,Grand Terrace,13349239.609375,21841.2242623075,18f9d4c6-df3b-414c-8dc5-93426e9bfcb3
162,Nevada,Grass Valley,23952067.1679688,48041.9695399109,222fe0f4-ccb3-4347-a214-1e23d5c6bf91
163,Monterey,Greenfield,12209154.328125,30925.4042218567,3bfe84b7-f250-4869-84ab-de3425369204
164,Butte,Gridley,9828394.671875,27050.4855657333,e24fb3fb-19e3-42af-83fa-e07c62ddca79
165,San Luis Obispo,Grover Beach,9027564.046875,15132.2395055653,868c17b8-e6a7-4ec4-9e7e-0a3e6a70e2c8
166,Santa Barbara,Guadalupe,5144463.6953125,17835.6436482855,295d55ad-96ca-467b-800b-730341e52b12
167,Merced,Gustine,7397082.0234375,29208.4129123523,86621e07-ec00-4c59-b567-b87e63aada8e
168,San Mateo,Half Moon Bay,25342231.109375,42114.3387812682,8f7c1158-5018-49df-b72b-3e111adffb68
169,Kings,Hanford,70232314.7460938,103732.446115516,adc182f0-8bc4-40ed-b616-719b42e9afa5
170,Los Angeles,Hawaiian Gardens,3590395.93359375,9456.85077784985,8638868c-f38b-4d71-8786-487c46fd62d8
171,Los Angeles,Hawthorne,22848027.5585938,40451.3909028261,1365c847-1a2c-4da9-bb81-82c1717f43a2
172,Alameda,Hayward,187926706.820313,150960.214415739,786eeda4-a80f-44e3-bd88-cfb55e862228
173,Sonoma,Healdsburg,18654908.8007813,41332.2945573473,2b5ef355-e0d5-4752-90dd-5f37d89a1582
174,Riverside,Hemet,109830880.730469,87602.1666845229,68c59d9e-7cbb-408b-b7d1-917e8d297002
175,Contra Costa,Hercules,26787906.6445313,32377.2242691485,9f16a7f0-5b03-4124-9dbb-a61083f78dd0
176,Los Angeles,Hermosa Beach,5487784.8984375,10506.4196144161,fdfd3f6b-61bb-4af0-88fe-6b773ce45904
177,San Bernardino,Hesperia,277190052.414063,163259.602060628,350a462d-63eb-49fd-9c82-962a8e8f924b
178,Los Angeles,Hidden Hills,6400680.5859375,15762.6601617897,eec7bb2d-92af-4e71-b78c-e0a94a9ebe49
179,San Bernardino,Highland,70780878.4570313,81842.6718047581,b9659490-d33e-4303-a640-311eb4ed1263
180,San Mateo,Hillsborough,25561624.3671875,33968.9271988645,f9cbeeb6-41c1-47c5-9f92-566f250f4976
181,San Benito,Hollister,32995623.625,91879.275745287,74df12fc-b73e-40d9-a0ce-2ee363e7a14e
182,Imperial,Holtville,4221823.921875,15071.5501804571,209204a3-c199-44e0-b498-6501523771f0
183,Stanislaus,Hughson,7453067,17654.6763323405,660ec66b-b9a6-497a-a9e1-0c68d46d23ab
184,Orange,Huntington Beach,103208441.046875,77682.8319237742,9ace9931-8d8a-45a6-9615-425714aa322c
185,Los Angeles,Huntington Park,11402981.875,24400.3767493443,d105a554-fcfd-41e7-b0a1-6ac022100363
186,Fresno,Huron,6737058.07421875,17300.2656834056,0f702375-58a2-43ba-a0d6-9ffb0bb61eac
187,Imperial,Imperial,23161095.4804688,43030.9819306942,ca29ac7f-4b4c-4b5b-bde6-8f7ef344f02b
188,San Diego,Imperial Beach,15916121.4140625,20877.2155003246,ef1eca96-b283-42b2-8a6d-9eca028bd869
189,Riverside,Indian Wells,54714791.8867188,37000.3796159802,58c9b952-1278-44c4-91fe-55ec29c0a952
190,Riverside,Indio,128486304.171875,88236.0907133974,50daba69-c544-4922-b0db-a8db1a73849e
191,Los Angeles,Industry,45486035.1601563,134966.280098386,01bbbe9e-e665-4801-bd5c-4d8488308769
192,Los Angeles,Inglewood,34347661.0117188,33226.1317446045,2c6a727e-9315-40df-9e23-b4510279af10
193,Amador,Ione,19481241.4492188,29435.8182497201,de873e25-83f8-46eb-ae56-a7427ee769f4
194,Orange,Irvine,247401855.121094,95122.6911095878,2bd8a2f4-0ce1-4272-8807-406ccb8d2dbc
195,Los Angeles,Irwindale,36466011.9296875,48481.2316503603,9fd1d90f-5899-4e0a-8ad2-05589f5a6fe9
196,Sacramento,Isleton,1958408.734375,10250.50420032,866e9f78-8514-4116-987f-6af297d6ad1d
197,Amador,Jackson,15153684.6875,34718.1514196566,001b8d61-08e9-4eb1-932d-1d12599e3d40
198,Riverside,Jurupa Valley,164923950.671875,61890.0614260409,ecf83700-0311-4634-ad74-e5618d65049d
199,Fresno,Kerman,13607246.1289063,22574.903209005,481dd15d-6875-4e1b-8911-9e27e4873134
200,Monterey,King City,16014595.1601563,31565.1988254942,3913746f-b414-4cd6-83c7-bc7e7d404d96
201,Fresno,Kingsburg,14958994.15625,30624.4041127961,f4a7f4aa-e788-48f9-bebe-0f7f424437fc
202,Los Angeles,La Cañada Flintridge,32825753.8671875,33986.965225665,c28dfd6c-249d-4cd3-a41c-84df2fe5cdaf
203,Orange,La Habra,28562319.1015625,27108.1499262557,d42b6fd3-4fda-4693-b924-5e5601e7a3dd
204,Los Angeles,La Habra Heights,23237655.734375,25717.6686676661,bb19b394-663d-42ae-a3b8-80f3ff3af695
205,San Diego,La Mesa,33194719.7226563,49608.2921700486,ecd9bfb8-a2c8-4a39-bdff-0615f4fad87f
206,Los Angeles,La Mirada,29566087.3554688,29339.4137717257,0d4cbff8-fcef-47e2-b9be-1c631685efa6
207,Orange,La Palma,6802322.7734375,16510.7904487942,ac4126ee-56eb-49e5-b426-9b5d17d9bd06
208,Los Angeles,La Puente,13139034.4101563,31989.298196675,3cc86b6c-53b1-4656-8ea6-d74e781026bf
209,Riverside,La Quinta,133849046.148438,74293.2293567278,c0d9128e-8602-49f0-97b8-d408a2bbbbef
210,Los Angeles,La Verne,32257082.15625,42546.1443352521,dc8e1376-b6e1-46a7-9e96-bad361a89613
211,Contra Costa,Lafayette,63283520.6171875,55338.3834566903,df930c55-b08d-4b57-93dd-01f26511050b
212,Orange,Laguna Beach,33138917.0585938,64389.0854700343,e61c297d-07f9-4ad6-be45-08ecc01336b9
213,Orange,Laguna Hills,24878973.8632813,36409.4749635309,53d7c7b5-27e8-4275-a759-18b7c286ff69
214,Orange,Laguna Niguel,55229713.3867188,44223.7391339646,0b8abfdb-f64d-4a4c-95df-0c9d768a5b5e
215,Orange,Laguna Woods,12378183.5546875,27897.5638547132,cda6db4d-21b3-45e2-b468-a78c20156c17
216,Riverside,Lake Elsinore,163036845.300781,113953.132113739,4b5c3acc-35a7-436b-b21a-3d7fb7780b44
217,Orange,Lake Forest,62917505.2226563,39881.6113500689,f3d6a46c-88ab-469b-88cb-43f056c2d669
218,Lake,Lakeport,13401014.625,27465.1796103422,82dc67ea-7968-4c75-9e80-746dc198962f
219,Los Angeles,Lakewood,35596072.2773438,45731.4557849786,fba23d2f-839f-4a3a-8ff7-122139ba1c33
220,Los Angeles,Lancaster,362603669.148438,252267.671355132,28879432-47b4-421e-af4b-c4e539740429
221,Marin,Larkspur,13293315.1679688,30788.3429092546,bb7c85dd-4f00-433c-b5a5-3712f52017fe
222,San Joaquin,Lathrop,87018612.5507813,67122.3310782852,da0577b5-d9d9-4f92-9d90-04cb8539fab0
223,Los Angeles,Lawndale,7442780.76953125,13589.2994598606,56c33b8d-01cc-4311-aaa6-e7eeedafdf9b
224,San Diego,Lemon Grove,14357877.015625,23548.0342435934,34891cae-eee5-439e-bd4e-f6b87271b6eb
225,Kings,Lemoore,35652611.3945313,39733.582169103,4e8e0a7b-46f0-4678-9f53-46d842721eb9
226,Placer,Lincoln,101593332.101563,65465.9506515907,db225263-f576-47b9-9c1f-5e7ef37c9dd8
227,Tulare,Lindsay,10821316.0585938,24491.6118849095,37018578-0aa2-4f86-9ccf-a943cd2588d7
228,Sutter,Live Oak,13470637.0195313,27348.6495563244,848c01cb-7926-4fe1-8962-9d8f7f54c66b
229,Alameda,Livermore,110291983.125,104569.913042047,5953d428-30f5-4db6-addd-788b33dd6d62
230,Merced,Livingston,15185179.4570313,28543.0067278259,9d08a496-0c9a-4b0e-93a1-a7e89467e7ac
231,San Joaquin,Lodi,58646344.7617188,62878.7883997064,3e9686da-fb56-4042-9cef-445443f40af9
232,San Bernardino,Loma Linda,32998243.2578125,29108.8781077374,ea48945c-1f20-46f0-9ca1-66f168ba702e
233,Los Angeles,Lomita,7217657.109375,16515.6223712432,65b74735-169c-49da-8e6a-ac6a764fae31
234,Santa Barbara,Lompoc,44921248.1953125,48729.2242162601,af810fa7-c6f5-4d9b-9237-c8ef431948a1
235,Los Angeles,Long Beach,195374788.878906,120342.436796653,37da0940-b901-43e2-9081-01324c08eb66
236,Placer,Loomis,31363962.734375,37187.1496212077,06371801-f086-4564-8876-e5a6c1429b95
237,Orange,Los Alamitos,15409187.5507813,25658.7853177052,615b105f-2681-4fba-b8dc-4241febfb8bd
238,Santa Clara,Los Altos,26806472.2070313,42741.9636341469,2d9ad820-b5aa-45eb-99c4-afe08c89bb4b
239,Santa Clara,Los Altos Hills,37228036.171875,44258.5725939138,c3f915c8-221c-47fd-a5d9-e20a104901bd
240,Los Angeles,Los Angeles,1783699495.15625,596444.919468046,44ec38ce-cd51-4f14-ae4e-aef55d285bfe
241,Merced,Los Banos,43298500.4570313,57222.7067406855,4ea081dd-0161-4721-ae73-22fe5e5f14c8
242,Santa Clara,Los Gatos,47689984.6171875,92916.2099173324,234e9799-1c9d-4a40-a371-e34b86c32bff
243,Sierra,Loyalton,1489336.4140625,5251.28898562734,621ad35f-1140-4403-939e-2e3ad7ef1ae7
244,Los Angeles,Lynwood,18294345.6601563,26554.264533099,4a1f3820-5bdd-4c05-942a-f6345857b6c9
245,Madera,Madera,67723732.9609375,72605.2110377074,7f76bdbe-f036-40d6-8eed-d64564068b7f
246,Los Angeles,Malibu,73975531.421875,92982.981661479,f5b00992-f56c-43ca-94dc-6a8f8aa7d933
247,Mono,Mammoth Lakes,104102584.164063,58077.39859624,ecbae51f-4473-4c25-9d15-ee04a0c663be
248,Los Angeles,Manhattan Beach,14926378.46875,17595.2238846574,9ae46d58-9b66-42c2-9e37-8b12cb4c6681
249,San Joaquin,Manteca,89300733.7734375,87492.4815097322,4cf5f208-1839-4213-b26f-4fa6508528b4
250,Kern,Maricopa,5975737.38671875,18475.6070196274,472939e9-f117-4400-83c0-b03d6fb2f881
251,Monterey,Marina,35446986.8398438,38422.8669723451,52a2d3dd-492a-4d63-9d12-d3ff74f70721
252,Contra Costa,Martinez,52940579.484375,74620.7855349447,13aacadc-944e-4e51-8deb-501e786d8d50
253,Yuba,Marysville,15713109.28125,26996.4854507575,6ba0368d-bcb5-4693-9eb5-e8259c346860
254,Los Angeles,Maywood,4438563.49609375,11065.7834962406,d2f9e866-c697-4a62-8cb3-4093cce23c94
255,Kern,McFarland,11851694.0273438,31411.9445039601,3d5f545d-59ec-4110-ad92-e21b79804213
256,Fresno,Mendota,13475055.6953125,34555.5949192477,2379517b-cc39-44a1-8227-12651a1d2e30
257,Riverside,Menifee,174635870.039063,83343.6694492775,ff111094-75c0-425b-bf44-fbad15a435e2
258,San Mateo,Menlo Park,41852669.8476563,69961.0856747928,171f896b-3456-4a5b-8247-6574c4ea58f6
259,Merced,Merced,95885024.0976563,133704.71088363,d46d7710-4518-4a7a-a556-63aeb2565458
260,Marin,Mill Valley,20078173.3867188,35589.9807841193,04eb633e-6d65-4302-b9f5-b69ec8670b37
261,San Mateo,Millbrae,13490836.2929688,20198.729946286,09ed4df2-419c-417a-9784-fb0a6a128f03
262,Santa Clara,Milpitas,55691336.8085938,60850.4116832612,1967f95f-49a6-41fe-b643-e0c5da526fb7
263,Orange,Mission Viejo,67400724.9179688,47273.0543881292,061b1c25-3937-465d-908a-28dbdda3a9a8
264,Stanislaus,Modesto,185629914.371094,200787.278234542,0ad84b7b-1b9a-4413-a4a2-b1fd6c6a913f
265,Los Angeles,Monrovia,52129580.9765625,53149.2903470201,375beacb-1a69-4b88-8586-8d1cd424be10
266,Siskiyou,Montague,8089220.23046875,16687.0001834397,6ed54f4d-0897-4804-b7f2-da2b9cab3a8e
267,San Bernardino,Montclair,21030149.1796875,23083.9476568883,734c62e5-f1d9-4fbf-91f5-b44c34f2180a
268,Santa Clara,Monte Sereno,6641003.8671875,25308.2288234222,02b6e4b2-a5ca-48b3-a5fa-720173e60aa8
269,Los Angeles,Montebello,31602688.2304688,36783.7997541433,9180b570-ec79-48c7-849f-de803385000d
270,Monterey,Monterey,33754032.4375,62534.6719586823,707d0180-dcb2-45c6-9b52-ffb6a310f801
271,Los Angeles,Monterey Park,29283299.4570313,29326.9281861026,f77f8b88-b210-42bb-ad79-6e35cea176b6
272,Ventura,Moorpark,47443273.5585938,42232.073832857,841bd400-c189-433a-8059-5eded8f06514
273,Contra Costa,Moraga,39419995.625,39240.7394193598,4176e25e-0d84-44ba-a6a0-77f74df0bdd1
274,Riverside,Moreno Valley,194325185.410156,94349.3756158182,e6e70e14-ae43-4008-bd5e-9acd959db85c
275,Santa Clara,Morgan Hill,52684187.625,107865.185672825,b7259c9b-5971-4966-8fa7-01606af16149
276,San Luis Obispo,Morro Bay,23663789.9296875,34075.0778035956,15887f9f-9e3f-4b0e-be8c-a63216c138ae
277,Siskiyou,Mount Shasta,16632746.3632813,35894.2412463429,79ed1955-0d0c-4c94-8861-e67879d9ae98
278,Santa Clara,Mountain View,49802185.8867188,55031.9963453227,40d867f7-9681-4ec3-8170-f0a856d11aab
279,Riverside,Murrieta,125624122.730469,69379.4001279211,48a0e2da-00d0-41dc-9b3f-3fa3083094fb
280,Napa,Napa,77254315.6640625,129503.778061575,cb747d58-3314-488e-a985-5904060201bc
281,San Diego,National City,34048338.6171875,65504.2692005885,8a3be6d0-c207-476f-adb8-579adf835e40
282,San Bernardino,Needles,120051685.738281,65594.8817845209,790e51fa-851d-4bfc-972e-af957a2be57f
283,Nevada,Nevada City,10164505.3710938,26120.7803190496,2d534d36-2c89-4846-adf2-782bcbe22521
284,Alameda,Newark,57958722.8203125,38337.6994856263,b58983fe-0a2d-4b91-aaba-7e14d7e49ab2
285,Stanislaus,Newman,9151114.15625,23302.3138792738,3d9cbbc4-a0e8-4824-bd31-23223da0e89f
286,Orange,Newport Beach,96841480.0390625,74625.3428956202,78e7dcd6-0aca-4b8e-bcad-0f5884ea35df
287,Riverside,Norco,52726840.3984375,44775.1228194936,6f1c0b00-2715-4f6c-919b-75866e69996e
288,Los Angeles,Norwalk,36808130.2851563,33681.1472121842,d738943c-2fd0-4f6e-9b55-b8dc8e19eaf3
289,Marin,Novato,116161736.878906,114776.014026665,2f0783f9-faf5-481d-8688-5196ba4ce8fa
290,Stanislaus,Oakdale,25993337.3203125,44432.5248425741,ecda4497-08bb-4300-9509-ffdd7d6b13ab
291,Alameda,Oakland,234498887.753906,151709.030330658,f7168a0b-fcec-44bd-a043-a2719477a688
292,Contra Costa,Oakley,67623872.40625,48766.394827593,e5bb06b8-1528-4e53-bbb9-d9bc39bf5a9d
293,San Diego,Oceanside,156306446.886719,88470.8786148173,9e423d4b-3359-444b-b4bb-010c5bc2933a
294,Ventura,Ojai,16674611.1640625,27349.5567964179,6518a0c2-bc77-45e0-89d8-1e9158d0da4e
295,San Bernardino,Ontario,188782789.339844,65548.4801123092,3c71896c-447f-4065-80b5-899d61ad858f
296,Orange,Orange,97108748.2734375,125491.478696717,7e0caf2e-0218-4af9-b419-31ef4b4edfe0
297,Fresno,Orange Cove,7307082.8203125,17047.998553581,0799045d-05c2-4dc9-9cb9-621cab63d944
298,Contra Costa,Orinda,53560363.1835938,48145.8364134262,e553e63e-3c81-4afc-8748-dd3c7c3b956d
299,Glenn,Orland,13208664.6601563,26207.6976093362,e9ec2da1-2708-4692-8218-035249863b9d
300,Butte,Oroville,60863715.7890625,92788.2091153017,c7dc2e70-691d-4a12-84eb-ed15cf4b28dd
301,Ventura,Oxnard,103342465.460938,119737.081398653,ed3eb1de-6489-4499-93db-74b5e6d57615
302,Monterey,Pacific Grove,11568089.078125,24160.3206710167,fe1c9c1d-0235-46fb-80e1-5fa05b8725c6
303,San Mateo,Pacifica,51327798.7148438,50244.9730161096,dfbd888c-00f3-46d9-ba96-20057d45e27a
304,Riverside,Palm Desert,101242338.933594,75849.3998820899,6a59185f-5261-4131-a53a-27797b5be067
305,Riverside,Palm Springs,355393408.011719,176668.781196456,81826d6e-9d1d-41f6-ad1d-a1604ed38468
306,Los Angeles,Palmdale,407166454.390625,252670.916212207,7f3a659a-c896-4a8b-9a02-c5508f15e3c7
307,Santa Clara,Palo Alto,99492988.1367188,116664.57201978,be227d57-337d-46da-9422-3f3972d53121
308,Los Angeles,Palos Verdes Estates,17963838.265625,26368.0304596918,e6d45a70-a087-45d0-8522-54806611a88d
309,Butte,Paradise,79149910.4101563,41387.3558466656,523f4a00-d109-445d-800f-d1f03c6318ca
310,Los Angeles,Paramount,18182373.1953125,24979.9724426193,e58b6525-3ba2-4056-88a1-a0b151b20a0c
311,Fresno,Parlier,9710166.62109375,27290.2361682818,71baa17b-7a01-417a-ac81-7b279a290e6f
312,Los Angeles,Pasadena,87596897.8554688,104400.601221918,b86ee059-977f-4784-8203-fb670852945b
313,San Luis Obispo,Paso Robles,78443161.2539063,78994.6132069921,bfa879ff-fe62-4530-82fd-c7d8454f086d
314,Stanislaus,Patterson,32954916,47779.2368168945,abf505de-3bbe-4139-bfb4-8baa9b0f6e78
315,Riverside,Perris,119259946.980469,85799.1294523827,4c88752a-ae1b-444a-ae9d-1817ba47404a
316,Sonoma,Petaluma,61200535.1953125,67127.9002831159,819adba8-2bdd-4f62-a1a4-f520cafb7639
317,Los Angeles,Pico Rivera,33631078.1953125,35140.8539442078,a7f09faa-e3e2-4026-9c06-67d176d9c559
318,Alameda,Piedmont,7100715.34375,11464.9088245272,119a429a-ea28-4d59-8c15-d3783f4cee40
319,Contra Costa,Pinole,21390538.734375,34441.4231522048,4a8b6b08-24d8-4949-ab20-38f74cf774b5
320,San Luis Obispo,Pismo Beach,13553479.7851563,40020.2736968292,3c268928-da36-44e3-8b4a-febf8ea41d1b
321,Contra Costa,Pittsburg,69615666.515625,71485.9225400739,b5092a10-a09e-422a-8155-4f8e2df0d1a7
322,Orange,Placentia,25003669.2734375,45557.7866030387,275f7bec-9e28-4581-870b-08d4a6f891e5
323,El Dorado,Placerville,24882613.7382813,56039.5180042872,b614eb58-28a0-4324-b7bd-ecc9542f4326
324,Contra Costa,Pleasant Hill,29528939.7851563,41249.6220295386,b8041a97-2fd4-4dc4-a845-d7b9cd79ede0
325,Alameda,Pleasanton,100556714.109375,99485.8340601922,14f304e3-1bf5-455a-acb7-c5e03b230322
326,Amador,Plymouth,11255453.5117188,30750.0065844473,4a3bfdba-00c2-4e8d-82da-e42e758d9267
327,Mendocino,Point Arena,5781766.42578125,16546.5057353191,3d2155db-d7d5-437c-a22a-853b07f596aa
328,Los Angeles,Pomona,86949260.7773438,60093.8122298215,b5a13b13-4dda-45b7-9cde-2c5b732431e7
329,Ventura,Port Hueneme,17128019.2734375,19385.6585029836,549c5d90-7b49-4800-a0f5-e4d8a47b13b0
330,Tulare,Porterville,73626040.7109375,134964.502539811,e924c1d7-3726-492e-8a77-a137229e6659
331,Plumas,Portola,23881760.7929688,39375.5940114379,2ad4150a-e8a0-46df-9d5e-610c0804e78e
332,San Mateo,Portola Valley,37166255.75,32986.6997186911,93cddbe4-66e9-4bb5-b379-762033dc757a
333,San Diego,Poway,144426724.417969,77232.8926234222,6549de9f-d074-4913-9abb-98cdbb88786e
334,Sacramento,Rancho Cordova,147780490.039063,83234.2105554315,74d7d295-ed1b-4f33-87f7-4587a8bc64ac
335,San Bernardino,Rancho Cucamonga,176217915.417969,64993.5666783682,9a299e85-25e2-4980-a430-50d425658975
336,Riverside,Rancho Mirage,96272904.8007813,63952.2573689934,a9ca616d-738a-488c-987d-bcd5b4ecb251
337,Los Angeles,Rancho Palos Verdes,50715804.9101563,75838.3720458158,02f23da0-c4f7-4c10-ad51-9d2a833866d5
338,Orange,Rancho Santa Margarita,48612722.8554688,53484.8247992307,1610242d-5113-46d8-8db5-bf3e58f5bd6c
339,Tehama,Red Bluff,34586653.71875,72739.7786162157,f3e0c01a-3dab-47bc-ac8c-3a5bfb5ca3ac
340,Shasta,Redding,273653778.5625,200002.486364008,5edbca40-34c0-41e6-b12d-325de5565389
341,San Bernardino,Redlands,137182930.191406,111481.867114611,efb2a5e6-8e02-4c10-ab0d-8d76b5d9b05a
342,Los Angeles,Redondo Beach,23634839.2226563,34898.51272754,711dfdd8-fc25-45c7-a6b3-f716838c4ce4
343,San Mateo,Redwood City,89617439.0625,93611.4612668091,5660f3a5-5a62-48ad-82b5-931b039387dd
344,Fresno,Reedley,22607950.4804688,43003.7486545284,ef91d62f-8dad-4162-8b26-61a93fe4d486
345,San Bernardino,Rialto,91390403.578125,98745.6370998239,96975d0b-4c06-420c-806d-77b8c0f70e14
346,Contra Costa,Richmond,126675636.636719,176965.464693012,45f0f280-5d3a-4a3a-84f9-7cb4d419e15e
347,Kern,Ridgecrest,84540228.5273438,69285.6735449347,48eedf70-70d7-4925-b8b7-6103ee5dc7a1
