Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A17007B_001,SE_A17007B_002,SE_A17007B_003,SE_A17007B_004,SE_A17007B_005,SE_A17007B_006,SE_A17007B_007,SE_A17007B_008,SE_A17007B_009,SE_A17007B_010,SE_A17007B_011,SE_A17007B_012,SE_A17007B_013,SE_A17007B_014,SE_A14006_001,SE_A17007A_001,SE_A17007A_002,SE_A17007A_003,SE_A17007A_004,SE_A17007A_005,SE_A17007A_006,SE_A17007A_007,SE_A17007A_008,SE_A17007A_009,SE_A17007A_010,SE_A17007A_011,SE_A17007A_012,SE_A17007A_013,SE_A17007A_014,SE_A00002_001,SE_A00002_002,SE_A00002_003
"060710051001","15000US060710051001","Block Group 1, Census Tract 51, San Bernardino County, California","Block Group 1, Census Tract 51, San Bernardino County, California","ca","150","00","ACSSF","0026248",,,,,"06","071",,,,"005100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,43,175,0,0,0,0,72,87,107,0,0,12,0,71861,425,33,30,0,74,0,0,0,79,14,0,12,57,126,1850,2876.029,0.643248154045501
"060710051002","15000US060710051002","Block Group 2, Census Tract 51, San Bernardino County, California","Block Group 2, Census Tract 51, San Bernardino County, California","ca","150","00","ACSSF","0026249",,,,,"06","071",,,,"005100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,11,26,72,0,0,0,0,0,23,0,0,0,0,52194,180,0,16,0,41,0,0,50,0,60,0,0,0,13,821,2683.299,0.305966668571437
"060710051003","15000US060710051003","Block Group 3, Census Tract 51, San Bernardino County, California","Block Group 3, Census Tract 51, San Bernardino County, California","ca","150","00","ACSSF","0026250",,,,,"06","071",,,,"005100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,88,22,44,0,15,9,0,35,140,0,0,0,0,98623,208,0,0,0,0,0,9,0,58,0,0,67,0,74,1061,7579.54,0.139982115747254
"060710051004","15000US060710051004","Block Group 4, Census Tract 51, San Bernardino County, California","Block Group 4, Census Tract 51, San Bernardino County, California","ca","150","00","ACSSF","0026251",,,,,"06","071",,,,"005100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,15,89,32,0,64,0,16,6,99,0,0,56,18,59350,355,38,0,0,0,0,96,0,9,29,0,115,7,61,1761,12468.14,0.141240036633374
"060710051005","15000US060710051005","Block Group 5, Census Tract 51, San Bernardino County, California","Block Group 5, Census Tract 51, San Bernardino County, California","ca","150","00","ACSSF","0026252",,,,,"06","071",,,,"005100","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,0,83,32,0,13,0,0,49,48,0,0,0,0,42949,291,39,33,0,60,0,15,33,13,41,0,29,28,0,1187,3109.157,0.381775514017826
"060710051006","15000US060710051006","Block Group 6, Census Tract 51, San Bernardino County, California","Block Group 6, Census Tract 51, San Bernardino County, California","ca","150","00","ACSSF","0026253",,,,,"06","071",,,,"005100","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,0,13,34,30,0,11,45,18,12,0,0,0,26,27404,123,0,47,0,0,0,0,0,0,0,0,40,36,0,950,4353.814,0.218199466561235
"060710051007","15000US060710051007","Block Group 7, Census Tract 51, San Bernardino County, California","Block Group 7, Census Tract 51, San Bernardino County, California","ca","150","00","ACSSF","0026254",,,,,"06","071",,,,"005100","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,12,10,13,0,15,0,0,0,63,47,0,0,0,32750,220,0,13,0,0,0,0,0,15,70,0,26,59,37,1005,9088.598,0.110578118508657
"060710052001","15000US060710052001","Block Group 1, Census Tract 52, San Bernardino County, California","Block Group 1, Census Tract 52, San Bernardino County, California","ca","150","00","ACSSF","0026255",,,,,"06","071",,,,"005200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,7,18,0,8,26,29,0,38,90,0,0,19,0,27000,190,9,24,0,0,3,0,0,17,10,0,27,36,64,1015,5678.081,0.178757584977228
"060710052002","15000US060710052002","Block Group 2, Census Tract 52, San Bernardino County, California","Block Group 2, Census Tract 52, San Bernardino County, California","ca","150","00","ACSSF","0026256",,,,,"06","071",,,,"005200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,0,66,0,0,15,0,11,0,57,0,0,0,0,49250,299,24,15,0,0,14,0,0,0,18,12,68,53,95,1568,4708.043,0.33304710292094
"060710052003","15000US060710052003","Block Group 3, Census Tract 52, San Bernardino County, California","Block Group 3, Census Tract 52, San Bernardino County, California","ca","150","00","ACSSF","0026257",,,,,"06","071",,,,"005200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,15,26,0,0,0,0,6,10,39,0,0,0,1,55650,90,0,25,11,0,0,0,0,16,12,0,16,10,0,357,2777.555,0.128530325237028
"060710052004","15000US060710052004","Block Group 4, Census Tract 52, San Bernardino County, California","Block Group 4, Census Tract 52, San Bernardino County, California","ca","150","00","ACSSF","0026258",,,,,"06","071",,,,"005200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,19,35,7,0,0,0,4,7,37,0,12,0,0,85313,156,0,79,0,0,9,0,0,19,0,0,21,17,11,806,6497.501,0.124047678985385
"060710053001","15000US060710053001","Block Group 1, Census Tract 53, San Bernardino County, California","Block Group 1, Census Tract 53, San Bernardino County, California","ca","150","00","ACSSF","0026259",,,,,"06","071",,,,"005300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,7,19,65,0,0,53,46,5,0,0,0,0,0,39375,380,40,6,0,31,0,20,6,30,93,6,27,26,95,1692,10375.5,0.163076431242152
"060710053002","15000US060710053002","Block Group 2, Census Tract 53, San Bernardino County, California","Block Group 2, Census Tract 53, San Bernardino County, California","ca","150","00","ACSSF","0026260",,,,,"06","071",,,,"005300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,31,6,0,0,20,24,6,6,30,0,0,0,25,24018,198,3,0,0,36,0,60,0,0,34,0,8,40,17,971,8447.211,0.114949181231728
"060710053003","15000US060710053003","Block Group 3, Census Tract 53, San Bernardino County, California","Block Group 3, Census Tract 53, San Bernardino County, California","ca","150","00","ACSSF","0026261",,,,,"06","071",,,,"005300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,6,0,0,0,0,0,38,21,34,5,0,0,0,36736,220,12,45,0,0,0,26,0,0,29,0,42,25,41,1004,8801.879,0.114066551659699
"060710053004","15000US060710053004","Block Group 4, Census Tract 53, San Bernardino County, California","Block Group 4, Census Tract 53, San Bernardino County, California","ca","150","00","ACSSF","0026262",,,,,"06","071",,,,"005300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,0,19,0,0,0,86,37,111,75,0,0,0,0,42679,180,13,11,0,5,11,31,20,7,24,0,24,0,34,1404,8705.654,0.161274492391471
"060710053005","15000US060710053005","Block Group 5, Census Tract 53, San Bernardino County, California","Block Group 5, Census Tract 53, San Bernardino County, California","ca","150","00","ACSSF","0026263",,,,,"06","071",,,,"005300","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,30,0,0,0,17,8,8,5,0,0,0,20,33882,134,0,32,0,0,0,0,15,20,6,0,16,22,23,612,5264.658,0.116246870641872
"060710054001","15000US060710054001","Block Group 1, Census Tract 54, San Bernardino County, California","Block Group 1, Census Tract 54, San Bernardino County, California","ca","150","00","ACSSF","0026264",,,,,"06","071",,,,"005400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,0,43,26,0,35,0,45,37,18,0,0,0,25,29094,283,14,26,0,0,25,12,0,8,13,2,107,27,49,1790,8661.585,0.206659644755111
"060710054002","15000US060710054002","Block Group 2, Census Tract 54, San Bernardino County, California","Block Group 2, Census Tract 54, San Bernardino County, California","ca","150","00","ACSSF","0026265",,,,,"06","071",,,,"005400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,0,25,12,0,0,17,19,19,38,0,6,0,0,29241,233,0,0,0,13,0,0,0,62,27,0,67,50,14,1424,8050.815,0.176876495180673
"060710054003","15000US060710054003","Block Group 3, Census Tract 54, San Bernardino County, California","Block Group 3, Census Tract 54, San Bernardino County, California","ca","150","00","ACSSF","0026266",,,,,"06","071",,,,"005400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,26,0,0,0,0,2,25,47,63,0,0,17,0,34219,371,8,7,5,65,17,22,0,0,61,20,63,27,76,1885,9752.571,0.193282362698206
"060710054004","15000US060710054004","Block Group 4, Census Tract 54, San Bernardino County, California","Block Group 4, Census Tract 54, San Bernardino County, California","ca","150","00","ACSSF","0026267",,,,,"06","071",,,,"005400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,23,41,38,19,0,19,37,0,50,0,0,22,0,30202,371,22,37,0,22,0,22,12,81,28,0,80,25,42,1944,15892.21,0.122324118876226
"060710055001","15000US060710055001","Block Group 1, Census Tract 55, San Bernardino County, California","Block Group 1, Census Tract 55, San Bernardino County, California","ca","150","00","ACSSF","0026268",,,,,"06","071",,,,"005500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,21,0,30,41,44,13,63,54,89,25,0,46,12,25865,509,0,28,0,0,14,72,37,11,25,39,142,81,60,2983,16122.16,0.185024795481678
"060710055002","15000US060710055002","Block Group 2, Census Tract 55, San Bernardino County, California","Block Group 2, Census Tract 55, San Bernardino County, California","ca","150","00","ACSSF","0026269",,,,,"06","071",,,,"005500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,0,29,0,0,23,17,12,15,86,0,0,0,27,14688,260,0,18,0,0,26,37,0,0,16,18,77,23,45,1706,11718.16,0.14558600271507
"060710055003","15000US060710055003","Block Group 3, Census Tract 55, San Bernardino County, California","Block Group 3, Census Tract 55, San Bernardino County, California","ca","150","00","ACSSF","0026270",,,,,"06","071",,,,"005500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,0,0,0,19,0,49,18,0,0,0,0,0,13681,112,18,0,0,0,0,29,0,29,0,0,7,15,14,1903,16530.38,0.115121382801774
"060710055004","15000US060710055004","Block Group 4, Census Tract 55, San Bernardino County, California","Block Group 4, Census Tract 55, San Bernardino County, California","ca","150","00","ACSSF","0026271",,,,,"06","071",,,,"005500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,29,0,0,4,0,2,19,0,0,0,0,0,14326,265,15,24,0,72,29,0,3,0,31,0,30,61,0,1289,9483.605,0.135918776457652
"060710055005","15000US060710055005","Block Group 5, Census Tract 55, San Bernardino County, California","Block Group 5, Census Tract 55, San Bernardino County, California","ca","150","00","ACSSF","0026272",,,,,"06","071",,,,"005500","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0,0,0,0,0,0,0,11,36,24,0,32,0,15341,192,0,0,0,0,0,40,0,17,0,0,86,0,49,913,9231.18,0.0989039331456362
"060710056001","15000US060710056001","Block Group 1, Census Tract 56, San Bernardino County, California","Block Group 1, Census Tract 56, San Bernardino County, California","ca","150","00","ACSSF","0026273",,,,,"06","071",,,,"005600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,22,9,0,0,23,25,33,23,30,0,0,14,5,18194,210,0,0,0,51,24,30,0,0,0,0,30,54,21,1034,7010.504,0.14749296135735
"060710056002","15000US060710056002","Block Group 2, Census Tract 56, San Bernardino County, California","Block Group 2, Census Tract 56, San Bernardino County, California","ca","150","00","ACSSF","0026274",,,,,"06","071",,,,"005600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,0,0,0,8,31,10,10,22,0,0,0,0,12500,94,0,21,0,21,28,0,0,8,0,0,0,0,16,1038,5465.854,0.189906285280086
"060710056003","15000US060710056003","Block Group 3, Census Tract 56, San Bernardino County, California","Block Group 3, Census Tract 56, San Bernardino County, California","ca","150","00","ACSSF","0026275",,,,,"06","071",,,,"005600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,0,14,0,0,39,0,10,35,13,51,0,4,0,24009,367,0,30,33,0,18,0,7,12,0,55,125,45,42,1672,12625.32,0.132432273817485
"060710056004","15000US060710056004","Block Group 4, Census Tract 56, San Bernardino County, California","Block Group 4, Census Tract 56, San Bernardino County, California","ca","150","00","ACSSF","0026276",,,,,"06","071",,,,"005600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,18,27,0,0,28,28,31,0,5,0,0,0,8,19717,310,0,0,0,0,15,15,0,7,10,14,44,66,139,1640,11765.69,0.139388290602119
"060710056005","15000US060710056005","Block Group 5, Census Tract 56, San Bernardino County, California","Block Group 5, Census Tract 56, San Bernardino County, California","ca","150","00","ACSSF","0026277",,,,,"06","071",,,,"005600","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,0,10,0,0,0,0,56,0,44,0,0,0,34,17407,102,8,0,0,0,0,18,0,0,0,0,39,22,15,1350,13686.64,0.0986363643383676
"060710057011","15000US060710057011","Block Group 1, Census Tract 57.01, San Bernardino County, California","Block Group 1, Census Tract 57.01, San Bernardino County, California","ca","150","00","ACSSF","0026278",,,,,"06","071",,,,"005701","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,17,0,0,0,0,13,0,0,0,0,0,0,11250,61,0,6,0,0,0,0,13,4,0,5,7,0,26,860,3031.328,0.283704017161469
"060710057012","15000US060710057012","Block Group 2, Census Tract 57.01, San Bernardino County, California","Block Group 2, Census Tract 57.01, San Bernardino County, California","ca","150","00","ACSSF","0026279",,,,,"06","071",,,,"005701","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,0,8,9,0,0,11,28,0,40,0,0,10,10,18239,213,22,7,0,0,30,4,4,0,16,14,13,48,55,1212,1142.106,1.06119758083821
"060710058001","15000US060710058001","Block Group 1, Census Tract 58, San Bernardino County, California","Block Group 1, Census Tract 58, San Bernardino County, California","ca","150","00","ACSSF","0026280",,,,,"06","071",,,,"005800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,0,43,18,0,28,0,11,45,0,0,0,0,0,22065,146,0,9,0,0,0,0,0,0,39,0,25,33,40,1511,4944.811,0.305572844352947
"060710058002","15000US060710058002","Block Group 2, Census Tract 58, San Bernardino County, California","Block Group 2, Census Tract 58, San Bernardino County, California","ca","150","00","ACSSF","0026281",,,,,"06","071",,,,"005800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,24,0,0,0,0,0,15,18,0,0,0,6,25,18162,194,0,0,0,0,16,0,0,30,0,15,57,6,70,851,6035.317,0.141003356000105
"060710058003","15000US060710058003","Block Group 3, Census Tract 58, San Bernardino County, California","Block Group 3, Census Tract 58, San Bernardino County, California","ca","150","00","ACSSF","0026282",,,,,"06","071",,,,"005800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,15,17,0,0,0,0,0,37,14,0,0,0,8,11988,112,12,7,0,0,0,0,0,0,33,0,1,0,59,911,5034.329,0.180957595170325
"060710061001","15000US060710061001","Block Group 1, Census Tract 61, San Bernardino County, California","Block Group 1, Census Tract 61, San Bernardino County, California","ca","150","00","ACSSF","0026283",,,,,"06","071",,,,"006100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,29,0,0,15,0,13,7,15,0,0,0,0,100417,129,71,0,0,0,15,0,0,15,0,0,0,14,14,376,1927.685,0.195052641170538
"060710061002","15000US060710061002","Block Group 2, Census Tract 61, San Bernardino County, California","Block Group 2, Census Tract 61, San Bernardino County, California","ca","150","00","ACSSF","0026284",,,,,"06","071",,,,"006100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,63,50,0,0,31,0,0,30,45,0,0,0,0,61574,364,0,30,0,0,29,0,0,54,60,0,64,86,41,1354,8544.233,0.158469460090163
"060710061003","15000US060710061003","Block Group 3, Census Tract 61, San Bernardino County, California","Block Group 3, Census Tract 61, San Bernardino County, California","ca","150","00","ACSSF","0026285",,,,,"06","071",,,,"006100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,0,16,37,0,0,0,43,23,236,0,0,54,0,64625,501,0,18,16,0,0,20,39,53,64,0,53,151,87,1896,10137.38,0.187030596280755
"060710061004","15000US060710061004","Block Group 4, Census Tract 61, San Bernardino County, California","Block Group 4, Census Tract 61, San Bernardino County, California","ca","150","00","ACSSF","0026286",,,,,"06","071",,,,"006100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,0,9,0,48,9,48,70,32,84,0,0,0,0,27359,335,72,0,0,0,50,79,0,104,0,0,0,0,30,1573,11179.15,0.140708373938412
"060710061005","15000US060710061005","Block Group 5, Census Tract 61, San Bernardino County, California","Block Group 5, Census Tract 61, San Bernardino County, California","ca","150","00","ACSSF","0026287",,,,,"06","071",,,,"006100","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,0,10,19,0,0,0,56,0,76,0,0,25,22,70350,368,14,0,0,64,33,3,0,46,52,0,58,98,0,1749,11542.24,0.151530431801228
"060710061006","15000US060710061006","Block Group 6, Census Tract 61, San Bernardino County, California","Block Group 6, Census Tract 61, San Bernardino County, California","ca","150","00","ACSSF","0026288",,,,,"06","071",,,,"006100","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,97,66,0,7,0,90,47,0,88,0,0,37,0,51219,396,0,46,0,0,49,121,0,0,22,0,158,0,0,2199,10607.61,0.20730404928517
"060710061007","15000US060710061007","Block Group 7, Census Tract 61, San Bernardino County, California","Block Group 7, Census Tract 61, San Bernardino County, California","ca","150","00","ACSSF","0026289",,,,,"06","071",,,,"006100","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,48,45,0,0,0,0,0,25,0,0,0,0,0,44375,195,9,32,12,0,21,0,9,17,0,0,0,0,95,541,832.0651,0.650189498947485
"060710062011","15000US060710062011","Block Group 1, Census Tract 62.01, San Bernardino County, California","Block Group 1, Census Tract 62.01, San Bernardino County, California","ca","150","00","ACSSF","0026290",,,,,"06","071",,,,"006201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,88,19,54,0,0,8,0,0,15,0,0,0,0,50592,255,15,45,0,0,0,0,49,3,13,0,32,98,0,1597,10384.53,0.1537864268097
"060710062012","15000US060710062012","Block Group 2, Census Tract 62.01, San Bernardino County, California","Block Group 2, Census Tract 62.01, San Bernardino County, California","ca","150","00","ACSSF","0026291",,,,,"06","071",,,,"006201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,0,15,0,0,0,0,0,0,120,0,0,0,0,51155,238,0,34,4,0,0,23,23,0,0,0,68,0,86,809,4853.625,0.166679536739166
"060710062013","15000US060710062013","Block Group 3, Census Tract 62.01, San Bernardino County, California","Block Group 3, Census Tract 62.01, San Bernardino County, California","ca","150","00","ACSSF","0026292",,,,,"06","071",,,,"006201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,22,101,16,0,59,0,33,19,51,0,0,0,0,49300,332,2,78,0,8,0,12,17,21,30,0,93,13,58,1293,4472.755,0.289083578765616
"060710062031","15000US060710062031","Block Group 1, Census Tract 62.03, San Bernardino County, California","Block Group 1, Census Tract 62.03, San Bernardino County, California","ca","150","00","ACSSF","0026293",,,,,"06","071",,,,"006203","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,50,18,23,0,45,9,26,32,34,0,0,0,50,32917,314,11,11,10,0,0,23,28,20,50,0,59,0,102,2100,7159.607,0.293312169786115
"060710062032","15000US060710062032","Block Group 2, Census Tract 62.03, San Bernardino County, California","Block Group 2, Census Tract 62.03, San Bernardino County, California","ca","150","00","ACSSF","0026294",,,,,"06","071",,,,"006203","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,0,24,0,0,67,0,56,29,38,0,12,12,11,17949,331,51,19,9,0,64,39,0,33,28,0,69,19,0,2353,11395.26,0.20648937369594
"060710062041","15000US060710062041","Block Group 1, Census Tract 62.04, San Bernardino County, California","Block Group 1, Census Tract 62.04, San Bernardino County, California","ca","150","00","ACSSF","0026295",,,,,"06","071",,,,"006204","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,86,47,0,0,2,76,56,28,57,0,0,8,0,29762,294,20,34,10,15,32,34,0,12,66,0,63,0,8,1798,7228.842,0.24872586282253
"060710062042","15000US060710062042","Block Group 2, Census Tract 62.04, San Bernardino County, California","Block Group 2, Census Tract 62.04, San Bernardino County, California","ca","150","00","ACSSF","0026296",,,,,"06","071",,,,"006204","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,7,4,15,0,48,0,43,27,53,0,0,0,42,20353,349,37,6,0,0,0,9,0,46,35,0,97,36,83,2555,13627,0.187495463299444
"060710063011","15000US060710063011","Block Group 1, Census Tract 63.01, San Bernardino County, California","Block Group 1, Census Tract 63.01, San Bernardino County, California","ca","150","00","ACSSF","0026297",,,,,"06","071",,,,"006301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,25,14,0,0,20,8,15,25,16,0,0,0,0,35556,142,0,0,0,0,0,0,13,15,8,0,33,58,15,1688,6092.034,0.277083137064728
"060710063012","15000US060710063012","Block Group 2, Census Tract 63.01, San Bernardino County, California","Block Group 2, Census Tract 63.01, San Bernardino County, California","ca","150","00","ACSSF","0026298",,,,,"06","071",,,,"006301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,7,32,0,0,37,9,0,11,30,0,0,0,33,26364,270,4,0,8,21,34,27,0,7,0,0,50,93,26,1368,12784.99,0.107000495755193
"060710063013","15000US060710063013","Block Group 3, Census Tract 63.01, San Bernardino County, California","Block Group 3, Census Tract 63.01, San Bernardino County, California","ca","150","00","ACSSF","0026299",,,,,"06","071",,,,"006301","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,29,20,8,0,8,21,10,48,27,0,0,12,0,22666,234,7,0,0,9,0,38,22,10,18,0,70,0,60,1600,8092.322,0.197718290586675
"060710063014","15000US060710063014","Block Group 4, Census Tract 63.01, San Bernardino County, California","Block Group 4, Census Tract 63.01, San Bernardino County, California","ca","150","00","ACSSF","0026300",,,,,"06","071",,,,"006301","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,0,12,18,13,8,0,22,23,49,0,0,0,0,38199,170,53,0,0,0,0,7,0,0,34,34,8,0,34,1268,2907.028,0.436184260313175
"060710063021","15000US060710063021","Block Group 1, Census Tract 63.02, San Bernardino County, California","Block Group 1, Census Tract 63.02, San Bernardino County, California","ca","150","00","ACSSF","0026301",,,,,"06","071",,,,"006302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,31,101,22,35,32,0,44,23,48,0,0,70,0,45729,414,0,14,0,52,31,0,0,57,51,0,87,29,93,2008,7146.699,0.280968869353835
"060710063022","15000US060710063022","Block Group 2, Census Tract 63.02, San Bernardino County, California","Block Group 2, Census Tract 63.02, San Bernardino County, California","ca","150","00","ACSSF","0026302",,,,,"06","071",,,,"006302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,26,41,0,0,0,0,84,27,49,0,0,0,0,33977,261,0,0,0,37,21,22,0,0,27,13,72,0,69,1291,5668.081,0.227766692355331
"060710063023","15000US060710063023","Block Group 3, Census Tract 63.02, San Bernardino County, California","Block Group 3, Census Tract 63.02, San Bernardino County, California","ca","150","00","ACSSF","0026303",,,,,"06","071",,,,"006302","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,85,11,52,0,0,41,0,72,66,0,0,0,0,15978,318,18,0,0,0,0,66,16,16,11,0,0,58,133,2036,9549.225,0.213211026460354
"060710063024","15000US060710063024","Block Group 4, Census Tract 63.02, San Bernardino County, California","Block Group 4, Census Tract 63.02, San Bernardino County, California","ca","150","00","ACSSF","0026304",,,,,"06","071",,,,"006302","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,12,78,0,0,39,26,48,31,125,0,0,13,62,30764,266,93,0,0,0,0,65,17,0,30,0,0,14,47,1930,10071.38,0.191632162002295
"060710063025","15000US060710063025","Block Group 5, Census Tract 63.02, San Bernardino County, California","Block Group 5, Census Tract 63.02, San Bernardino County, California","ca","150","00","ACSSF","0026305",,,,,"06","071",,,,"006302","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,0,33,0,0,0,0,0,36,30,0,0,0,22,52841,266,0,67,0,33,0,0,0,0,0,0,22,81,63,1493,16909.52,0.0882934592747148
"060710064011","15000US060710064011","Block Group 1, Census Tract 64.01, San Bernardino County, California","Block Group 1, Census Tract 64.01, San Bernardino County, California","ca","150","00","ACSSF","0026306",,,,,"06","071",,,,"006401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,4,9,0,4,0,13,6,0,0,0,20,5,11377,44,0,9,0,0,7,4,0,3,0,3,0,9,9,875,13139.68,0.0665922004271834
"060710064012","15000US060710064012","Block Group 2, Census Tract 64.01, San Bernardino County, California","Block Group 2, Census Tract 64.01, San Bernardino County, California","ca","150","00","ACSSF","0026307",,,,,"06","071",,,,"006401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,42,9,2,0,12,16,27,53,52,0,0,55,7,28100,511,35,3,0,0,21,87,0,63,44,5,100,123,30,2408,3367.929,0.714979374421812
"060710064021","15000US060710064021","Block Group 1, Census Tract 64.02, San Bernardino County, California","Block Group 1, Census Tract 64.02, San Bernardino County, California","ca","150","00","ACSSF","0026308",,,,,"06","071",,,,"006402","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,0,10,32,0,24,20,53,40,72,0,0,34,73,25083,387,0,11,0,0,32,57,0,51,46,15,73,19,83,2647,6951.793,0.380765084625875
"060710064022","15000US060710064022","Block Group 2, Census Tract 64.02, San Bernardino County, California","Block Group 2, Census Tract 64.02, San Bernardino County, California","ca","150","00","ACSSF","0026309",,,,,"06","071",,,,"006402","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,16,23,14,0,34,45,0,14,69,0,0,9,27,37043,360,14,0,0,22,13,13,15,0,49,10,61,134,29,1976,5197.969,0.380148479452414
