Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A17007B_001,SE_A17007B_002,SE_A17007B_003,SE_A17007B_004,SE_A17007B_005,SE_A17007B_006,SE_A17007B_007,SE_A17007B_008,SE_A17007B_009,SE_A17007B_010,SE_A17007B_011,SE_A17007B_012,SE_A17007B_013,SE_A17007B_014,SE_A14006_001,SE_A17007A_001,SE_A17007A_002,SE_A17007A_003,SE_A17007A_004,SE_A17007A_005,SE_A17007A_006,SE_A17007A_007,SE_A17007A_008,SE_A17007A_009,SE_A17007A_010,SE_A17007A_011,SE_A17007A_012,SE_A17007A_013,SE_A17007A_014,SE_A00002_001,SE_A00002_002,SE_A00002_003
"060710023013","15000US060710023013","Block Group 3, Census Tract 23.01, San Bernardino County, California","Block Group 3, Census Tract 23.01, San Bernardino County, California","ca","150","00","ACSSF","0026017",,,,,"06","071",,,,"002301","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,70,73,50,0,46,40,29,61,98,0,0,0,13,76071,549,64,124,0,27,0,27,0,42,29,0,73,11,152,2779,7020.499,0.395840830150564
"060710023014","15000US060710023014","Block Group 4, Census Tract 23.01, San Bernardino County, California","Block Group 4, Census Tract 23.01, San Bernardino County, California","ca","150","00","ACSSF","0026018",,,,,"06","071",,,,"002301","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,0,276,0,0,21,0,42,39,63,0,0,70,0,60345,175,39,10,0,0,14,48,0,0,0,0,0,15,49,1623,6349.851,0.255596551026491
"060710023041","15000US060710023041","Block Group 1, Census Tract 23.04, San Bernardino County, California","Block Group 1, Census Tract 23.04, San Bernardino County, California","ca","150","00","ACSSF","0026019",,,,,"06","071",,,,"002304","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,206,368,66,20,0,0,40,150,143,0,0,26,30,99673,1212,266,67,0,199,21,0,18,120,114,0,243,84,80,4216,7057.188,0.597405084502322
"060710023042","15000US060710023042","Block Group 2, Census Tract 23.04, San Bernardino County, California","Block Group 2, Census Tract 23.04, San Bernardino County, California","ca","150","00","ACSSF","0026020",,,,,"06","071",,,,"002304","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932,293,539,53,120,106,0,18,335,412,0,0,36,20,93379,2679,428,655,76,175,149,0,17,385,175,0,289,178,152,10428,3908.009,2.66836680324388
"060710023043","15000US060710023043","Block Group 3, Census Tract 23.04, San Bernardino County, California","Block Group 3, Census Tract 23.04, San Bernardino County, California","ca","150","00","ACSSF","0026021",,,,,"06","071",,,,"002304","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,236,317,45,41,88,0,59,78,587,0,7,0,99,107685,1252,195,304,0,88,0,0,28,169,167,0,62,92,147,5055,9636.174,0.524585828196887
"060710023051","15000US060710023051","Block Group 1, Census Tract 23.05, San Bernardino County, California","Block Group 1, Census Tract 23.05, San Bernardino County, California","ca","150","00","ACSSF","0026022",,,,,"06","071",,,,"002305","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,27,340,39,33,15,18,0,93,257,0,0,131,12,100042,1455,427,171,0,76,35,38,0,93,105,0,225,96,189,5150,4019.406,1.28128392872863
"060710023052","15000US060710023052","Block Group 2, Census Tract 23.05, San Bernardino County, California","Block Group 2, Census Tract 23.05, San Bernardino County, California","ca","150","00","ACSSF","0026023",,,,,"06","071",,,,"002305","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,207,25,17,0,17,0,8,30,97,0,0,0,0,91216,370,59,129,38,13,18,0,0,7,39,0,53,14,0,1745,9975.807,0.174923204277394
"060710023053","15000US060710023053","Block Group 3, Census Tract 23.05, San Bernardino County, California","Block Group 3, Census Tract 23.05, San Bernardino County, California","ca","150","00","ACSSF","0026024",,,,,"06","071",,,,"002305","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,0,11,0,0,10,33,0,19,0,0,0,0,29362,87,12,15,0,0,0,18,0,13,0,0,0,0,29,881,2582.028,0.341204669674145
"060710023054","15000US060710023054","Block Group 4, Census Tract 23.05, San Bernardino County, California","Block Group 4, Census Tract 23.05, San Bernardino County, California","ca","150","00","ACSSF","0026025",,,,,"06","071",,,,"002305","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798,115,121,19,0,13,21,105,201,191,0,0,0,12,73629,607,70,70,98,21,52,0,0,37,0,0,80,96,83,2680,10308.53,0.259978810712637
"060710023061","15000US060710023061","Block Group 1, Census Tract 23.06, San Bernardino County, California","Block Group 1, Census Tract 23.06, San Bernardino County, California","ca","150","00","ACSSF","0026026",,,,,"06","071",,,,"002306","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,14,59,0,0,0,0,1,45,36,0,0,0,0,45250,221,6,0,0,0,0,22,0,26,13,0,34,81,39,1275,750.7234,1.69836192291238
"060710023062","15000US060710023062","Block Group 2, Census Tract 23.06, San Bernardino County, California","Block Group 2, Census Tract 23.06, San Bernardino County, California","ca","150","00","ACSSF","0026027",,,,,"06","071",,,,"002306","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,31,106,2,0,121,14,54,105,232,0,0,41,89,83684,646,53,89,0,37,7,0,0,78,24,0,161,50,147,3101,11973.36,0.258991547451185
"060710023071","15000US060710023071","Block Group 1, Census Tract 23.07, San Bernardino County, California","Block Group 1, Census Tract 23.07, San Bernardino County, California","ca","150","00","ACSSF","0026028",,,,,"06","071",,,,"002307","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,54,74,16,0,25,0,30,50,117,0,0,0,0,57200,387,0,0,0,24,0,11,0,87,20,0,55,67,123,2287,9057.73,0.252491517335215
"060710023072","15000US060710023072","Block Group 2, Census Tract 23.07, San Bernardino County, California","Block Group 2, Census Tract 23.07, San Bernardino County, California","ca","150","00","ACSSF","0026029",,,,,"06","071",,,,"002307","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,70,51,12,12,0,0,19,146,193,0,0,28,26,69671,831,62,23,0,25,0,134,31,71,52,0,148,58,227,3087,8110.182,0.380632651579853
"060710024011","15000US060710024011","Block Group 1, Census Tract 24.01, San Bernardino County, California","Block Group 1, Census Tract 24.01, San Bernardino County, California","ca","150","00","ACSSF","0026030",,,,,"06","071",,,,"002401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,15,19,0,0,0,43,15,0,79,0,31,22,0,37464,366,34,7,0,7,0,46,12,10,28,0,101,61,60,1984,7886.912,0.251555991765213
"060710024012","15000US060710024012","Block Group 2, Census Tract 24.01, San Bernardino County, California","Block Group 2, Census Tract 24.01, San Bernardino County, California","ca","150","00","ACSSF","0026031",,,,,"06","071",,,,"002401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,32,34,0,27,0,33,58,25,34,0,0,43,39,68250,470,8,12,0,45,0,0,0,32,94,0,112,15,152,1731,6912.886,0.250401932364165
"060710024013","15000US060710024013","Block Group 3, Census Tract 24.01, San Bernardino County, California","Block Group 3, Census Tract 24.01, San Bernardino County, California","ca","150","00","ACSSF","0026032",,,,,"06","071",,,,"002401","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,6,59,0,0,22,0,0,15,57,60,0,0,12,63333,395,0,7,0,0,0,0,0,0,30,12,60,144,142,1366,2680.444,0.50961703297467
"060710024014","15000US060710024014","Block Group 4, Census Tract 24.01, San Bernardino County, California","Block Group 4, Census Tract 24.01, San Bernardino County, California","ca","150","00","ACSSF","0026033",,,,,"06","071",,,,"002401","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,0,12,0,0,52,35,91,15,9,0,0,63,65,64125,411,13,0,0,0,23,62,0,19,60,0,57,46,131,1888,7320.02,0.257922816630811
"060710024015","15000US060710024015","Block Group 5, Census Tract 24.01, San Bernardino County, California","Block Group 5, Census Tract 24.01, San Bernardino County, California","ca","150","00","ACSSF","0026034",,,,,"06","071",,,,"002401","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,23,16,0,0,0,38,25,73,148,0,0,93,53,50625,694,0,16,0,0,8,67,28,66,42,0,92,215,160,2917,11614.85,0.251144020744498
"060710024021","15000US060710024021","Block Group 1, Census Tract 24.02, San Bernardino County, California","Block Group 1, Census Tract 24.02, San Bernardino County, California","ca","150","00","ACSSF","0026035",,,,,"06","071",,,,"002402","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,0,25,34,0,6,0,60,111,72,0,0,108,11,33988,585,0,0,0,8,33,16,5,0,20,18,132,157,196,3094,3346.685,0.924496947476204
"060710024022","15000US060710024022","Block Group 2, Census Tract 24.02, San Bernardino County, California","Block Group 2, Census Tract 24.02, San Bernardino County, California","ca","150","00","ACSSF","0026036",,,,,"06","071",,,,"002402","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,20,27,24,0,10,0,24,46,46,8,4,8,16,40357,407,0,0,1,0,7,36,7,20,14,0,152,61,109,2154,7590.054,0.283792434559542
"060710024023","15000US060710024023","Block Group 3, Census Tract 24.02, San Bernardino County, California","Block Group 3, Census Tract 24.02, San Bernardino County, California","ca","150","00","ACSSF","0026037",,,,,"06","071",,,,"002402","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0,38,0,0,0,18,0,20,13,0,0,29,6,54236,275,0,27,0,0,0,24,0,14,0,17,35,93,65,1276,8890.51,0.143523830998445
"060710024024","15000US060710024024","Block Group 4, Census Tract 24.02, San Bernardino County, California","Block Group 4, Census Tract 24.02, San Bernardino County, California","ca","150","00","ACSSF","0026038",,,,,"06","071",,,,"002402","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,66,9,0,27,48,6,12,21,105,3,0,11,23,41616,325,41,0,0,0,25,47,0,42,17,0,27,46,80,2047,13178.98,0.155323113466163
"060710025011","15000US060710025011","Block Group 1, Census Tract 25.01, San Bernardino County, California","Block Group 1, Census Tract 25.01, San Bernardino County, California","ca","150","00","ACSSF","0026039",,,,,"06","071",,,,"002501","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,21,22,11,0,22,8,53,20,130,0,0,42,12,65741,411,51,21,0,0,9,78,0,21,55,10,41,33,92,1344,5243.949,0.256295395963225
"060710025012","15000US060710025012","Block Group 2, Census Tract 25.01, San Bernardino County, California","Block Group 2, Census Tract 25.01, San Bernardino County, California","ca","150","00","ACSSF","0026040",,,,,"06","071",,,,"002501","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,22,55,21,0,7,18,27,104,235,0,0,50,35,58472,386,0,11,0,0,35,0,0,61,33,0,74,82,90,2094,8366.115,0.250295368163868
"060710025013","15000US060710025013","Block Group 3, Census Tract 25.01, San Bernardino County, California","Block Group 3, Census Tract 25.01, San Bernardino County, California","ca","150","00","ACSSF","0026041",,,,,"06","071",,,,"002501","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,0,0,23,40,47,8,42,19,38,0,13,0,8,40577,354,0,0,0,0,26,45,0,33,13,0,47,57,133,1277,1629.563,0.783645715733046
"060710025014","15000US060710025014","Block Group 4, Census Tract 25.01, San Bernardino County, California","Block Group 4, Census Tract 25.01, San Bernardino County, California","ca","150","00","ACSSF","0026042",,,,,"06","071",,,,"002501","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,0,13,0,0,0,18,27,19,43,0,0,10,0,55642,388,10,21,29,0,35,14,0,63,37,0,33,48,98,1358,5441.581,0.249559843520511
"060710025021","15000US060710025021","Block Group 1, Census Tract 25.02, San Bernardino County, California","Block Group 1, Census Tract 25.02, San Bernardino County, California","ca","150","00","ACSSF","0026043",,,,,"06","071",,,,"002502","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,44,99,19,0,40,0,31,19,91,0,0,6,20,69500,587,45,21,0,0,15,21,0,8,55,0,162,80,180,2610,10339.32,0.252434374213317
"060710025022","15000US060710025022","Block Group 2, Census Tract 25.02, San Bernardino County, California","Block Group 2, Census Tract 25.02, San Bernardino County, California","ca","150","00","ACSSF","0026044",,,,,"06","071",,,,"002502","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,5,36,20,0,6,37,43,74,115,0,18,22,16,65074,609,34,0,8,0,21,13,77,43,37,0,82,210,84,2376,9506.231,0.249941312469401
"060710025023","15000US060710025023","Block Group 3, Census Tract 25.02, San Bernardino County, California","Block Group 3, Census Tract 25.02, San Bernardino County, California","ca","150","00","ACSSF","0026045",,,,,"06","071",,,,"002502","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,10,48,0,0,43,0,18,16,46,0,0,49,27,55439,505,19,23,0,20,0,64,0,28,31,0,142,79,99,2346,9386.247,0.249940154162876
"060710025024","15000US060710025024","Block Group 4, Census Tract 25.02, San Bernardino County, California","Block Group 4, Census Tract 25.02, San Bernardino County, California","ca","150","00","ACSSF","0026046",,,,,"06","071",,,,"002502","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,0,21,23,0,20,0,28,50,61,0,0,19,61,54850,293,8,12,0,37,5,0,23,0,8,0,66,28,106,1418,5691.373,0.24914903080632
"060710026011","15000US060710026011","Block Group 1, Census Tract 26.01, San Bernardino County, California","Block Group 1, Census Tract 26.01, San Bernardino County, California","ca","150","00","ACSSF","0026047",,,,,"06","071",,,,"002601","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,17,76,59,0,18,90,0,0,30,0,0,15,14,53372,761,38,5,0,0,24,7,0,59,35,0,214,88,291,2912,704.0491,4.13607514783852
"060710026012","15000US060710026012","Block Group 2, Census Tract 26.01, San Bernardino County, California","Block Group 2, Census Tract 26.01, San Bernardino County, California","ca","150","00","ACSSF","0026048",,,,,"06","071",,,,"002601","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456,201,230,40,12,103,28,0,294,446,0,0,39,63,85796,1890,201,157,31,65,95,38,22,160,234,0,134,246,507,8213,1978.901,4.15028332177601
"060710026021","15000US060710026021","Block Group 1, Census Tract 26.02, San Bernardino County, California","Block Group 1, Census Tract 26.02, San Bernardino County, California","ca","150","00","ACSSF","0026049",,,,,"06","071",,,,"002602","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,43,157,0,0,28,0,0,7,99,0,0,24,0,79440,319,37,35,0,10,0,8,0,23,29,0,98,12,67,1790,6685.903,0.267727495262526
"060710026022","15000US060710026022","Block Group 2, Census Tract 26.02, San Bernardino County, California","Block Group 2, Census Tract 26.02, San Bernardino County, California","ca","150","00","ACSSF","0026050",,,,,"06","071",,,,"002602","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,4,62,0,0,0,11,13,0,76,0,0,17,20,61667,284,29,24,10,0,0,0,22,40,8,0,14,36,101,1284,8507.448,0.150926567999543
"060710026023","15000US060710026023","Block Group 3, Census Tract 26.02, San Bernardino County, California","Block Group 3, Census Tract 26.02, San Bernardino County, California","ca","150","00","ACSSF","0026051",,,,,"06","071",,,,"002602","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,10,66,46,0,0,0,27,154,132,0,0,31,42,49909,694,33,27,0,38,5,28,0,62,69,0,98,151,183,2946,14852.65,0.198348409336259
"060710026024","15000US060710026024","Block Group 4, Census Tract 26.02, San Bernardino County, California","Block Group 4, Census Tract 26.02, San Bernardino County, California","ca","150","00","ACSSF","0026052",,,,,"06","071",,,,"002602","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,20,23,10,8,0,0,37,60,48,0,9,23,11,61389,333,11,30,0,0,17,0,0,19,31,0,88,30,107,1350,8438.418,0.159982594513951
"060710026041","15000US060710026041","Block Group 1, Census Tract 26.04, San Bernardino County, California","Block Group 1, Census Tract 26.04, San Bernardino County, California","ca","150","00","ACSSF","0026053",,,,,"06","071",,,,"002604","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,53,7,19,12,31,36,24,16,125,0,0,0,4,71522,330,0,0,0,0,0,0,0,12,103,0,42,81,92,1676,13980.91,0.119877775495485
"060710026042","15000US060710026042","Block Group 2, Census Tract 26.04, San Bernardino County, California","Block Group 2, Census Tract 26.04, San Bernardino County, California","ca","150","00","ACSSF","0026054",,,,,"06","071",,,,"002604","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,9,11,0,0,8,10,29,22,70,0,0,51,9,52500,319,0,25,22,0,20,36,0,26,25,0,14,106,45,1424,11029.66,0.129106389682114
"060710026043","15000US060710026043","Block Group 3, Census Tract 26.04, San Bernardino County, California","Block Group 3, Census Tract 26.04, San Bernardino County, California","ca","150","00","ACSSF","0026055",,,,,"06","071",,,,"002604","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,26,5,0,3,14,0,0,0,39,0,25,0,0,69861,255,0,31,11,25,0,30,0,0,88,0,37,33,0,724,8725.002,0.0829799211424918
"060710026044","15000US060710026044","Block Group 4, Census Tract 26.04, San Bernardino County, California","Block Group 4, Census Tract 26.04, San Bernardino County, California","ca","150","00","ACSSF","0026056",,,,,"06","071",,,,"002604","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,0,8,0,0,0,7,19,32,82,0,0,68,10,55200,466,22,0,0,3,0,0,0,57,212,0,51,20,101,1711,19035.44,0.0898849724400267
"060710026061","15000US060710026061","Block Group 1, Census Tract 26.06, San Bernardino County, California","Block Group 1, Census Tract 26.06, San Bernardino County, California","ca","150","00","ACSSF","0026057",,,,,"06","071",,,,"002606","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,94,109,48,0,16,0,24,67,55,0,0,102,0,81250,495,45,39,0,11,22,0,0,93,114,0,95,43,33,2260,3171.741,0.71254229749327
"060710026062","15000US060710026062","Block Group 2, Census Tract 26.06, San Bernardino County, California","Block Group 2, Census Tract 26.06, San Bernardino County, California","ca","150","00","ACSSF","0026058",,,,,"06","071",,,,"002606","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,38,83,47,20,72,46,17,75,137,0,0,25,35,37405,694,63,8,0,22,40,70,0,38,66,0,119,40,228,3090,16617.52,0.185948351884256
"060710026063","15000US060710026063","Block Group 3, Census Tract 26.06, San Bernardino County, California","Block Group 3, Census Tract 26.06, San Bernardino County, California","ca","150","00","ACSSF","0026059",,,,,"06","071",,,,"002606","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,93,79,0,0,0,0,36,7,133,0,0,0,0,75510,636,16,110,0,0,14,0,9,52,51,21,116,73,174,2058,11867.85,0.173409683751431
"060710026071","15000US060710026071","Block Group 1, Census Tract 26.07, San Bernardino County, California","Block Group 1, Census Tract 26.07, San Bernardino County, California","ca","150","00","ACSSF","0026060",,,,,"06","071",,,,"002607","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,62,118,30,0,10,0,51,81,41,0,0,30,26,91724,780,33,120,0,81,140,28,0,68,203,0,43,8,56,2185,1542.808,1.41624864671188
"060710026072","15000US060710026072","Block Group 2, Census Tract 26.07, San Bernardino County, California","Block Group 2, Census Tract 26.07, San Bernardino County, California","ca","150","00","ACSSF","0026061",,,,,"06","071",,,,"002607","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,49,130,11,0,19,0,0,87,55,0,0,19,0,64516,450,55,0,0,8,31,24,0,98,50,0,112,63,9,1770,12209.67,0.14496708092856
"060710026073","15000US060710026073","Block Group 3, Census Tract 26.07, San Bernardino County, California","Block Group 3, Census Tract 26.07, San Bernardino County, California","ca","150","00","ACSSF","0026062",,,,,"06","071",,,,"002607","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,96,43,40,0,15,0,6,26,19,0,0,0,0,80052,273,0,24,6,27,0,0,0,26,64,0,32,47,47,1236,7886.384,0.156725822667904
"060710026074","15000US060710026074","Block Group 4, Census Tract 26.07, San Bernardino County, California","Block Group 4, Census Tract 26.07, San Bernardino County, California","ca","150","00","ACSSF","0026063",,,,,"06","071",,,,"002607","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,35,37,76,0,70,13,62,62,48,0,0,23,28,66477,502,21,10,0,0,0,0,0,46,36,0,94,83,212,2448,17828.79,0.137306041572393
"060710027031","15000US060710027031","Block Group 1, Census Tract 27.03, San Bernardino County, California","Block Group 1, Census Tract 27.03, San Bernardino County, California","ca","150","00","ACSSF","0026064",,,,,"06","071",,,,"002703","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,79,77,43,20,35,0,72,26,86,0,0,0,32,97983,681,44,76,0,101,0,22,29,47,0,0,148,72,142,2532,7708.995,0.328447467710275
"060710027032","15000US060710027032","Block Group 2, Census Tract 27.03, San Bernardino County, California","Block Group 2, Census Tract 27.03, San Bernardino County, California","ca","150","00","ACSSF","0026065",,,,,"06","071",,,,"002703","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,16,74,0,13,35,0,103,12,65,0,0,61,0,88815,378,72,25,0,63,0,0,0,8,112,0,37,61,0,1457,6961.896,0.209282050727648
"060710027033","15000US060710027033","Block Group 3, Census Tract 27.03, San Bernardino County, California","Block Group 3, Census Tract 27.03, San Bernardino County, California","ca","150","00","ACSSF","0026066",,,,,"06","071",,,,"002703","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,0,103,0,14,13,0,0,26,75,0,0,0,30,85906,541,114,34,0,47,0,25,0,51,37,0,99,88,46,1822,8411.705,0.216602934067648
"060710027041","15000US060710027041","Block Group 1, Census Tract 27.04, San Bernardino County, California","Block Group 1, Census Tract 27.04, San Bernardino County, California","ca","150","00","ACSSF","0026067",,,,,"06","071",,,,"002704","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,0,57,0,0,0,0,0,0,60,0,0,0,0,62311,381,19,114,16,0,0,18,16,14,46,0,12,13,113,1175,4856.814,0.241928147929643
"060710027042","15000US060710027042","Block Group 2, Census Tract 27.04, San Bernardino County, California","Block Group 2, Census Tract 27.04, San Bernardino County, California","ca","150","00","ACSSF","0026068",,,,,"06","071",,,,"002704","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709,265,666,0,31,47,66,119,117,284,0,39,63,12,108405,2024,431,389,0,83,16,33,0,204,124,0,362,161,221,7993,1381.461,5.78590171074152
"060710027043","15000US060710027043","Block Group 3, Census Tract 27.04, San Bernardino County, California","Block Group 3, Census Tract 27.04, San Bernardino County, California","ca","150","00","ACSSF","0026069",,,,,"06","071",,,,"002704","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,16,18,0,0,71,0,60,46,145,0,0,0,0,51250,159,0,12,0,47,0,0,0,0,0,0,62,13,25,1236,3665.749,0.337175307375942
"060710027051","15000US060710027051","Block Group 1, Census Tract 27.05, San Bernardino County, California","Block Group 1, Census Tract 27.05, San Bernardino County, California","ca","150","00","ACSSF","0026070",,,,,"06","071",,,,"002705","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,23,10,7,0,9,0,12,0,42,0,0,0,0,39643,158,16,31,0,0,0,0,0,0,28,0,76,7,0,843,3454.842,0.244005377631093
"060710027052","15000US060710027052","Block Group 2, Census Tract 27.05, San Bernardino County, California","Block Group 2, Census Tract 27.05, San Bernardino County, California","ca","150","00","ACSSF","0026071",,,,,"06","071",,,,"002705","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,2,139,35,0,34,16,41,26,127,0,0,17,16,92759,444,19,115,0,7,0,1,2,32,45,0,99,36,88,2055,5950.946,0.345323221574772
"060710027053","15000US060710027053","Block Group 3, Census Tract 27.05, San Bernardino County, California","Block Group 3, Census Tract 27.05, San Bernardino County, California","ca","150","00","ACSSF","0026072",,,,,"06","071",,,,"002705","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,25,38,0,0,0,31,15,24,32,0,24,13,5,62026,298,32,0,0,10,0,67,21,0,30,0,47,5,86,1437,5685.56,0.252745572566359
"060710027054","15000US060710027054","Block Group 4, Census Tract 27.05, San Bernardino County, California","Block Group 4, Census Tract 27.05, San Bernardino County, California","ca","150","00","ACSSF","0026073",,,,,"06","071",,,,"002705","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,33,84,6,0,0,0,20,28,57,0,0,0,0,86192,327,39,29,0,0,0,48,0,14,15,0,101,64,17,1142,4604.925,0.247995357507448
"060710027061","15000US060710027061","Block Group 1, Census Tract 27.06, San Bernardino County, California","Block Group 1, Census Tract 27.06, San Bernardino County, California","ca","150","00","ACSSF","0026074",,,,,"06","071",,,,"002706","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,123,276,17,0,9,0,9,122,75,0,0,0,12,110000,618,23,75,0,72,56,57,0,42,38,0,129,6,120,4325,272.2184,15.8879763149482
"060710027062","15000US060710027062","Block Group 2, Census Tract 27.06, San Bernardino County, California","Block Group 2, Census Tract 27.06, San Bernardino County, California","ca","150","00","ACSSF","0026075",,,,,"06","071",,,,"002706","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,65,85,8,0,55,0,25,0,187,0,0,53,43,67407,485,48,38,0,0,0,0,0,40,29,0,182,23,125,2074,6339.462,0.327157114241456
"060710027063","15000US060710027063","Block Group 3, Census Tract 27.06, San Bernardino County, California","Block Group 3, Census Tract 27.06, San Bernardino County, California","ca","150","00","ACSSF","0026076",,,,,"06","071",,,,"002706","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,50,145,21,27,0,0,0,33,179,0,0,0,15,86063,383,54,61,0,10,0,29,0,0,59,0,80,7,83,2277,6444.207,0.353340633238455
"060710028011","15000US060710028011","Block Group 1, Census Tract 28.01, San Bernardino County, California","Block Group 1, Census Tract 28.01, San Bernardino County, California","ca","150","00","ACSSF","0026077",,,,,"06","071",,,,"002801","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,36,23,0,0,0,27,56,81,169,0,0,38,0,65750,478,47,22,0,0,44,13,0,20,44,0,125,98,65,2529,9996.627,0.252985342017029
