,Acres,Year built,Building sq.ft.
4041,4,1991,110822
4042,4,1981,110804
4043,4,1979,110716
4044,4,2005,110640
4045,4,1998,110634
4046,4,1978,110614
4047,4,1984,110593
4048,4,1985,110593
4049,4,2015,110577
4050,4,1981,110536
4051,4,1950,110531
4052,4,1973,110517
4053,4,2003,110460
4054,4,1978,110414
4055,4,1977,110376
4056,4,1974,110357
4057,4,1973,110353
4058,4,1946,110348
4059,4,2021,110313
4060,4,1986,110297
4061,4,1999,110273
4062,4,1956,110245
4063,4,1991,110242
4064,4,1989,110214
4066,4,1978,110150
4067,4,1953,110146
4068,4,1978,110066
4069,4,2000,110051
4070,4,2002,110050
4071,4,2002,110043
4072,4,1989,109999
4073,4,1974,109994
4074,4,1983,109952
4075,4,1964,109929
4076,4,1971,109927
4077,4,1973,109925
4078,4,1988,109922
4079,4,1989,109898
4080,4,2002,109855
4081,4,1980,109813
4082,4,1991,109772
4083,4,1982,109770
4084,4,2005,109747
4085,4,1989,109745
4086,4,1990,109727
4087,4,1939,109715
4088,4,1973,109687
4089,4,1999,109664
4090,4,1985,109647
4091,4,2005,109638
4092,4,1969,109628
4093,4,1998,109588
4094,4,2013,109563
4095,4,1981,109507
4096,4,1965,109505
4097,4,1979,109500
4098,4,2000,109488
4099,4,2001,109459
4100,4,1972,109414
4101,4,1998,109391
4102,4,2018,109337
4103,4,1960,109298
4104,4,1998,109280
4105,4,1987,109257
4106,4,1990,109238
4107,4,1974,109226
4108,4,1999,109176
4110,4,1959,109150
4111,4,1974,109142
4112,4,2007,109100
4113,4,1979,109065
4114,4,1978,109033
4115,4,1985,108962
4116,4,1973,108926
4117,4,1971,108899
4118,4,2001,108872
4119,4,1959,108844
4120,4,1956,108714
4121,4,2016,108713
4122,4,2006,108690
4123,4,1969,108670
4124,4,1979,108662
4125,4,1935,108561
4126,4,2004,108544
4127,4,1924,108532
4128,4,1973,108523
4129,4,1979,108500
4131,4,2018,108436
4132,4,1979,108435
4133,4,1994,108426
4134,4,2017,108406
4135,4,1975,108343
4136,4,2005,108338
4137,4,1975,108224
4138,4,2003,108222
4139,4,1990,108210
4140,4,1989,108186
4141,4,1923,108156
4142,4,1970,108152
4143,4,2001,108056
4144,4,1975,108053
4145,4,1965,108052
4146,4,1947,108034
4147,4,1983,108030
4148,4,2003,108006
4149,4,1980,107977
4150,4,1985,107943
4151,4,2003,107884
4152,4,2001,107801
4153,4,1969,107786
4154,4,2003,107775
4155,4,2004,107771
4156,4,2004,107759
4157,4,1999,107740
4158,4,1987,107723
4159,4,1992,107699
4160,4,1987,107670
4161,4,1966,107603
4162,4,1981,107598
4163,4,2011,107550
4164,4,1987,107539
4165,4,1975,107479
4167,4,1971,107424
4168,4,2004,107396
4169,4,1947,107383
4170,4,2018,107311
4171,4,1989,107248
4172,4,2002,107183
4173,4,2003,107161
4175,4,1951,107074
4176,4,2015,107054
4177,4,1994,107039
4178,4,2005,107027
4179,4,1985,106980
4180,4,1964,106934
4181,4,1976,106898
4182,4,1960,106844
4183,4,1987,106828
4184,4,1965,106680
4185,4,1989,106638
4186,4,1989,106626
4187,4,1979,106607
4188,4,1952,106585
4189,4,2005,106564
4191,4,1987,106542
4192,4,2009,106532
4193,4,1992,106516
4194,4,1990,106515
4195,4,2017,106512
4196,4,1991,106484
4197,4,1998,106481
4198,4,1997,106444
4199,4,2014,106383
4200,4,2002,106342
4201,4,1997,106300
4202,4,1971,106222
4203,4,1973,106209
4205,4,1970,106170
4206,4,2018,106146
4207,4,2015,106097
4209,4,1989,106051
4210,4,1984,106048
4211,4,1957,106002
4212,4,1992,105973
4213,4,1995,105836
4214,4,1979,105684
4215,4,1976,105664
4216,4,1948,105560
4217,4,1980,105553
4218,4,1994,105534
4219,4,2000,105524
4220,4,2017,105502
4221,4,1997,105461
4223,4,1999,105395
4224,4,1985,105376
4225,4,1964,105343
4226,4,1960,105313
4227,4,2018,105311
4228,4,1995,105258
4229,4,2003,105220
4230,4,2018,105207
4231,4,1972,105203
4232,4,1989,105176
4233,4,1986,105128
4234,4,1951,105112
4235,4,2019,105004
4236,4,1956,104954
4237,4,1955,104925
4238,4,2008,104817
4239,4,2003,104814
4240,4,1999,104807
4241,4,1973,104768
4242,4,1985,104744
4243,4,2018,104736
4244,4,1998,104698
4245,4,1955,104645
4246,4,1979,104534
4247,4,2017,104532
4248,4,1987,104510
4249,4,1988,104496
4250,4,1997,104496
4251,4,2012,104427
4253,4,2005,104415
4254,4,1988,104402
4255,4,1983,104399
4256,4,1981,104398
4257,4,2002,104326
4258,4,1990,104304
4260,4,1991,104129
4261,4,1958,104124
4262,4,1930,104072
4263,4,1996,104056
4264,4,1989,104055
4265,4,1985,104023
4266,4,1967,104018
4267,4,2005,104003
4268,4,1985,103988
4269,4,2007,103961
4270,4,1972,103912
4271,4,1970,103884
4272,4,2003,103880
4273,4,1989,103878
4274,4,1973,103868
4275,4,1977,103859
4276,4,2002,103854
4277,4,1979,103833
4278,4,1984,103828
4279,4,1967,103789
4280,4,1968,103703
4281,4,2001,103663
4282,4,1974,103640
4283,4,2020,103586
4284,4,1980,103586
4285,4,1929,103580
4286,4,2019,103548
4287,4,1984,103545
4288,4,1988,103532
4289,4,2014,103523
4290,4,1984,103502
4291,4,2007,103480
4293,4,2005,103412
4294,4,2004,103398
4295,4,1955,103269
4296,4,1994,103222
4297,4,1983,103180
4298,4,1968,103118
4299,4,1960,103050
4300,4,1987,103044
4301,4,2006,102931
4302,4,2001,102918
4303,4,2005,102876
4304,4,2005,102850
4305,4,1965,102838
4306,4,1979,102829
4307,4,2000,102825
4308,4,2005,102810
4309,4,2001,102722
4310,4,1984,102673
4311,4,1957,102543
4312,4,1980,102516
4313,4,1958,102488
4314,4,2007,102486
4315,4,2017,102486
4316,4,1940,102480
4317,4,1957,102417
4318,4,2005,102414
4319,4,2000,102402
4320,4,2001,102322
4321,4,2008,102322
4322,4,1979,102304
4323,4,1984,102286
4324,4,2018,102279
4325,4,1999,102258
4326,4,1972,102252
4327,4,1997,102237
4328,4,1962,102226
4329,4,2004,102193
4330,4,1985,102187
4331,4,2003,102110
4332,4,1967,102098
4333,4,1984,102072
4334,4,2016,102054
4335,4,1981,102050
4336,4,1988,102047
4337,4,1991,102034
4338,4,2019,102006
4339,4,1968,101978
4340,4,2002,101976
4341,4,1993,101961
4342,4,1951,101945
4343,4,1970,101895
4344,4,1977,101884
4345,4,2006,101878
4346,4,1969,101842
4347,4,2011,101779
4348,4,1986,101772
4349,4,2002,101697
4350,4,1990,101694
4351,4,1996,101687
4352,4,1977,101686
4353,4,1990,101680
4354,4,1989,101668
4355,4,1973,101605
4356,4,1970,101590
4357,4,2004,101528
4358,4,2002,101454
4359,4,1980,101441
4360,4,1989,101356
4361,4,1984,101354
4362,4,2019,101342
4363,4,2002,101325
4364,4,2021,101314
4365,4,1997,101314
4366,4,1954,101292
4367,4,2007,101213
4368,4,1990,101168
4369,4,1981,101136
4370,4,2018,101132
4372,4,1962,101064
4373,4,1987,101037
4374,4,1980,101032
4375,4,1973,100977
4376,4,2018,100920
4377,4,1975,100872
4378,4,1986,100807
4379,4,1982,100806
4380,4,1998,100801
4381,4,2019,100738
4382,4,1985,100736
4383,4,2005,100719
4384,4,1991,100703
4385,4,2007,100701
4386,4,1981,100696
4387,4,2003,100657
4388,4,1974,100646
4389,4,2002,100626
4390,4,1999,100605
4391,4,1985,100479
4392,4,1951,100429
4393,4,1988,100407
4394,4,1963,100323
4395,4,1986,100301
4396,4,1986,100282
4397,4,2003,100277
4398,4,1992,100274
4399,4,1989,100254
4400,4,1998,100241
4401,4,1950,100203
4402,4,2016,100086
4403,4,2016,100062
4404,4,2001,100042
4406,4,1980,100025
4408,4,1972,99952
4409,4,2022,99945
4410,4,1968,99944
4411,4,1997,99926
4412,4,2019,99830
4413,4,2009,99828
4414,4,1984,99808
4415,4,1956,99783
4416,4,2021,99781
4417,4,2015,99774
4418,4,1970,99772
4419,4,1985,99765
4420,4,1991,99750
4421,4,2011,99721
4422,4,1963,99718
4423,4,2017,99619
4426,4,1990,99552
4427,4,1967,99474
4428,4,1960,99418
4429,4,1985,99412
4430,4,1982,99409
4431,4,2000,99389
4432,4,2006,99343
4433,4,2003,99325
4434,4,2002,99235
4435,4,1983,99223
4436,4,2010,99190
4437,4,2005,99179
4438,4,1973,99179
4439,4,1986,99156
4440,4,1989,99118
4441,4,2000,99108
4442,3,1986,99087
4443,3,1962,99042
4444,3,1977,99000
4445,3,1986,98996
4448,3,1974,98943
4449,3,2006,98926
4451,3,2001,98886
4452,3,2005,98827
4453,3,1966,98756
4454,3,1966,98744
4455,3,1975,98632
4456,3,2004,98601
4457,3,1971,98583
4458,3,2008,98517
4459,3,2000,98516
4460,3,1999,98512
4461,3,1990,98486
4462,3,1970,98392
4463,3,1977,98370
4464,3,2014,98356
4465,3,2006,98339
4466,3,1998,98339
4467,3,1990,98307
4468,3,1977,98298
4469,3,2015,98290
4471,3,2006,98180
4472,3,1983,98136
4473,3,1987,98124
4474,3,2017,98095
4475,3,1948,98023
4476,3,1971,98006
4477,3,1968,97957
4478,3,1979,97937
4479,3,1981,97937
4480,3,1953,97880
4481,3,2006,97878
4482,3,1980,97862
4483,3,1999,97820
4484,3,2001,97810
4485,3,2007,97771
4486,3,2007,97747
4487,3,2008,97737
4488,3,1988,97728
4489,3,1989,97725
4490,3,1988,97708
4491,3,1989,97704
4492,3,1989,97662
4493,3,1990,97642
4494,3,1999,97606
4495,3,2002,97578
4496,3,1977,97539
4497,3,2003,97537
4498,3,2006,97537
4499,3,1972,97519
4500,3,1986,97493
4501,3,1981,97447
4502,3,2005,97424
4503,3,1973,97421
4504,3,1969,97346
4506,3,1951,97119
4508,3,1964,96992
4509,3,2018,96992
4510,3,1979,96968
4511,3,1988,96963
4512,3,1982,96932
4513,3,1988,96919
4514,3,2000,96824
4516,3,1989,96804
4517,3,1967,96802
4518,3,2007,96794
4519,3,2001,96788
4520,3,2000,96782
4521,3,1977,96777
4522,3,2005,96744
4523,3,2002,96666
4524,3,1997,96650
4525,3,1977,96549
4526,3,1925,96467
4527,3,1990,96458
4528,3,1979,96454
4529,3,2017,96429
4530,3,1991,96406
4531,3,1950,96362
4532,3,1980,96354
4533,3,1978,96339
4534,3,1956,96293
4535,3,1996,96229
4536,3,1991,96208
4537,3,1959,96198
4538,3,1979,96175
4539,3,1989,96171
4540,3,1986,96169
4541,3,1981,96164
4542,3,1985,96138
4543,3,1971,96075
4544,3,1965,96023
4545,3,2006,95998
4546,3,1967,95998
4547,3,1980,95957
4548,3,1965,95950
4549,3,1998,95892
4550,3,2000,95855
4552,3,1990,95768
4553,3,1974,95762
4554,3,1985,95704
4555,3,1975,95690
4556,3,1985,95665
4558,3,1979,95605
4559,3,1960,95548
4560,3,1999,95502
4561,3,1980,95500
4563,3,1977,95453
4564,3,1979,95430
4565,3,1987,95428
4566,3,1992,95421
4567,3,1999,95384
4568,3,1979,95374
4569,3,1977,95371
4570,3,1981,95363
4571,3,1988,95336
4572,3,1968,95300
4573,3,2018,95250
4574,3,1989,95182
4575,3,1984,95121
4576,3,1981,95069
4577,3,1986,94791
4578,3,1978,94778
4579,3,1988,94774
4580,3,1971,94771
4582,3,2019,94644
4583,3,1962,94613
4584,3,2009,94604
4585,3,1973,94558
4586,3,1989,94554
4587,3,1980,94530
4588,3,1978,94456
4589,3,2021,94450
4590,3,1998,94428
4593,3,1983,94361
4594,3,2001,94354
4595,3,1952,94344
4596,3,1989,94343
4597,3,1990,94299
4598,3,2001,94265
4599,3,1977,94230
4600,3,2000,94139
4601,3,1988,94078
4602,3,2003,94052
4603,3,1971,94041
4604,3,1982,94032
4605,3,1978,93889
4606,3,2004,93866
4607,3,1984,93837
4608,3,2019,93770
4609,3,1978,93766
4610,3,1977,93734
4611,3,1999,93732
4612,3,1983,93729
4613,3,2005,93710
4614,3,1953,93585
4615,3,1959,93576
4616,3,2006,93483
4617,3,1999,93458
4618,3,1931,93433
4619,3,1987,93380
4620,3,1985,93360
4621,3,2018,93260
4622,3,2005,93243
4623,3,2002,93225
4624,3,1999,93210
4625,3,1979,93184
4626,3,1999,93176
4627,3,1983,93144
4628,3,1995,93108
4629,3,2007,93099
4630,3,2005,93081
4631,3,1989,93018
4632,3,1995,92934
4633,3,1983,92889
4634,3,2020,92704
4635,3,1968,92622
4636,3,1986,92600
4637,3,1987,92538
4638,3,1989,92534
4639,3,1985,92524
4640,3,1963,92523
4641,3,1960,92461
4642,3,2008,92442
4644,3,1997,92296
4645,3,1969,92277
4646,3,1969,92208
4647,3,2003,92201
4648,3,1993,92175
4649,3,1980,92158
4650,3,1999,92157
4651,3,1985,92134
4652,3,1974,92129
4653,3,1999,92103
4654,3,2000,92090
4655,3,2003,92084
4656,3,1972,92037
4657,3,1989,92014
4658,3,2004,91961
4660,3,1969,91870
4661,3,1969,91863
4662,3,1985,91842
4663,3,2001,91788
4664,3,2000,91775
4665,3,2002,91771
4666,3,2004,91763
4667,3,1989,91726
4668,3,1941,91725
4669,3,1992,91680
4671,3,2021,91631
4672,3,2020,91630
4673,3,1987,91598
4674,3,1989,91578
4675,3,1962,91575
4676,3,2004,91516
4677,3,2020,91500
4678,3,1940,91488
4679,3,1987,91463
4680,3,2020,91457
4681,3,2021,91423
4682,3,1959,91395
4683,3,2001,91364
4684,3,1982,91309
4685,3,1968,91292
4686,3,1966,91241
4687,3,1979,91233
4688,3,1977,91185
4689,3,2002,91175
4690,3,2001,91168
4691,3,2020,91158
4692,3,1977,91072
4693,3,2000,90972
4694,3,1994,90964
4695,3,1961,90956
4696,3,2004,90955
4697,3,2011,90905
4698,3,1986,90903
4699,3,1980,90903
4700,3,2002,90866
4701,3,1988,90816
4702,3,1956,90808
4703,3,2020,90801
4704,3,1992,90787
4705,3,1956,90758
4706,3,1992,90752
4707,3,1959,90735
4708,3,1970,90702
4709,3,2002,90694
4710,3,1980,90680
4711,3,1998,90659
4713,3,2002,90648
4714,3,1987,90636
4715,3,1955,90619
4716,3,1981,90467
4718,3,1978,90384
4719,3,1960,90350
4720,3,1978,90348
4721,3,1956,90340
4722,3,1984,90329
4723,3,1958,90298
4724,3,1996,90266
4725,3,1977,90247
4726,3,2006,90235
4727,3,1932,90156
4728,3,2001,90121
4729,3,1967,90106
4730,3,1976,90064
4731,3,1975,90013
4732,3,1972,89971
4733,3,2004,89908
4734,3,1988,89903
4735,3,1995,89902
4736,3,1967,89833
4737,3,2008,89830
4738,3,1969,89808
4739,3,1976,89792
4740,3,1950,89781
4741,3,2006,89763
4742,3,2001,89633
4743,3,2019,89624
4744,3,1988,89580
4745,3,1992,89580
4746,3,1955,89454
4747,3,1986,89393
4748,3,1979,89348
4749,3,2005,89252
4750,3,1983,89237
4751,3,1950,89229
4752,3,2004,89184
4753,3,1970,89137
4754,3,1991,89134
4755,3,1952,89096
4756,3,1974,89058
4757,3,1978,89051
4759,3,1978,89025
4761,3,2017,89003
4762,3,1970,88966
4763,3,1956,88926
4764,3,1984,88913
4765,3,1987,88895
4766,3,1984,88889
4767,3,1987,88882
4768,3,1963,88856
4769,3,2001,88822
4771,3,1978,88763
4772,3,1967,88760
4773,3,2018,88616
4774,3,2016,88602
4775,3,2021,88597
4776,3,1989,88555
4777,3,1976,88434
4778,3,1988,88419
4779,3,1925,88335
4780,3,1985,88305
4781,3,1988,88296
4782,3,1978,88289
4784,3,1971,88246
4786,3,1977,88144
4787,3,1990,88103
4788,3,1989,88102
4789,3,1990,88065
4790,3,1990,88058
4791,3,1977,88032
4792,3,1922,88026
4793,3,1971,87975
4794,3,1980,87944
4795,3,2000,87910
4797,3,1969,87868
4798,3,1954,87862
4799,3,1980,87862
4800,3,2000,87855
4801,3,1989,87695
4802,3,2000,87597
4803,3,1966,87595
4804,3,1939,87581
4805,3,1990,87551
4806,3,1989,87539
4808,3,1988,87421
4809,3,1998,87408
4810,3,2006,87400
4811,3,1990,87391
4812,3,1967,87365
4813,3,1978,87356
4814,3,1993,87312
4815,3,1986,87270
4816,3,1985,87234
4817,3,1990,87217
4818,3,1974,87192
4819,3,1954,87178
4820,3,2003,87152
4821,3,1984,87050
4822,3,1974,87042
4823,3,1974,87020
4824,3,1960,87003
4825,3,1973,86961
4826,3,1962,86875
4827,3,1971,86870
4828,3,2002,86866
4829,3,1972,86825
4830,3,1987,86772
4831,3,1965,86758
4832,3,1983,86711
4833,3,1982,86698
4834,3,2010,86675
4835,3,1988,86671
4836,3,1981,86656
4837,3,1988,86647
4838,3,1965,86612
4840,3,1979,86436
4841,3,2001,86357
4843,3,1954,86326
4844,3,2004,86289
4845,3,1968,86268
4846,3,1977,86267
4847,3,1982,86211
4848,3,1969,86192
4849,3,1993,86158
4850,3,1986,86131
4851,3,2019,86101
4853,3,1991,86062
4854,3,1992,86053
4855,3,1984,86037
4856,3,1957,86022
4857,3,2006,86004
4858,3,1963,85976
4859,3,1991,85976
4860,3,1977,85890
4861,3,1965,85864
4862,3,1952,85811
4863,3,2016,85796
4864,3,2019,85755
4865,3,1970,85704
4866,3,1985,85632
4867,3,1987,85620
4868,3,2000,85613
4869,3,2019,85543
4870,3,1965,85516
4871,3,1985,85512
4872,3,1979,85491
4873,3,1952,85442
4874,3,1937,85408
4875,3,1973,85335
4876,3,1983,85319
4877,3,2015,85289
4878,3,1966,85240
4879,3,1957,85231
4880,3,1987,85183
4881,3,1988,85173
4882,3,1970,85156
4883,3,1955,85146
4884,3,2002,85109
4885,3,1969,85109
4886,3,1960,85093
4887,3,1974,85050
4888,3,1966,85037
4889,3,1988,85017
4890,3,1980,85008
4891,3,1988,84989
4892,3,1980,84966
4893,3,1975,84960
4894,3,1967,84959
4895,3,2020,84948
4896,3,2002,84938
4897,3,1962,84898
4898,3,2013,84871
4900,3,1989,84850
4901,3,1959,84832
4902,3,2019,84815
4903,3,2002,84789
4904,3,1961,84741
4906,3,1985,84649
4907,3,1985,84596
4908,3,1998,84508
4909,3,1989,84477
4910,3,1989,84421
4911,3,1998,84405
4912,3,2000,84393
4913,3,2004,84339
4914,3,1964,84337
4915,3,1979,84316
4916,3,1966,84305
4917,3,1979,84292
4918,3,1999,84270
4919,3,1989,84267
4920,3,2013,84195
4921,3,1999,84191
4922,3,2021,84172
4923,3,1988,84145
4924,3,2000,84054
4925,3,1969,84015
4926,3,1964,83988
4927,3,2000,83950
4928,3,1983,83950
4929,3,1939,83945
4930,3,1980,83932
4932,3,1987,83788
4933,3,1981,83788
4934,3,1989,83776
4935,3,1980,83764
4936,3,2006,83669
4937,3,1955,83654
4938,3,1969,83607
4939,3,2003,83601
4940,3,1960,83592
4941,3,2002,83542
4942,3,1979,83497
4943,3,1990,83495
4944,3,1998,83486
4945,3,2000,83474
4946,3,1972,83463
4947,3,1941,83422
4948,3,1964,83420
4949,3,1981,83376
4950,3,1955,83368
4951,3,1965,83359
4952,3,1992,83246
4953,3,1999,83225
4954,3,1986,83223
4955,3,1977,83210
4956,3,1979,83135
4957,3,2009,83126
4958,3,2017,83115
4959,3,1981,83104
4960,3,1955,83084
4961,3,1977,83081
4962,3,2021,83058
4963,3,1991,83030
4964,3,2003,83012
4965,3,1984,83004
4966,3,2014,82973
4967,3,1961,82938
4968,3,1984,82935
4969,3,1994,82933
4970,3,1959,82932
4971,3,2003,82876
4972,3,1982,82874
4973,3,1997,82848
4974,3,1982,82820
4975,3,1992,82815
4976,3,2000,82792
4977,3,1978,82690
4978,3,2002,82669
4979,3,1993,82638
4980,3,1927,82635
4981,3,1974,82591
4982,3,1983,82584
4983,3,1998,82580
4984,3,1952,82561
4985,3,1989,82558
4986,3,2006,82526
4987,3,1990,82497
4988,3,1966,82494
4989,3,1948,82482
4990,3,1981,82389
4991,3,1967,82376
4992,3,1984,82366
4993,3,2016,82336
4994,3,1967,82302
4995,3,1987,82261
4996,3,1966,82195
4997,3,1956,82177
4998,3,1997,82175
4999,3,1973,82151
5000,3,2004,82066
5001,3,1980,82036
5002,3,1981,82003
5003,3,1980,81952
5004,3,1985,81951
5005,3,1969,81945
5006,3,1988,81906
5007,3,1947,81813
5008,3,1979,81759
5009,3,1988,81750
5010,3,1956,81644
5011,3,1998,81633
5012,3,2014,81629
5013,3,1987,81625
5014,3,1979,81622
5015,3,1989,81618
5016,3,1987,81551
5017,3,1956,81508
5018,3,1960,81490
5019,3,1961,81465
5020,3,1979,81463
5021,3,1996,81447
5022,3,2001,81406
5023,3,1992,81360
5024,3,2008,81312
5025,3,2005,81295
5026,3,2001,81248
5027,3,1973,81239
5028,3,2006,81165
5029,3,1986,81136
5030,3,2020,81090
5031,3,1941,81068
5032,3,1998,81051
5033,3,1999,81016
5034,3,1955,81015
5035,3,2005,80972
5036,3,1946,80953
5037,3,1964,80901
5038,3,2021,80879
5039,3,2002,80830
5040,3,1984,80816
5041,3,1980,80791
5042,3,1985,80743
5043,3,1989,80739
5044,3,2018,80737
5045,3,1959,80733
5046,3,1978,80726
5047,3,1987,80674
5048,3,1978,80664
5049,3,1957,80663
5050,3,1960,80621
5051,3,1994,80620
5052,3,1984,80532
5053,3,2007,80532
5054,3,1981,80442
5055,3,1987,80439
5056,3,2000,80431
5057,3,2018,80429
5058,3,1985,80429
5059,3,1989,80322
5060,3,1995,80292
5061,3,2006,80287
5062,3,1965,80271
5064,3,1979,80202
5065,3,1987,80186
5066,3,1964,80153
5067,3,1970,80131
5068,3,1985,80107
5069,3,1985,80081
5070,3,1985,80072
5071,3,2004,80071
5072,3,1984,80048
5073,3,1979,80048
5074,3,1976,80045
5076,3,1987,80042
5077,3,1989,80033
5078,3,1950,80012
5079,3,1985,79966
5080,3,2001,79962
5081,3,1985,79907
5082,3,1995,79893
5083,3,1962,79866
5084,3,1958,79856
5085,3,2015,79844
5086,3,1981,79843
5087,3,1987,79827
5088,3,1980,79825
5089,3,1987,79815
5090,3,1998,79767
5091,3,1942,79690
5092,3,1987,79676
5093,3,1990,79634
5094,3,1980,79585
5095,3,1977,79546
5096,3,1948,79528
5097,3,2009,79524
5098,3,1979,79521
5099,3,2003,79505
5100,3,2005,79500
5101,3,1986,79436
5102,3,2002,79417
5103,3,1986,79392
5104,3,1977,79369
5105,3,1995,79339
5106,3,1969,79325
5107,3,1973,79285
5108,3,1993,79265
5109,3,1972,79238
5111,3,1974,79221
5112,3,2001,79201
5113,3,1989,79197
5114,3,1986,79184
5115,3,1961,79175
5116,3,2010,79162
5117,3,2006,79157
5118,3,1987,79141
5119,3,1965,79083
5120,3,1977,79050
5121,3,2013,79047
5122,3,2008,79019
5123,3,2017,79017
5124,3,1989,78990
5125,3,1970,78913
5126,3,1976,78880
5127,3,1971,78846
5128,3,2000,78830
5129,3,1974,78826
5130,3,1982,78755
5131,3,1958,78739
5132,3,1978,78725
5133,3,1987,78705
5134,3,2014,78694
5135,3,2007,78690
5136,3,1959,78688
5138,3,1976,78615
5139,3,1986,78593
5140,3,1972,78586
5141,3,1989,78533
5142,3,2001,78477
5143,3,2002,78422
5144,3,1923,78392
5145,3,1998,78380
5146,3,1989,78346
5147,3,1989,78341
5148,3,1959,78309
5149,3,1961,78273
5150,3,1956,78204
5151,3,2007,78158
5152,3,1979,78152
5153,3,2008,78152
5154,3,1978,78135
5155,3,2008,78123
5156,3,1979,78100
5157,3,1987,78099
5158,3,1977,78098
5159,3,1987,78080
5160,3,1998,78062
5161,3,1985,78036
5162,3,1999,78034
5163,3,1970,78028
5164,3,1981,77987
5165,3,1978,77984
5166,3,2000,77905
5167,3,1986,77900
5168,3,1970,77878
5169,3,1990,77871
5170,3,2003,77862
5171,3,1963,77859
5173,3,1961,77777
5174,3,1954,77768
5176,3,1981,77734
5177,3,1978,77712
5178,3,1999,77698
5179,3,1969,77597
5181,3,2020,77584
5182,3,1991,77556
5183,3,1990,77552
5184,3,2002,77550
5185,3,1987,77531
5186,3,1968,77510
5187,3,1999,77502
5188,3,1973,77436
5189,3,1998,77360
5190,3,2000,77357
5191,3,1997,77277
5192,3,2006,77263
5193,3,1927,77248
5194,3,1961,77245
5195,3,1997,77194
5196,3,1969,77168
5197,3,1973,77162
5198,3,2006,77116
5199,3,1978,77034
5200,3,1973,77030
5201,3,1982,77002
5202,3,2013,76976
5203,3,1987,76933
5204,3,1978,76931
5205,3,1975,76890
5206,3,1974,76874
5207,3,1978,76872
5208,3,1993,76835
5209,3,1985,76824
5210,3,2001,76799
5211,3,1994,76768
5212,3,2002,76724
5213,3,2005,76721
5214,3,1990,76713
5215,3,1970,76645
5216,3,1954,76638
5217,3,1990,76605
5218,3,1978,76600
5219,3,2007,76491
5220,3,2009,76488
5221,3,1966,76478
5222,3,2007,76471
5223,3,2007,76446
5224,3,1998,76443
5225,3,1978,76443
5226,3,2000,76437
5227,3,2020,76433
5228,3,2001,76414
5229,3,1998,76414
5230,3,2014,76386
5231,3,1959,76378
5232,3,1957,76297
5233,3,2005,76293
5234,3,1973,76292
5235,3,1957,76226
5236,3,1990,76222
5237,3,1972,76192
5238,3,1953,76172
5239,3,1985,76155
5240,3,1978,76096
5241,3,1985,75999
5242,3,2004,75980
5243,3,2020,75964
5244,3,1960,75865
5245,3,1986,75830
5246,3,1978,75800
5247,3,1936,75789
5248,3,1937,75781
5249,3,2001,75779
5250,3,2021,75771
5251,3,1975,75770
5252,3,1999,75735
5254,3,1958,75596
5255,3,1990,75582
5256,3,2020,75544
5257,3,1976,75543
5258,3,1984,75492
5259,3,2004,75491
5260,3,2003,75449
5261,3,1966,75435
5262,3,1978,75433
5263,3,2008,75409
5264,3,1985,75400
5265,3,1983,75392
5266,3,2006,75302
5269,3,2017,75271
5270,3,1981,75251
5271,3,1969,75213
5272,3,1976,75198
5273,3,1997,75159
5274,3,1980,75148
5275,3,2003,75143
5276,3,1984,75122
5277,3,1989,75101
5278,3,1962,75054
5279,3,2002,75044
5280,3,1975,74997
5281,3,1985,74986
5282,3,1989,74956
5283,3,2009,74941
5284,3,1999,74903
5285,3,1979,74879
5286,3,1974,74871
5287,3,2001,74857
5288,3,2007,74842
5289,3,2004,74839
5290,3,2008,74829
5291,3,1987,74809
5292,3,1991,74780
5293,3,1985,74749
5294,3,2003,74702
5295,3,2018,74627
5296,3,1967,74599
5297,3,2007,74548
5298,3,1981,74546
5299,3,1945,74523
5300,3,1990,74516
5301,3,1928,74501
5302,3,2003,74476
5303,3,1994,74446
5304,3,1984,74363
5305,3,1987,74341
5306,3,1990,74327
5308,3,1970,74213
5309,3,1974,74194
5310,3,2008,74188
5312,3,1968,74123
5313,3,1946,74087
5314,3,2017,74039
5315,3,1999,74034
5316,3,1980,73981
5317,3,1979,73922
5318,3,1958,73916
5319,3,1992,73903
5320,3,1959,73851
5321,3,2008,73846
5322,3,1990,73809
5323,3,1997,73801
5324,3,1972,73793
5325,3,1958,73766
5326,3,1966,73719
5327,3,1978,73713
5328,3,1987,73711
5329,3,2000,73702
5330,3,1981,73702
5331,3,1958,73636
5332,3,2000,73613
5333,3,1998,73590
5334,3,2002,73587
5335,3,1961,73575
5336,3,1990,73558
5338,3,1985,73493
5339,3,1983,73486
5340,3,1980,73406
5341,3,1978,73385
5342,3,1987,73347
5343,3,1987,73325
5344,3,1996,73308
5345,3,1969,73307
5346,3,1998,73258
5347,3,2004,73216
5348,3,2017,73179
5349,3,1990,73140
5350,3,1991,73136
5351,3,1981,73131
5352,3,1974,73130
5353,3,1974,73129
5354,3,2008,73061
5355,3,2017,73057
5356,3,1988,73041
5357,3,1989,73039
5359,3,2002,73032
5360,3,2007,73024
5361,3,1957,73004
5362,3,1986,72824
5363,3,1988,72816
5364,3,2020,72806
5365,3,1982,72806
5366,3,1998,72805
5367,3,1987,72786
5368,3,2008,72775
5369,3,1998,72763
5370,3,1948,72745
5371,3,1981,72740
5372,3,2021,72730
5373,3,1980,72639
