Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14006_001,SE_A17007B_001,SE_A17007B_002,SE_A17007B_003,SE_A17007B_004,SE_A17007B_005,SE_A17007B_006,SE_A17007B_007,SE_A17007B_008,SE_A17007B_009,SE_A17007B_010,SE_A17007B_011,SE_A17007B_012,SE_A17007B_013,SE_A17007B_014,SE_A17007A_001,SE_A17007A_002,SE_A17007A_003,SE_A17007A_004,SE_A17007A_005,SE_A17007A_006,SE_A17007A_007,SE_A17007A_008,SE_A17007A_009,SE_A17007A_010,SE_A17007A_011,SE_A17007A_012,SE_A17007A_013,SE_A17007A_014,SE_A00002_001,SE_A00002_002,SE_A00002_003
"060710089013","15000US060710089013","Block Group 3","Block Group 3, Census Tract 89.01, San Bernardino County, California","ca","150","00","ACSSF","0026496",,,,,"06","071",,,,"008901","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53125,168,19,51,29,0,15,10,0,14,30,0,0,0,0,181,5,45,4,7,0,0,0,15,4,0,72,5,24,912,181.2201,5.03255381878217
"060710091071","15000US060710091071","Block Group 1","Block Group 1, Census Tract 91.07, San Bernardino County, California","ca","150","00","ACSSF","0026497",,,,,"06","071",,,,"009107","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77380,462,28,87,0,0,184,0,0,33,110,0,0,0,20,794,113,40,0,53,90,122,0,62,0,0,213,44,57,3291,266.9427,12.3284856918256
"060710091072","15000US060710091072","Block Group 2","Block Group 2, Census Tract 91.07, San Bernardino County, California","ca","150","00","ACSSF","0026498",,,,,"06","071",,,,"009107","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34743,304,0,141,0,28,30,0,0,56,49,0,0,0,0,254,35,120,0,0,28,0,0,0,0,0,18,0,53,1793,163.5507,10.9629635349662
"060710091073","15000US060710091073","Block Group 3","Block Group 3, Census Tract 91.07, San Bernardino County, California","ca","150","00","ACSSF","0026499",,,,,"06","071",,,,"009107","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37255,386,0,138,38,13,0,28,37,80,34,0,0,18,0,607,41,19,0,86,34,0,0,51,88,0,173,104,11,2577,292.0509,8.82380536126036
"060710091081","15000US060710091081","Block Group 1","Block Group 1, Census Tract 91.08, San Bernardino County, California","ca","150","00","ACSSF","0026500",,,,,"06","071",,,,"009108","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57281,328,48,112,0,0,0,0,26,22,0,22,47,26,25,480,22,32,0,89,0,69,0,0,101,0,27,65,75,1826,203.3043,8.98161072560954
"060710091082","15000US060710091082","Block Group 2","Block Group 2, Census Tract 91.08, San Bernardino County, California","ca","150","00","ACSSF","0026501",,,,,"06","071",,,,"009108","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52115,347,64,107,0,0,40,25,0,0,80,0,0,0,31,321,12,41,0,0,0,7,0,20,0,0,94,106,41,1654,184.4912,8.96519520553763
"060710091083","15000US060710091083","Block Group 3","Block Group 3, Census Tract 91.08, San Bernardino County, California","ca","150","00","ACSSF","0026502",,,,,"06","071",,,,"009108","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63833,521,32,74,0,0,97,15,51,124,117,0,11,0,0,623,41,27,0,49,0,0,0,10,10,0,275,13,198,4125,461.7202,8.93398270571138
"060710091091","15000US060710091091","Block Group 1","Block Group 1, Census Tract 91.09, San Bernardino County, California","ca","150","00","ACSSF","0026503",,,,,"06","071",,,,"009109","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52321,256,0,74,102,0,0,0,0,0,80,0,0,0,0,380,37,50,0,29,17,0,19,17,0,0,128,15,68,2489,565.797,4.39910416573359
"060710091092","15000US060710091092","Block Group 2","Block Group 2, Census Tract 91.09, San Bernardino County, California","ca","150","00","ACSSF","0026504",,,,,"06","071",,,,"009109","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58750,121,50,0,0,0,20,0,17,34,0,0,0,0,0,270,113,37,0,0,0,14,0,0,0,0,89,0,17,982,163.3872,6.0102633680156
"060710091093","15000US060710091093","Block Group 3","Block Group 3, Census Tract 91.09, San Bernardino County, California","ca","150","00","ACSSF","0026505",,,,,"06","071",,,,"009109","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103780,429,0,254,0,0,0,0,0,43,111,0,0,0,21,401,47,55,0,0,0,0,0,0,0,0,87,93,119,1675,272.8878,6.13805507979188
"060710091094","15000US060710091094","Block Group 4","Block Group 4, Census Tract 91.09, San Bernardino County, California","ca","150","00","ACSSF","0026506",,,,,"06","071",,,,"009109","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55142,335,28,148,17,0,9,41,0,16,60,0,0,0,16,312,48,19,0,20,0,40,0,11,0,0,59,59,56,1493,333.5149,4.47656205356936
"060710091101","15000US060710091101","Block Group 1","Block Group 1, Census Tract 91.10, San Bernardino County, California","ca","150","00","ACSSF","0026507",,,,,"06","071",,,,"009110","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66190,1820,176,353,196,0,136,86,107,420,237,0,0,18,91,1936,128,177,6,137,79,0,0,149,209,0,186,163,702,10688,2634.115,4.05753038238015
"060710091102","15000US060710091102","Block Group 2","Block Group 2, Census Tract 91.10, San Bernardino County, California","ca","150","00","ACSSF","0026508",,,,,"06","071",,,,"009110","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77397,976,150,360,8,40,57,20,22,74,62,0,0,82,101,1821,61,405,36,138,60,97,0,144,37,0,179,339,325,7381,873.9961,8.44511789243811
"060710091121","15000US060710091121","Block Group 1","Block Group 1, Census Tract 91.12, San Bernardino County, California","ca","150","00","ACSSF","0026509",,,,,"06","071",,,,"009112","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63635,1537,139,194,195,0,72,181,121,156,304,0,16,56,103,1887,148,40,39,93,83,59,18,168,212,0,178,200,649,9555,5058.239,1.88899716909885
"060710091141","15000US060710091141","Block Group 1","Block Group 1, Census Tract 91.14, San Bernardino County, California","ca","150","00","ACSSF","0026510",,,,,"06","071",,,,"009114","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61583,869,63,140,83,0,176,65,40,120,146,0,0,0,36,976,116,29,0,22,31,39,0,14,45,0,286,194,200,6083,1293.759,4.70180209329155
"060710091142","15000US060710091142","Block Group 2","Block Group 2, Census Tract 91.14, San Bernardino County, California","ca","150","00","ACSSF","0026511",,,,,"06","071",,,,"009114","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49025,733,16,162,51,80,0,52,13,117,148,13,0,29,52,703,24,32,9,51,0,40,0,35,15,0,134,123,240,4144,6581.269,0.629665851733676
"060710091161","15000US060710091161","Block Group 1","Block Group 1, Census Tract 91.16, San Bernardino County, California","ca","150","00","ACSSF","0026512",,,,,"06","071",,,,"009116","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22438,82,0,46,12,0,0,0,0,24,0,0,0,0,0,190,0,9,0,0,0,41,0,6,2,0,8,9,115,882,3509.334,0.251329735890668
"060710091162","15000US060710091162","Block Group 2","Block Group 2, Census Tract 91.16, San Bernardino County, California","ca","150","00","ACSSF","0026513",,,,,"06","071",,,,"009116","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25307,135,0,0,34,0,13,20,0,25,17,0,0,19,7,136,5,0,20,0,0,0,0,45,8,0,18,20,20,1260,1131.309,1.11375380889796
"060710091163","15000US060710091163","Block Group 3","Block Group 3, Census Tract 91.16, San Bernardino County, California","ca","150","00","ACSSF","0026514",,,,,"06","071",,,,"009116","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20577,267,18,5,43,0,8,0,0,38,42,8,0,0,105,298,0,28,14,0,7,46,21,37,38,0,15,46,46,2096,1816.384,1.15394125378187
"060710091164","15000US060710091164","Block Group 4","Block Group 4, Census Tract 91.16, San Bernardino County, California","ca","150","00","ACSSF","0026515",,,,,"06","071",,,,"009116","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48011,389,23,22,60,0,9,26,7,14,72,0,0,65,91,535,0,35,0,0,16,50,0,0,32,0,80,67,255,2462,463.63,5.31026939120953
"060710091171","15000US060710091171","Block Group 1","Block Group 1, Census Tract 91.17, San Bernardino County, California","ca","150","00","ACSSF","0026516",,,,,"06","071",,,,"009117","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43389,580,43,67,55,0,87,68,36,28,72,0,12,21,91,1034,56,53,12,39,63,19,0,14,70,0,412,128,168,7051,120.7993,58.3695430249098
"060710091172","15000US060710091172","Block Group 2","Block Group 2, Census Tract 91.17, San Bernardino County, California","ca","150","00","ACSSF","0026517",,,,,"06","071",,,,"009117","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26205,91,0,21,0,0,33,0,0,29,8,0,0,0,0,74,0,2,7,0,0,0,0,26,0,1,38,0,0,610,3.313555,184.092306219179
"060710091173","15000US060710091173","Block Group 3","Block Group 3, Census Tract 91.17, San Bernardino County, California","ca","150","00","ACSSF","0026518",,,,,"06","071",,,,"009117","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34118,171,34,0,29,10,21,3,17,19,0,0,0,38,0,117,0,11,0,0,0,0,0,0,0,0,0,41,65,1036,1672.501,0.619431441381196
"060710091181","15000US060710091181","Block Group 1","Block Group 1, Census Tract 91.18, San Bernardino County, California","ca","150","00","ACSSF","0026519",,,,,"06","071",,,,"009118","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84380,610,74,279,0,0,0,0,0,214,43,0,0,0,0,580,70,54,0,0,0,0,0,177,56,0,101,48,74,2725,3855.785,0.706730301453134
"060710091182","15000US060710091182","Block Group 2","Block Group 2, Census Tract 91.18, San Bernardino County, California","ca","150","00","ACSSF","0026520",,,,,"06","071",,,,"009118","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90633,2153,659,572,142,0,0,59,0,574,116,0,0,0,31,1115,35,461,0,114,0,0,0,87,42,0,120,110,146,7524,2768.667,2.71755351762248
"060710091183","15000US060710091183","Block Group 3","Block Group 3, Census Tract 91.18, San Bernardino County, California","ca","150","00","ACSSF","0026521",,,,,"06","071",,,,"009118","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82642,1975,151,663,103,135,68,55,270,104,403,0,0,0,23,3087,211,347,0,389,153,85,0,261,132,0,350,252,907,11282,753.6054,14.9706994781443
"060710091191","15000US060710091191","Block Group 1","Block Group 1, Census Tract 91.19, San Bernardino County, California","ca","150","00","ACSSF","0026522",,,,,"06","071",,,,"009119","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72866,349,4,121,5,8,24,0,42,22,96,0,0,27,0,515,33,93,0,34,0,25,12,53,32,0,146,0,87,1873,297.5973,6.29374035709818
"060710091192","15000US060710091192","Block Group 2","Block Group 2, Census Tract 91.19, San Bernardino County, California","ca","150","00","ACSSF","0026523",,,,,"06","071",,,,"009119","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89102,283,63,113,0,0,0,19,0,18,30,0,0,0,40,279,129,30,0,9,0,0,0,0,37,0,29,9,36,1505,146.8403,10.2492320427739
"060710091193","15000US060710091193","Block Group 3","Block Group 3, Census Tract 91.19, San Bernardino County, California","ca","150","00","ACSSF","0026524",,,,,"06","071",,,,"009119","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75859,607,66,109,53,36,37,41,0,133,92,0,0,15,25,751,42,19,0,101,79,62,7,44,8,15,150,58,166,2750,339.6619,8.0962861603992
"060710092011","15000US060710092011","Block Group 1","Block Group 1, Census Tract 92.01, San Bernardino County, California","ca","150","00","ACSSF","0026525",,,,,"06","071",,,,"009201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72500,294,14,152,0,0,16,0,28,52,32,0,0,0,0,380,56,103,0,2,14,0,0,13,0,0,113,44,35,1750,262.9066,6.65635670898861
"060710092012","15000US060710092012","Block Group 2","Block Group 2, Census Tract 92.01, San Bernardino County, California","ca","150","00","ACSSF","0026526",,,,,"06","071",,,,"009201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37454,134,28,58,0,0,10,23,0,0,15,0,0,0,0,300,32,84,0,0,15,52,0,22,9,17,27,6,36,1025,175.0461,5.85560048926868
"060710092013","15000US060710092013","Block Group 3","Block Group 3, Census Tract 92.01, San Bernardino County, California","ca","150","00","ACSSF","0026527",,,,,"06","071",,,,"009201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74762,252,15,36,15,20,32,0,28,69,37,0,0,0,0,356,36,143,0,34,48,0,0,11,17,0,40,27,0,1209,2326.197,0.519732523857253
"060710092021","15000US060710092021","Block Group 1","Block Group 1, Census Tract 92.02, San Bernardino County, California","ca","150","00","ACSSF","0026528",,,,,"06","071",,,,"009202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77639,273,41,67,0,0,26,21,11,51,51,0,0,0,5,363,89,108,0,2,34,6,0,18,22,0,30,32,22,1150,8.480541,135.604557241192
"060710092022","15000US060710092022","Block Group 2","Block Group 2, Census Tract 92.02, San Bernardino County, California","ca","150","00","ACSSF","0026529",,,,,"06","071",,,,"009202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32473,186,24,30,0,0,0,41,0,58,33,0,0,0,0,122,11,23,0,0,0,0,0,31,0,0,18,34,5,708,24.18356,29.2760831324315
"060710093001","15000US060710093001","Block Group 1","Block Group 1, Census Tract 93, San Bernardino County, California","ca","150","00","ACSSF","0026530",,,,,"06","071",,,,"009300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34766,214,34,24,0,0,20,6,7,0,45,34,13,27,4,240,10,0,0,7,0,36,0,14,8,0,87,47,31,1037,233.8208,4.43502054835775
"060710094001","15000US060710094001","Block Group 1","Block Group 1, Census Tract 94, San Bernardino County, California","ca","150","00","ACSSF","0026531",,,,,"06","071",,,,"009400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000,219,10,37,19,0,8,40,0,52,13,9,0,0,31,276,0,18,0,0,47,25,9,0,0,13,0,43,121,1283,436.5796,2.93875377028774
"060710094002","15000US060710094002","Block Group 2","Block Group 2, Census Tract 94, San Bernardino County, California","ca","150","00","ACSSF","0026532",,,,,"06","071",,,,"009400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20486,122,0,51,12,0,8,20,0,9,22,0,0,0,0,216,0,0,0,0,40,46,0,10,0,0,0,14,106,1979,1461.254,1.35431669953683
"060710095001","15000US060710095001","Block Group 1","Block Group 1, Census Tract 95, San Bernardino County, California","ca","150","00","ACSSF","0026533",,,,,"06","071",,,,"009500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18412,466,68,0,66,0,0,86,70,37,139,0,0,0,0,52,0,0,0,10,0,18,0,0,0,0,24,0,0,1414,5985.867,0.236223102191979
"060710095002","15000US060710095002","Block Group 2","Block Group 2, Census Tract 95, San Bernardino County, California","ca","150","00","ACSSF","0026534",,,,,"06","071",,,,"009500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000,264,0,22,0,0,95,22,0,46,79,0,0,0,0,192,0,16,0,0,23,18,0,0,0,0,90,0,45,1450,4315.104,0.336028970018394
"060710095003","15000US060710095003","Block Group 3","Block Group 3, Census Tract 95, San Bernardino County, California","ca","150","00","ACSSF","0026535",,,,,"06","071",,,,"009500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33984,374,29,97,0,157,0,54,0,0,37,0,0,0,0,404,20,0,0,0,150,0,0,98,0,0,56,0,80,2508,11199.35,0.223941578107698
"060710095004","15000US060710095004","Block Group 4","Block Group 4, Census Tract 95, San Bernardino County, California","ca","150","00","ACSSF","0026536",,,,,"06","071",,,,"009500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38079,345,113,40,57,0,0,0,74,0,61,0,0,0,0,189,12,0,34,0,41,19,0,54,9,0,20,0,0,1740,4909.764,0.354395850482705
"060710095005","15000US060710095005","Block Group 5","Block Group 5, Census Tract 95, San Bernardino County, California","ca","150","00","ACSSF","0026537",,,,,"06","071",,,,"009500","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42791,260,29,46,0,0,0,0,0,45,87,0,0,0,53,129,0,73,0,0,0,0,0,0,0,0,16,14,26,791,867.8915,0.911404222722267
"060710097071","15000US060710097071","Block Group 1","Block Group 1, Census Tract 97.07, San Bernardino County, California","ca","150","00","ACSSF","0026538",,,,,"06","071",,,,"009707","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41303,366,85,106,33,0,0,0,40,21,81,0,0,0,0,243,98,34,0,33,0,0,0,18,10,0,13,25,12,3135,1997.304,1.56961576655954
"060710097072","15000US060710097072","Block Group 2","Block Group 2, Census Tract 97.07, San Bernardino County, California","ca","150","00","ACSSF","0026539",,,,,"06","071",,,,"009707","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72067,542,69,127,58,0,0,0,17,72,130,54,0,15,0,801,386,101,0,22,0,31,0,22,0,0,67,56,116,3298,520.8582,6.33185713601762
"060710097081","15000US060710097081","Block Group 1","Block Group 1, Census Tract 97.08, San Bernardino County, California","ca","150","00","ACSSF","0026540",,,,,"06","071",,,,"009708","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76375,158,26,18,0,0,0,0,0,46,19,0,30,0,19,319,0,35,0,0,0,0,7,82,16,0,94,36,49,1324,101.3922,13.0582103083103
"060710097082","15000US060710097082","Block Group 2","Block Group 2, Census Tract 97.08, San Bernardino County, California","ca","150","00","ACSSF","0026541",,,,,"06","071",,,,"009708","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48938,403,0,106,43,23,11,100,7,42,71,0,0,0,0,513,60,70,0,31,0,0,14,36,29,0,162,93,18,2808,156.7402,17.914995745154
"060710097083","15000US060710097083","Block Group 3","Block Group 3, Census Tract 97.08, San Bernardino County, California","ca","150","00","ACSSF","0026542",,,,,"06","071",,,,"009708","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49241,123,0,37,14,0,0,31,0,0,41,0,0,0,0,213,14,24,0,8,0,0,0,0,0,0,117,41,9,1356,25.59504,52.9790130301762
"060710097091","15000US060710097091","Block Group 1","Block Group 1, Census Tract 97.09, San Bernardino County, California","ca","150","00","ACSSF","0026543",,,,,"06","071",,,,"009709","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49564,647,91,87,13,13,67,52,55,192,57,0,0,20,0,816,7,33,75,6,11,138,8,15,29,0,175,57,262,3247,2174.104,1.49348915902313
"060710097092","15000US060710097092","Block Group 2","Block Group 2, Census Tract 97.09, San Bernardino County, California","ca","150","00","ACSSF","0026544",,,,,"06","071",,,,"009709","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56364,166,0,58,6,7,0,0,23,25,40,0,0,7,0,201,0,43,0,11,13,0,0,7,24,0,0,51,52,860,1148.463,0.748827021592378
"060710097093","15000US060710097093","Block Group 3","Block Group 3, Census Tract 97.09, San Bernardino County, California","ca","150","00","ACSSF","0026545",,,,,"06","071",,,,"009709","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59194,438,14,119,40,0,61,36,7,38,71,0,0,20,32,589,45,54,25,6,17,146,7,63,6,5,46,44,125,2550,3428.27,0.743815415360998
"060710097101","15000US060710097101","Block Group 1","Block Group 1, Census Tract 97.10, San Bernardino County, California","ca","150","00","ACSSF","0026546",,,,,"06","071",,,,"009710","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37530,554,52,29,48,37,29,10,0,95,164,0,0,0,90,702,47,69,52,0,0,37,0,0,21,0,216,50,210,4234,4191.663,1.01010043289776
"060710097102","15000US060710097102","Block Group 2","Block Group 2, Census Tract 97.10, San Bernardino County, California","ca","150","00","ACSSF","0026547",,,,,"06","071",,,,"009710","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45694,363,0,34,0,34,0,0,18,93,99,0,11,0,74,237,10,18,0,0,11,25,0,41,0,0,132,0,0,2155,4988.568,0.431987715773201
"060710097103","15000US060710097103","Block Group 3","Block Group 3, Census Tract 97.10, San Bernardino County, California","ca","150","00","ACSSF","0026548",,,,,"06","071",,,,"009710","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42230,160,0,51,34,0,0,0,0,0,37,0,0,11,27,382,88,33,0,11,10,87,0,57,11,0,13,11,61,1351,2546.54,0.53052369354607
"060710097111","15000US060710097111","Block Group 1","Block Group 1, Census Tract 97.11, San Bernardino County, California","ca","150","00","ACSSF","0026549",,,,,"06","071",,,,"009711","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96116,560,102,248,13,0,96,19,0,44,38,0,0,0,0,554,144,150,0,37,16,0,0,166,0,0,25,0,16,2867,2359.994,1.21483342779967
"060710097112","15000US060710097112","Block Group 2","Block Group 2, Census Tract 97.11, San Bernardino County, California","ca","150","00","ACSSF","0026550",,,,,"06","071",,,,"009711","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120500,510,32,320,76,0,34,0,0,0,48,0,0,0,0,682,67,217,17,40,0,0,0,15,122,0,65,42,97,3149,2046.085,1.53903686040244
"060710097113","15000US060710097113","Block Group 3","Block Group 3, Census Tract 97.11, San Bernardino County, California","ca","150","00","ACSSF","0026551",,,,,"06","071",,,,"009711","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57021,197,0,98,15,0,25,0,0,37,17,0,0,0,5,294,38,77,0,0,0,35,0,12,78,0,0,13,41,1216,2436.344,0.499108490077946
"060710097114","15000US060710097114","Block Group 4","Block Group 4, Census Tract 97.11, San Bernardino County, California","ca","150","00","ACSSF","0026552",,,,,"06","071",,,,"009711","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69438,366,70,162,0,15,0,0,0,15,14,0,0,0,90,481,63,61,3,42,17,16,0,49,0,0,201,15,14,2534,1289.017,1.96583961006769
"060710097121","15000US060710097121","Block Group 1","Block Group 1, Census Tract 97.12, San Bernardino County, California","ca","150","00","ACSSF","0026553",,,,,"06","071",,,,"009712","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27125,132,17,17,32,0,0,0,16,13,18,0,0,19,0,121,18,0,0,0,0,0,0,12,0,0,45,34,12,861,861.4553,0.999471426122438
"060710097122","15000US060710097122","Block Group 2","Block Group 2, Census Tract 97.12, San Bernardino County, California","ca","150","00","ACSSF","0026554",,,,,"06","071",,,,"009712","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40789,323,29,54,52,0,0,0,31,76,75,0,0,0,6,337,72,46,0,16,14,47,5,0,0,0,42,0,95,2165,1886.708,1.14750106950302
"060710097123","15000US060710097123","Block Group 3","Block Group 3, Census Tract 97.12, San Bernardino County, California","ca","150","00","ACSSF","0026555",,,,,"06","071",,,,"009712","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38683,153,16,43,0,0,8,0,0,62,0,0,0,0,24,247,0,46,16,0,11,0,8,30,29,0,17,0,90,1189,1658.545,0.716893282903241
"060710097124","15000US060710097124","Block Group 4","Block Group 4, Census Tract 97.12, San Bernardino County, California","ca","150","00","ACSSF","0026556",,,,,"06","071",,,,"009712","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36047,331,29,90,69,0,12,6,0,53,18,0,0,0,54,340,19,14,0,0,0,9,0,106,29,12,46,33,72,1981,673.3108,2.94217772437556
"060710097131","15000US060710097131","Block Group 1","Block Group 1, Census Tract 97.13, San Bernardino County, California","ca","150","00","ACSSF","0026557",,,,,"06","071",,,,"009713","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54246,352,0,73,48,0,73,0,0,0,36,0,0,0,122,350,14,0,0,63,0,0,0,21,0,0,135,7,110,2082,872.0427,2.38749793435336
"060710097132","15000US060710097132","Block Group 2","Block Group 2, Census Tract 97.13, San Bernardino County, California","ca","150","00","ACSSF","0026558",,,,,"06","071",,,,"009713","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63498,121,2,0,16,0,6,0,0,33,64,0,0,0,0,452,44,23,0,0,59,0,2,91,15,0,90,19,109,1826,777.1405,2.34963945778899
"060710097133","15000US060710097133","Block Group 3","Block Group 3, Census Tract 97.13, San Bernardino County, California","ca","150","00","ACSSF","0026559",,,,,"06","071",,,,"009713","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44089,405,55,102,14,0,24,0,0,61,149,0,0,0,0,358,14,95,0,0,0,46,0,10,31,0,48,60,54,2067,1626.014,1.27120666196137
"060710097134","15000US060710097134","Block Group 4","Block Group 4, Census Tract 97.13, San Bernardino County, California","ca","150","00","ACSSF","0026560",,,,,"06","071",,,,"009713","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41068,139,0,71,0,0,14,0,17,27,0,0,0,0,10,100,0,0,0,11,13,0,0,0,0,0,0,0,76,562,324.3551,1.73266903167119
"060710097141","15000US060710097141","Block Group 1","Block Group 1, Census Tract 97.14, San Bernardino County, California","ca","150","00","ACSSF","0026561",,,,,"06","071",,,,"009714","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53125,119,9,29,6,0,0,0,0,25,42,0,0,0,8,153,8,15,14,9,0,0,6,0,0,0,36,30,35,829,436.1274,1.9008207760036
"060710097142","15000US060710097142","Block Group 2","Block Group 2, Census Tract 97.14, San Bernardino County, California","ca","150","00","ACSSF","0026562",,,,,"06","071",,,,"009714","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46127,214,46,82,0,0,0,29,0,4,14,0,0,0,39,253,37,13,0,30,48,22,0,24,17,0,28,23,11,1517,1413.287,1.07338450988962
"060710097143","15000US060710097143","Block Group 3","Block Group 3, Census Tract 97.14, San Bernardino County, California","ca","150","00","ACSSF","0026563",,,,,"06","071",,,,"009714","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64815,205,15,36,19,0,35,3,28,35,16,0,0,18,0,341,15,17,0,0,0,69,12,0,0,0,140,26,62,1574,1689.177,0.931814741998805
