Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14006_001,SE_A17007B_001,SE_A17007B_002,SE_A17007B_003,SE_A17007B_004,SE_A17007B_005,SE_A17007B_006,SE_A17007B_007,SE_A17007B_008,SE_A17007B_009,SE_A17007B_010,SE_A17007B_011,SE_A17007B_012,SE_A17007B_013,SE_A17007B_014,SE_A17007A_001,SE_A17007A_002,SE_A17007A_003,SE_A17007A_004,SE_A17007A_005,SE_A17007A_006,SE_A17007A_007,SE_A17007A_008,SE_A17007A_009,SE_A17007A_010,SE_A17007A_011,SE_A17007A_012,SE_A17007A_013,SE_A17007A_014,SE_A00002_001,SE_A00002_002,SE_A00002_003
"060710018081","15000US060710018081","Block Group 1","Block Group 1, Census Tract 18.08, San Bernardino County, California","ca","150","00","ACSSF","0025919",,,,,"06","071",,,,"001808","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59042,394,7,76,0,9,0,36,0,78,156,0,0,0,32,432,47,29,44,5,17,29,0,6,8,0,42,120,85,1521,8106.67,0.187623263119366
"060710018082","15000US060710018082","Block Group 2","Block Group 2, Census Tract 18.08, San Bernardino County, California","ca","150","00","ACSSF","0025920",,,,,"06","071",,,,"001808","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86364,322,39,66,74,0,22,0,22,20,72,0,0,0,7,374,39,79,0,16,20,0,0,100,17,0,43,12,48,1130,9082.432,0.124416020460326
"060710018083","15000US060710018083","Block Group 3","Block Group 3, Census Tract 18.08, San Bernardino County, California","ca","150","00","ACSSF","0025921",,,,,"06","071",,,,"001808","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109444,562,62,127,8,8,0,9,34,36,159,0,0,32,87,697,80,96,0,0,38,91,0,111,48,0,13,130,90,1993,16024.56,0.124371618710203
"060710018091","15000US060710018091","Block Group 1","Block Group 1, Census Tract 18.09, San Bernardino County, California","ca","150","00","ACSSF","0025922",,,,,"06","071",,,,"001809","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104676,232,46,41,20,0,9,0,16,33,42,0,0,11,14,497,34,103,0,0,7,22,17,77,25,0,22,41,149,1503,3081.586,0.487735850513593
"060710018092","15000US060710018092","Block Group 2","Block Group 2, Census Tract 18.09, San Bernardino County, California","ca","150","00","ACSSF","0025923",,,,,"06","071",,,,"001809","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52316,517,38,52,60,0,58,40,0,48,100,0,0,68,53,671,58,7,30,46,4,39,0,67,40,0,137,44,199,2670,21351.13,0.125051930742536
"060710018093","15000US060710018093","Block Group 3","Block Group 3, Census Tract 18.09, San Bernardino County, California","ca","150","00","ACSSF","0025924",,,,,"06","071",,,,"001809","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87292,144,21,57,7,0,21,0,0,0,38,0,0,0,0,241,32,24,0,51,0,0,0,10,15,0,38,52,19,802,2695.597,0.297522227902214
"060710018101","15000US060710018101","Block Group 1","Block Group 1, Census Tract 18.10, San Bernardino County, California","ca","150","00","ACSSF","0025925",,,,,"06","071",,,,"001810","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52857,392,0,89,17,0,83,19,24,106,27,0,7,20,0,488,30,22,0,11,72,29,0,67,35,6,24,64,128,1778,13625.51,0.130490565979456
"060710018102","15000US060710018102","Block Group 2","Block Group 2, Census Tract 18.10, San Bernardino County, California","ca","150","00","ACSSF","0025926",,,,,"06","071",,,,"001810","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71364,296,13,80,9,0,10,0,0,9,121,0,0,28,26,386,9,51,14,0,29,61,0,0,43,0,94,20,65,1629,13266.79,0.12278782758839
"060710018103","15000US060710018103","Block Group 3","Block Group 3, Census Tract 18.10, San Bernardino County, California","ca","150","00","ACSSF","0025927",,,,,"06","071",,,,"001810","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86699,302,35,29,0,0,0,12,0,94,74,0,0,43,15,511,12,65,0,8,21,62,0,31,48,0,86,72,106,1866,13985.27,0.133426100815911
"060710018121","15000US060710018121","Block Group 1","Block Group 1, Census Tract 18.12, San Bernardino County, California","ca","150","00","ACSSF","0025928",,,,,"06","071",,,,"001812","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48929,348,72,75,22,0,13,43,0,9,44,0,0,19,51,500,37,52,0,11,43,50,72,35,9,0,69,27,95,1950,8498.88,0.229441989692616
"060710018122","15000US060710018122","Block Group 2","Block Group 2, Census Tract 18.12, San Bernardino County, California","ca","150","00","ACSSF","0025929",,,,,"06","071",,,,"001812","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46797,351,10,40,63,0,57,0,15,0,104,0,0,26,36,388,14,66,0,0,21,12,0,0,28,0,104,0,143,1527,12627.15,0.120929903922335
"060710018131","15000US060710018131","Block Group 1","Block Group 1, Census Tract 18.13, San Bernardino County, California","ca","150","00","ACSSF","0025930",,,,,"06","071",,,,"001813","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61591,499,17,43,25,0,0,0,38,109,60,0,0,103,104,712,31,51,0,0,36,71,0,57,0,0,168,60,238,2433,6742.379,0.360851864950726
"060710018132","15000US060710018132","Block Group 2","Block Group 2, Census Tract 18.13, San Bernardino County, California","ca","150","00","ACSSF","0025931",,,,,"06","071",,,,"001813","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61250,394,12,69,25,13,44,15,14,52,40,0,0,47,63,569,16,36,7,0,62,19,4,5,82,0,109,81,148,2422,10043.6,0.241148607638337
"060710019011","15000US060710019011","Block Group 1","Block Group 1, Census Tract 19.01, San Bernardino County, California","ca","150","00","ACSSF","0025932",,,,,"06","071",,,,"001901","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89474,326,53,120,24,23,0,10,19,0,58,0,0,11,8,449,56,58,0,13,27,0,10,64,21,23,37,36,104,1700,6797.491,0.250092278419823
"060710019012","15000US060710019012","Block Group 2","Block Group 2, Census Tract 19.01, San Bernardino County, California","ca","150","00","ACSSF","0025933",,,,,"06","071",,,,"001901","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000,285,19,167,8,0,0,0,8,0,67,0,0,0,16,333,50,137,0,36,16,11,0,18,32,0,0,8,25,1235,4941.946,0.249901543945377
"060710019013","15000US060710019013","Block Group 3","Block Group 3, Census Tract 19.01, San Bernardino County, California","ca","150","00","ACSSF","0025934",,,,,"06","071",,,,"001901","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126719,424,124,141,12,13,0,0,29,5,94,0,0,6,0,463,100,88,0,32,0,13,0,110,42,0,0,33,45,1729,6925.08,0.249672199253433
"060710019031","15000US060710019031","Block Group 1","Block Group 1, Census Tract 19.03, San Bernardino County, California","ca","150","00","ACSSF","0025935",,,,,"06","071",,,,"001903","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103705,2279,625,636,37,28,57,0,55,305,429,0,0,15,92,2991,829,737,24,234,51,85,40,300,135,0,297,75,184,11121,1089.614,10.2063638904891
"060710019032","15000US060710019032","Block Group 2","Block Group 2, Census Tract 19.03, San Bernardino County, California","ca","150","00","ACSSF","0025936",,,,,"06","071",,,,"001903","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79350,270,25,110,0,0,0,40,0,56,39,0,0,0,0,274,81,17,0,46,0,0,0,80,0,0,25,0,25,2632,478.8914,5.49602623641499
"060710019051","15000US060710019051","Block Group 1","Block Group 1, Census Tract 19.05, San Bernardino County, California","ca","150","00","ACSSF","0025937",,,,,"06","071",,,,"001905","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99861,745,112,166,45,0,34,11,32,89,184,0,0,63,9,586,100,110,0,0,14,13,9,108,9,0,121,48,54,2469,10683.51,0.231103773453777
"060710019052","15000US060710019052","Block Group 2","Block Group 2, Census Tract 19.05, San Bernardino County, California","ca","150","00","ACSSF","0025938",,,,,"06","071",,,,"001905","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122115,306,82,136,0,0,10,0,0,0,65,0,0,13,0,196,15,19,0,88,0,3,0,45,9,0,0,17,0,844,3768.32,0.223972466281697
"060710019053","15000US060710019053","Block Group 3","Block Group 3, Census Tract 19.05, San Bernardino County, California","ca","150","00","ACSSF","0025939",,,,,"06","071",,,,"001905","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61099,382,11,72,0,0,43,0,12,42,55,0,0,15,132,262,0,34,0,0,0,0,0,8,0,0,50,6,164,1232,406.8147,3.02840553701407
"060710019054","15000US060710019054","Block Group 4","Block Group 4, Census Tract 19.05, San Bernardino County, California","ca","150","00","ACSSF","0025940",,,,,"06","071",,,,"001905","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105489,497,64,151,11,0,15,0,23,91,58,0,0,84,0,703,115,171,21,15,30,8,0,79,44,79,33,17,91,2436,1123.203,2.16879769327117
"060710019061","15000US060710019061","Block Group 1","Block Group 1, Census Tract 19.06, San Bernardino County, California","ca","150","00","ACSSF","0025941",,,,,"06","071",,,,"001906","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98242,1694,258,369,123,51,75,104,62,183,415,0,18,0,36,1788,296,330,19,59,0,45,0,193,97,18,207,107,417,6323,2285.994,2.76597420528589
"060710019062","15000US060710019062","Block Group 2","Block Group 2, Census Tract 19.06, San Bernardino County, California","ca","150","00","ACSSF","0025942",,,,,"06","071",,,,"001906","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61301,1401,119,283,81,23,327,0,44,65,271,0,0,64,124,702,105,92,20,30,26,0,0,40,88,0,91,51,159,3709,14890.43,0.249086096151797
"060710020101","15000US060710020101","Block Group 1","Block Group 1, Census Tract 20.10, San Bernardino County, California","ca","150","00","ACSSF","0025943",,,,,"06","071",,,,"002010","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148130,1292,165,504,77,40,21,0,32,81,345,0,0,0,27,1561,319,566,68,147,0,0,0,225,16,0,86,28,106,5728,4910.435,1.1664953660017
"060710020102","15000US060710020102","Block Group 2","Block Group 2, Census Tract 20.10, San Bernardino County, California","ca","150","00","ACSSF","0025944",,,,,"06","071",,,,"002010","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112639,520,97,120,94,0,32,12,111,20,34,0,0,0,0,579,147,87,0,0,27,0,0,79,0,0,121,80,38,2474,1962.697,1.2605104734076
"060710020103","15000US060710020103","Block Group 3","Block Group 3, Census Tract 20.10, San Bernardino County, California","ca","150","00","ACSSF","0025945",,,,,"06","071",,,,"002010","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98500,618,108,230,33,0,8,0,0,30,171,0,21,0,17,698,178,105,0,90,12,0,0,73,30,0,102,47,61,2256,5398.839,0.417867573131613
"060710020111","15000US060710020111","Block Group 1","Block Group 1, Census Tract 20.11, San Bernardino County, California","ca","150","00","ACSSF","0025946",,,,,"06","071",,,,"002011","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139611,530,84,161,11,0,0,0,0,105,123,0,21,25,0,768,175,120,0,24,22,0,25,55,53,0,180,57,57,2795,3540.888,0.78934998926636
"060710020112","15000US060710020112","Block Group 2","Block Group 2, Census Tract 20.11, San Bernardino County, California","ca","150","00","ACSSF","0025947",,,,,"06","071",,,,"002011","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127708,296,64,75,0,0,2,0,16,26,113,0,0,0,0,522,86,151,0,22,0,39,0,55,38,0,59,21,51,1438,2088.659,0.68848002384567
"060710020131","15000US060710020131","Block Group 1","Block Group 1, Census Tract 20.13, San Bernardino County, California","ca","150","00","ACSSF","0025948",,,,,"06","071",,,,"002013","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63529,426,22,171,15,26,10,0,21,43,94,0,0,0,24,628,83,68,0,8,55,16,0,143,8,0,144,33,70,1886,7468.302,0.252533988574464
"060710020132","15000US060710020132","Block Group 2","Block Group 2, Census Tract 20.13, San Bernardino County, California","ca","150","00","ACSSF","0025949",,,,,"06","071",,,,"002013","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138520,583,20,145,9,12,0,0,77,39,234,0,0,12,35,588,99,68,18,34,26,6,0,137,20,0,97,60,23,2198,4106.931,0.535192827148234
"060710020141","15000US060710020141","Block Group 1","Block Group 1, Census Tract 20.14, San Bernardino County, California","ca","150","00","ACSSF","0025950",,,,,"06","071",,,,"002014","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148493,535,72,247,14,0,1,32,0,61,84,0,10,0,14,536,79,119,0,61,0,23,0,53,37,0,117,17,30,2167,2860.265,0.757622043036493
"060710020142","15000US060710020142","Block Group 2","Block Group 2, Census Tract 20.14, San Bernardino County, California","ca","150","00","ACSSF","0025951",,,,,"06","071",,,,"002014","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109950,500,73,168,0,36,35,0,5,24,93,0,0,25,41,780,168,99,0,22,17,12,0,112,124,0,202,24,0,2634,4270.978,0.616720618010585
"060710020151","15000US060710020151","Block Group 1","Block Group 1, Census Tract 20.15, San Bernardino County, California","ca","150","00","ACSSF","0025952",,,,,"06","071",,,,"002015","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79625,410,101,94,13,0,53,0,0,21,96,0,0,32,0,529,73,40,0,60,16,12,0,65,54,0,149,26,34,1806,4584.939,0.393898350108186
"060710020152","15000US060710020152","Block Group 2","Block Group 2, Census Tract 20.15, San Bernardino County, California","ca","150","00","ACSSF","0025953",,,,,"06","071",,,,"002015","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90938,607,109,181,32,8,14,38,19,26,95,0,0,20,65,776,163,132,0,18,46,33,0,181,37,0,96,9,61,2727,6933.722,0.39329525851085
"060710020161","15000US060710020161","Block Group 1","Block Group 1, Census Tract 20.16, San Bernardino County, California","ca","150","00","ACSSF","0025954",,,,,"06","071",,,,"002016","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73974,469,89,126,10,19,56,0,0,28,141,0,0,0,0,491,72,42,0,40,18,13,0,62,42,0,53,61,88,1878,4992.5,0.376164291108685
"060710020162","15000US060710020162","Block Group 2","Block Group 2, Census Tract 20.16, San Bernardino County, California","ca","150","00","ACSSF","0025955",,,,,"06","071",,,,"002016","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82727,384,58,84,10,7,8,0,54,81,45,0,0,34,3,420,40,50,6,18,25,7,0,35,16,0,107,9,107,1782,5656.631,0.315028486618471
"060710020171","15000US060710020171","Block Group 1","Block Group 1, Census Tract 20.17, San Bernardino County, California","ca","150","00","ACSSF","0025956",,,,,"06","071",,,,"002017","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148472,376,78,118,11,0,0,11,8,0,137,0,0,0,13,546,132,117,0,33,48,0,0,40,49,0,54,59,14,2272,1659.576,1.36902410358658
"060710020172","15000US060710020172","Block Group 2","Block Group 2, Census Tract 20.17, San Bernardino County, California","ca","150","00","ACSSF","0025957",,,,,"06","071",,,,"002017","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141953,878,175,282,52,10,85,0,17,77,161,0,0,0,19,959,231,204,0,30,29,19,0,130,120,0,89,14,93,3327,3304.822,1.00671084190351
"060710020181","15000US060710020181","Block Group 1","Block Group 1, Census Tract 20.18, San Bernardino County, California","ca","150","00","ACSSF","0025958",,,,,"06","071",,,,"002018","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121094,645,73,283,38,0,56,0,27,39,120,0,0,0,9,552,191,174,0,26,0,8,9,32,35,0,46,8,23,2454,3783.273,0.648644704145347
"060710020182","15000US060710020182","Block Group 2","Block Group 2, Census Tract 20.18, San Bernardino County, California","ca","150","00","ACSSF","0025959",,,,,"06","071",,,,"002018","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79514,558,89,181,24,22,35,0,34,57,96,0,0,0,20,584,77,116,0,37,31,13,91,59,26,0,46,28,60,2153,6041.369,0.356376168538233
"060710020191","15000US060710020191","Block Group 1","Block Group 1, Census Tract 20.19, San Bernardino County, California","ca","150","00","ACSSF","0025960",,,,,"06","071",,,,"002019","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115846,559,92,138,5,16,5,0,69,68,117,0,0,0,49,621,114,116,0,36,50,25,13,57,30,0,77,35,68,2462,3564.876,0.690627138040794
"060710020192","15000US060710020192","Block Group 2","Block Group 2, Census Tract 20.19, San Bernardino County, California","ca","150","00","ACSSF","0025961",,,,,"06","071",,,,"002019","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60840,645,174,141,15,11,27,11,18,58,150,0,0,40,0,782,89,148,33,38,55,25,18,102,107,0,90,14,63,3117,11408.91,0.27320744343217
"060710020211","15000US060710020211","Block Group 1","Block Group 1, Census Tract 20.21, San Bernardino County, California","ca","150","00","ACSSF","0025962",,,,,"06","071",,,,"002021","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171964,325,110,102,0,15,0,0,12,14,72,0,0,0,0,502,159,109,0,64,4,0,13,46,43,0,28,21,15,1711,810.3844,2.11134375912166
"060710020212","15000US060710020212","Block Group 2","Block Group 2, Census Tract 20.21, San Bernardino County, California","ca","150","00","ACSSF","0025963",,,,,"06","071",,,,"002021","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114048,356,61,122,0,0,0,0,31,37,70,0,0,0,35,495,44,142,0,11,38,19,0,118,36,0,12,29,46,1603,6920.277,0.231638138863964
"060710020213","15000US060710020213","Block Group 3","Block Group 3, Census Tract 20.21, San Bernardino County, California","ca","150","00","ACSSF","0025964",,,,,"06","071",,,,"002021","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113125,446,57,150,0,0,9,16,11,22,176,0,0,5,0,585,80,131,0,44,0,9,0,27,35,0,118,0,141,2088,6630.304,0.314917675294248
"060710020221","15000US060710020221","Block Group 1","Block Group 1, Census Tract 20.22, San Bernardino County, California","ca","150","00","ACSSF","0025965",,,,,"06","071",,,,"002022","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152845,1155,214,339,15,0,67,0,21,217,224,0,0,58,0,1539,396,409,0,96,46,18,49,259,19,0,131,116,0,5433,2032.661,2.67285060780204
"060710020222","15000US060710020222","Block Group 2","Block Group 2, Census Tract 20.22, San Bernardino County, California","ca","150","00","ACSSF","0025966",,,,,"06","071",,,,"002022","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152609,1674,441,679,14,24,74,0,22,221,155,0,0,11,33,2005,637,478,0,134,138,19,39,191,32,0,172,81,84,8001,2063.656,3.87710020278086
"060710020231","15000US060710020231","Block Group 1","Block Group 1, Census Tract 20.23, San Bernardino County, California","ca","150","00","ACSSF","0025967",,,,,"06","071",,,,"002023","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31875,480,21,83,0,17,21,16,36,80,132,0,0,0,74,461,109,64,0,0,0,43,0,88,0,0,24,88,45,2327,9034.806,0.257559494484144
"060710020232","15000US060710020232","Block Group 2","Block Group 2, Census Tract 20.23, San Bernardino County, California","ca","150","00","ACSSF","0025968",,,,,"06","071",,,,"002023","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78194,870,168,278,0,0,95,0,63,96,122,0,0,0,48,960,177,174,0,13,95,9,0,79,46,0,92,169,106,3519,10938.67,0.321702648815361
"060710020251","15000US060710020251","Block Group 1","Block Group 1, Census Tract 20.25, San Bernardino County, California","ca","150","00","ACSSF","0025969",,,,,"06","071",,,,"002025","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66004,534,84,128,22,0,14,0,28,70,150,0,0,0,38,492,76,86,0,9,85,0,6,42,22,12,32,36,86,2163,6941.276,0.311614185085027
"060710020252","15000US060710020252","Block Group 2","Block Group 2, Census Tract 20.25, San Bernardino County, California","ca","150","00","ACSSF","0025970",,,,,"06","071",,,,"002025","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102292,674,43,192,38,0,12,0,83,60,202,0,0,13,31,814,127,109,0,49,93,10,0,87,55,0,105,63,116,3048,7760.859,0.392740043583214
"060710020271","15000US060710020271","Block Group 1","Block Group 1, Census Tract 20.27, San Bernardino County, California","ca","150","00","ACSSF","0025971",,,,,"06","071",,,,"002027","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103400,425,111,115,51,0,24,0,13,19,63,0,0,29,0,575,139,87,47,55,0,0,0,57,46,0,95,35,14,2012,7688.123,0.261702370821795
"060710020272","15000US060710020272","Block Group 2","Block Group 2, Census Tract 20.27, San Bernardino County, California","ca","150","00","ACSSF","0025972",,,,,"06","071",,,,"002027","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84135,465,0,84,0,46,0,0,28,60,119,0,0,54,74,221,0,61,0,0,15,0,0,43,8,0,28,13,53,1404,6097.912,0.230242765603547
"060710020273","15000US060710020273","Block Group 3","Block Group 3, Census Tract 20.27, San Bernardino County, California","ca","150","00","ACSSF","0025973",,,,,"06","071",,,,"002027","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53315,555,38,128,0,14,108,0,0,182,85,0,0,0,0,444,101,38,0,27,0,26,0,2,14,0,12,70,154,1999,7694.15,0.259807767449116
"060710020281","15000US060710020281","Block Group 1","Block Group 1, Census Tract 20.28, San Bernardino County, California","ca","150","00","ACSSF","0025974",,,,,"06","071",,,,"002028","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69148,609,125,127,129,9,0,0,13,61,145,0,0,0,0,750,163,73,0,15,0,14,0,68,45,2,59,88,223,2516,6466.565,0.389078250555601
"060710020282","15000US060710020282","Block Group 2","Block Group 2, Census Tract 20.28, San Bernardino County, California","ca","150","00","ACSSF","0025975",,,,,"06","071",,,,"002028","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78367,591,112,187,40,0,42,0,25,14,159,0,0,0,12,647,108,92,0,38,50,8,12,35,77,0,118,4,105,2713,6484.22,0.4184003941331
"060710020291","15000US060710020291","Block Group 1","Block Group 1, Census Tract 20.29, San Bernardino County, California","ca","150","00","ACSSF","0025976",,,,,"06","071",,,,"002029","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99569,349,46,40,29,0,11,0,47,6,116,0,0,13,41,420,61,41,0,8,33,0,6,46,62,0,119,8,36,1494,10139.14,0.147349717450428
"060710020292","15000US060710020292","Block Group 2","Block Group 2, Census Tract 20.29, San Bernardino County, California","ca","150","00","ACSSF","0025977",,,,,"06","071",,,,"002029","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106417,428,44,229,0,0,34,0,0,35,69,0,0,0,17,368,71,137,0,0,12,25,0,31,11,0,52,15,14,1577,7995.605,0.197233346254886
"060710020293","15000US060710020293","Block Group 3","Block Group 3, Census Tract 20.29, San Bernardino County, California","ca","150","00","ACSSF","0025978",,,,,"06","071",,,,"002029","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91500,260,76,32,10,11,0,26,7,37,59,0,0,0,2,142,12,49,0,0,0,0,0,14,13,0,24,0,30,1022,5339.934,0.191388145427701
"060710020294","15000US060710020294","Block Group 4","Block Group 4, Census Tract 20.29, San Bernardino County, California","ca","150","00","ACSSF","0025979",,,,,"06","071",,,,"002029","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154080,401,57,121,0,0,18,0,0,111,94,0,0,0,0,601,185,78,0,70,0,23,21,34,12,0,72,0,106,1793,7845.518,0.228538124500963
"060710020311","15000US060710020311","Block Group 1","Block Group 1, Census Tract 20.31, San Bernardino County, California","ca","150","00","ACSSF","0025980",,,,,"06","071",,,,"002031","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110313,441,119,192,16,21,22,2,16,6,33,0,0,14,0,506,130,91,20,15,32,20,0,111,0,0,25,0,62,1603,8867.094,0.180780760374179
"060710020312","15000US060710020312","Block Group 2","Block Group 2, Census Tract 20.31, San Bernardino County, California","ca","150","00","ACSSF","0025981",,,,,"06","071",,,,"002031","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137212,668,145,179,0,8,38,0,26,124,134,0,0,0,14,679,85,176,0,32,14,0,15,175,62,0,42,13,65,2568,6660.514,0.38555584041316
"060710020313","15000US060710020313","Block Group 3","Block Group 3, Census Tract 20.31, San Bernardino County, California","ca","150","00","ACSSF","0025982",,,,,"06","071",,,,"002031","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132167,463,60,90,0,10,11,0,9,188,95,0,0,0,0,567,141,128,0,25,0,0,12,93,26,0,24,35,83,2091,10032.24,0.208427992716569
"060710020331","15000US060710020331","Block Group 1","Block Group 1, Census Tract 20.33, San Bernardino County, California","ca","150","00","ACSSF","0025983",,,,,"06","071",,,,"002033","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101766,970,174,312,25,0,57,0,66,171,151,0,0,0,14,1552,254,320,0,84,24,21,0,343,73,0,329,50,54,4768,6199.786,0.769058775561895
"060710020332","15000US060710020332","Block Group 2","Block Group 2, Census Tract 20.33, San Bernardino County, California","ca","150","00","ACSSF","0025984",,,,,"06","071",,,,"002033","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89250,651,163,165,0,0,64,0,29,64,149,0,0,0,17,828,159,185,0,19,0,0,54,74,29,0,217,52,39,2966,6341.706,0.467697533733747
"060710020341","15000US060710020341","Block Group 1","Block Group 1, Census Tract 20.34, San Bernardino County, California","ca","150","00","ACSSF","0025985",,,,,"06","071",,,,"002034","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119375,1649,293,748,107,25,34,0,0,72,309,0,0,26,35,2282,355,832,29,96,119,0,0,248,415,0,123,38,27,7364,4864.999,1.51366956140337
"060710020342","15000US060710020342","Block Group 2","Block Group 2, Census Tract 20.34, San Bernardino County, California","ca","150","00","ACSSF","0025986",,,,,"06","071",,,,"002034","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103218,2127,279,824,12,46,215,53,130,53,268,0,0,87,160,2349,830,329,0,87,124,0,0,204,241,0,247,0,287,8138,6268.645,1.29820717316065
