Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017
"06025010101","Census Tract 101.01, Imperial County, California","ACSSF","ca","140","00","0003857",,,,,"06","025",,,"010101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010101","Census Tract 101.01",,,,4207,4207,368,1066,113,37,10,2233,380,4207,1616,348,1043,70,20,6,7,122,2591,20,23,43,17,4,2226,258
"06025010102","Census Tract 101.02, Imperial County, California","ACSSF","ca","140","00","0003858",,,,,"06","025",,,"010102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010102","Census Tract 101.02",,,,3903,3903,2587,340,0,141,31,285,519,3903,744,268,325,0,120,31,0,0,3159,2319,15,0,21,0,285,519
"06025010200","Census Tract 102, Imperial County, California","ACSSF","ca","140","00","0003859",,,,,"06","025",,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010200","Census Tract 102",,,,2765,2765,1127,13,0,11,0,1321,293,2765,349,304,13,0,11,0,0,21,2416,823,0,0,0,0,1321,272
"06025010300","Census Tract 103, Imperial County, California","ACSSF","ca","140","00","0003860",,,,,"06","025",,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010300","Census Tract 103",,,,918,918,644,1,0,0,3,113,157,918,403,392,0,0,0,3,0,8,515,252,1,0,0,0,113,149
"06025010401","Census Tract 104.01, Imperial County, California","ACSSF","ca","140","00","0003861",,,,,"06","025",,,"010401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010401","Census Tract 104.01",,,,2346,2346,1027,3,3,13,7,485,808,2346,119,96,3,0,13,7,0,0,2227,931,0,3,0,0,485,808
"06025010402","Census Tract 104.02, Imperial County, California","ACSSF","ca","140","00","0003862",,,,,"06","025",,,"010402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010402","Census Tract 104.02",,,,5384,5384,3558,3,14,13,0,1678,118,5384,132,76,3,0,13,0,0,40,5252,3482,0,14,0,0,1678,78
"06025010500","Census Tract 105, Imperial County, California","ACSSF","ca","140","00","0003863",,,,,"06","025",,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010500","Census Tract 105",,,,7361,7361,4702,118,294,22,0,1147,1078,7361,1909,1668,63,22,22,0,36,98,5452,3034,55,272,0,0,1111,980
"06025010600","Census Tract 106, Imperial County, California","ACSSF","ca","140","00","0003864",,,,,"06","025",,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010600","Census Tract 106",,,,7089,7089,4849,11,121,56,0,1164,888,7089,1946,1685,7,121,56,0,0,77,5143,3164,4,0,0,0,1164,811
"06025010700","Census Tract 107, Imperial County, California","ACSSF","ca","140","00","0003865",,,,,"06","025",,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010700","Census Tract 107",,,,4239,4239,2621,75,0,84,60,964,435,4239,167,65,31,0,71,0,0,0,4072,2556,44,0,13,60,964,435
"06025010800","Census Tract 108, Imperial County, California","ACSSF","ca","140","00","0003866",,,,,"06","025",,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010800","Census Tract 108",,,,1103,1103,759,0,0,16,0,108,220,1103,616,547,0,0,16,0,3,50,487,212,0,0,0,0,105,170
"06025010900","Census Tract 109, Imperial County, California","ACSSF","ca","140","00","0003867",,,,,"06","025",,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010900","Census Tract 109",,,,6675,6675,3112,95,61,41,0,2449,917,6675,1023,838,95,0,23,0,0,67,5652,2274,0,61,18,0,2449,850
"06025011001","Census Tract 110.01, Imperial County, California","ACSSF","ca","140","00","0003868",,,,,"06","025",,,"011001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011001","Census Tract 110.01",,,,4618,4618,3099,168,17,62,0,757,515,4618,1373,1162,168,0,5,0,38,0,3245,1937,0,17,57,0,719,515
"06025011002","Census Tract 110.02, Imperial County, California","ACSSF","ca","140","00","0003869",,,,,"06","025",,,"011002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011002","Census Tract 110.02",,,,11415,11415,6527,100,0,615,0,1273,2900,11415,2020,1292,100,0,615,0,0,13,9395,5235,0,0,0,0,1273,2887
"06025011100","Census Tract 111, Imperial County, California","ACSSF","ca","140","00","0003870",,,,,"06","025",,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011100","Census Tract 111",,,,4001,4001,2196,184,31,17,0,885,688,4001,1094,778,184,25,17,0,0,90,2907,1418,0,6,0,0,885,598
"06025011201","Census Tract 112.01, Imperial County, California","ACSSF","ca","140","00","0003871",,,,,"06","025",,,"011201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011201","Census Tract 112.01",,,,7370,7370,4555,107,11,124,0,1751,822,7370,1338,1016,79,0,119,0,0,124,6032,3539,28,11,5,0,1751,698
"06025011202","Census Tract 112.02, Imperial County, California","ACSSF","ca","140","00","0003872",,,,,"06","025",,,"011202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011202","Census Tract 112.02",,,,6418,6418,1873,10,22,98,0,3552,863,6418,345,239,0,14,92,0,0,0,6073,1634,10,8,6,0,3552,863
"06025011301","Census Tract 113.01, Imperial County, California","ACSSF","ca","140","00","0003873",,,,,"06","025",,,"011301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011301","Census Tract 113.01",,,,4292,4292,2024,0,132,0,0,1201,935,4292,0,0,0,0,0,0,0,0,4292,2024,0,132,0,0,1201,935
"06025011302","Census Tract 113.02, Imperial County, California","ACSSF","ca","140","00","0003874",,,,,"06","025",,,"011302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011302","Census Tract 113.02",,,,1817,1817,275,16,24,10,0,1272,220,1817,137,84,16,0,0,0,11,26,1680,191,0,24,10,0,1261,194
"06025011303","Census Tract 113.03, Imperial County, California","ACSSF","ca","140","00","0003875",,,,,"06","025",,,"011303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011303","Census Tract 113.03",,,,5514,5514,2524,40,0,109,0,1759,1082,5514,459,334,20,0,75,0,0,30,5055,2190,20,0,34,0,1759,1052
"06025011400","Census Tract 114, Imperial County, California","ACSSF","ca","140","00","0003876",,,,,"06","025",,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011400","Census Tract 114",,,,4372,4372,1007,261,103,14,0,2446,541,4372,389,179,210,0,0,0,0,0,3983,828,51,103,14,0,2446,541
"06025011500","Census Tract 115, Imperial County, California","ACSSF","ca","140","00","0003877",,,,,"06","025",,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011500","Census Tract 115",,,,6259,6259,1379,292,36,95,21,4004,432,6259,658,254,288,0,95,21,0,0,5601,1125,4,36,0,0,4004,432
"06025011600","Census Tract 116, Imperial County, California","ACSSF","ca","140","00","0003878",,,,,"06","025",,,"011600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011600","Census Tract 116",,,,5538,5538,1330,440,74,0,0,2729,965,5538,750,251,440,21,0,0,0,38,4788,1079,0,53,0,0,2729,927
"06025011700","Census Tract 117, Imperial County, California","ACSSF","ca","140","00","0003879",,,,,"06","025",,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011700","Census Tract 117",,,,4578,4578,1609,0,2,13,0,1864,1090,4578,369,356,0,0,13,0,0,0,4209,1253,0,2,0,0,1864,1090
"06025011801","Census Tract 118.01, Imperial County, California","ACSSF","ca","140","00","0003880",,,,,"06","025",,,"011801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011801","Census Tract 118.01",,,,3920,3920,2098,136,3,188,0,638,857,3920,987,777,19,3,188,0,0,0,2933,1321,117,0,0,0,638,857
"06025011802","Census Tract 118.02, Imperial County, California","ACSSF","ca","140","00","0003881",,,,,"06","025",,,"011802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011802","Census Tract 118.02",,,,4731,4731,1707,5,0,118,1,2577,323,4731,608,467,5,0,118,1,0,17,4123,1240,0,0,0,0,2577,306
"06025011803","Census Tract 118.03, Imperial County, California","ACSSF","ca","140","00","0003882",,,,,"06","025",,,"011803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011803","Census Tract 118.03",,,,7715,7715,3119,180,84,117,0,2417,1798,7715,976,702,167,0,95,0,0,12,6739,2417,13,84,22,0,2417,1786
"06025011901","Census Tract 119.01, Imperial County, California","ACSSF","ca","140","00","0003883",,,,,"06","025",,,"011901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011901","Census Tract 119.01",,,,2002,2002,1394,26,0,0,0,539,43,2002,94,68,26,0,0,0,0,0,1908,1326,0,0,0,0,539,43
"06025011902","Census Tract 119.02, Imperial County, California","ACSSF","ca","140","00","0003884",,,,,"06","025",,,"011902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011902","Census Tract 119.02",,,,3214,3214,1556,0,58,0,0,947,653,3214,24,24,0,0,0,0,0,0,3190,1532,0,58,0,0,947,653
"06025011903","Census Tract 119.03, Imperial County, California","ACSSF","ca","140","00","0003885",,,,,"06","025",,,"011903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011903","Census Tract 119.03",,,,5356,5356,2787,54,119,67,0,927,1402,5356,177,26,54,30,67,0,0,0,5179,2761,0,89,0,0,927,1402
"06025012001","Census Tract 120.01, Imperial County, California","ACSSF","ca","140","00","0003886",,,,,"06","025",,,"012001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012001","Census Tract 120.01",,,,4774,4774,2295,15,0,0,0,1412,1052,4774,39,24,15,0,0,0,0,0,4735,2271,0,0,0,0,1412,1052
"06025012003","Census Tract 120.03, Imperial County, California","ACSSF","ca","140","00","0003887",,,,,"06","025",,,"012003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012003","Census Tract 120.03",,,,4272,4272,3040,0,0,157,0,407,668,4272,150,11,0,0,139,0,0,0,4122,3029,0,0,18,0,407,668
"06025012004","Census Tract 120.04, Imperial County, California","ACSSF","ca","140","00","0003888",,,,,"06","025",,,"012004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012004","Census Tract 120.04",,,,4430,4430,2295,0,74,0,0,1453,608,4430,103,103,0,0,0,0,0,0,4327,2192,0,74,0,0,1453,608
"06025012101","Census Tract 121.01, Imperial County, California","ACSSF","ca","140","00","0003889",,,,,"06","025",,,"012101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012101","Census Tract 121.01",,,,3010,3010,2025,11,0,113,0,540,321,3010,101,11,11,0,79,0,0,0,2909,2014,0,0,34,0,540,321
"06025012102","Census Tract 121.02, Imperial County, California","ACSSF","ca","140","00","0003890",,,,,"06","025",,,"012102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012102","Census Tract 121.02",,,,4124,4124,2333,0,0,30,0,1710,51,4124,66,36,0,0,30,0,0,0,4058,2297,0,0,0,0,1710,51
"06025012201","Census Tract 122.01, Imperial County, California","ACSSF","ca","140","00","0003891",,,,,"06","025",,,"012201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012201","Census Tract 122.01",,,,4133,4133,2217,0,76,0,0,1411,429,4133,47,47,0,0,0,0,0,0,4086,2170,0,76,0,0,1411,429
"06025012202","Census Tract 122.02, Imperial County, California","ACSSF","ca","140","00","0003892",,,,,"06","025",,,"012202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012202","Census Tract 122.02",,,,3584,3584,1865,0,24,24,0,1121,550,3584,99,59,0,24,16,0,0,0,3485,1806,0,0,8,0,1121,550
"06025012301","Census Tract 123.01, Imperial County, California","ACSSF","ca","140","00","0003893",,,,,"06","025",,,"012301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012301","Census Tract 123.01",,,,5024,5024,665,1021,70,86,17,2626,539,5024,1714,517,969,51,86,17,4,70,3310,148,52,19,0,0,2622,469
"06025012302","Census Tract 123.02, Imperial County, California","ACSSF","ca","140","00","0003894",,,,,"06","025",,,"012302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012302","Census Tract 123.02",,,,5069,5069,2288,77,46,9,16,2315,318,5069,1733,1566,77,22,9,16,0,43,3336,722,0,24,0,0,2315,275
"06025012400","Census Tract 124, Imperial County, California","ACSSF","ca","140","00","0003895",,,,,"06","025",,,"012400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012400","Census Tract 124",,,,562,562,373,0,0,16,0,62,111,562,505,347,0,0,0,0,47,111,57,26,0,0,16,0,15,0
"06025940000","Census Tract 9400, Imperial County, California","ACSSF","ca","140","00","0003896",,,,,"06","025",,,"940000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025940000","Census Tract 9400",,,,1949,1949,667,21,926,9,0,59,267,1949,1454,493,16,880,9,0,0,56,495,174,5,46,0,0,59,211
"06029000102","Census Tract 1.02, Kern County, California","ACSSF","ca","140","00","0003903",,,,,"06","029",,,"000102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000102","Census Tract 1.02",,,,2968,2968,2515,0,0,14,23,54,362,2968,2393,2333,0,0,0,23,0,37,575,182,0,0,14,0,54,325
"06029000103","Census Tract 1.03, Kern County, California","ACSSF","ca","140","00","0003904",,,,,"06","029",,,"000103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000103","Census Tract 1.03",,,,5218,5218,4244,0,30,227,0,286,431,5218,4118,3678,0,30,227,0,155,28,1100,566,0,0,0,0,131,403
"06029000104","Census Tract 1.04, Kern County, California","ACSSF","ca","140","00","0003905",,,,,"06","029",,,"000104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000104","Census Tract 1.04",,,,1241,1241,895,0,0,346,0,0,0,1241,1179,833,0,0,346,0,0,0,62,62,0,0,0,0,0,0
"06029000105","Census Tract 1.05, Kern County, California","ACSSF","ca","140","00","0003906",,,,,"06","029",,,"000105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000105","Census Tract 1.05",,,,3979,3979,3265,1,0,19,0,273,421,3979,2658,2613,1,0,19,0,0,25,1321,652,0,0,0,0,273,396
"06029000106","Census Tract 1.06, Kern County, California","ACSSF","ca","140","00","0003907",,,,,"06","029",,,"000106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000106","Census Tract 1.06",,,,2466,2466,1584,260,129,0,0,284,209,2466,1415,976,260,129,0,0,0,50,1051,608,0,0,0,0,284,159
"06029000201","Census Tract 2.01, Kern County, California","ACSSF","ca","140","00","0003908",,,,,"06","029",,,"000201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000201","Census Tract 2.01",,,,3998,3998,2767,0,74,78,29,758,292,3998,2952,2619,0,74,78,29,2,150,1046,148,0,0,0,0,756,142
"06029000202","Census Tract 2.02, Kern County, California","ACSSF","ca","140","00","0003909",,,,,"06","029",,,"000202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000202","Census Tract 2.02",,,,3366,3366,2715,181,22,0,0,326,122,3366,2609,2305,181,22,0,0,0,101,757,410,0,0,0,0,326,21
"06029000300","Census Tract 3, Kern County, California","ACSSF","ca","140","00","0003910",,,,,"06","029",,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000300","Census Tract 3",,,,5164,5164,3748,262,0,48,0,151,955,5164,3962,2951,262,0,48,0,0,701,1202,797,0,0,0,0,151,254
"06029000400","Census Tract 4, Kern County, California","ACSSF","ca","140","00","0003911",,,,,"06","029",,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000400","Census Tract 4",,,,4652,4652,3471,166,70,102,18,164,661,4652,3393,2853,97,70,86,5,0,282,1259,618,69,0,16,13,164,379
"06029000504","Census Tract 5.04, Kern County, California","ACSSF","ca","140","00","0003912",,,,,"06","029",,,"000504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000504","Census Tract 5.04",,,,5022,5022,3507,193,218,16,0,344,744,5022,3442,2728,193,169,16,0,14,322,1580,779,0,49,0,0,330,422
"06029000505","Census Tract 5.05, Kern County, California","ACSSF","ca","140","00","0003913",,,,,"06","029",,,"000505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000505","Census Tract 5.05",,,,3754,3754,3102,55,0,97,47,137,316,3754,3229,2749,55,0,97,47,114,167,525,353,0,0,0,0,23,149
"06029000506","Census Tract 5.06, Kern County, California","ACSSF","ca","140","00","0003914",,,,,"06","029",,,"000506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000506","Census Tract 5.06",,,,2938,2938,2432,2,50,190,0,136,128,2938,2184,1922,2,13,190,0,6,51,754,510,0,37,0,0,130,77
"06029000507","Census Tract 5.07, Kern County, California","ACSSF","ca","140","00","0003915",,,,,"06","029",,,"000507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000507","Census Tract 5.07",,,,3797,3797,2753,14,111,142,0,420,357,3797,2460,2075,14,0,142,0,0,229,1337,678,0,111,0,0,420,128
"06029000508","Census Tract 5.08, Kern County, California","ACSSF","ca","140","00","0003916",,,,,"06","029",,,"000508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000508","Census Tract 5.08",,,,1637,1637,1385,0,0,0,0,71,181,1637,1454,1372,0,0,0,0,19,63,183,13,0,0,0,0,52,118
"06029000509","Census Tract 5.09, Kern County, California","ACSSF","ca","140","00","0003917",,,,,"06","029",,,"000509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000509","Census Tract 5.09",,,,2440,2440,1937,26,18,69,0,69,321,2440,1906,1766,26,18,69,0,0,27,534,171,0,0,0,0,69,294
"06029000510","Census Tract 5.10, Kern County, California","ACSSF","ca","140","00","0003918",,,,,"06","029",,,"000510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000510","Census Tract 5.10",,,,4397,4397,3068,98,19,499,0,593,120,4397,3396,2800,98,5,376,0,106,11,1001,268,0,14,123,0,487,109
"06029000601","Census Tract 6.01, Kern County, California","ACSSF","ca","140","00","0003919",,,,,"06","029",,,"000601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000601","Census Tract 6.01",,,,1905,1905,813,361,1,5,22,606,97,1905,1111,659,355,1,5,22,0,69,794,154,6,0,0,0,606,28
"06029000602","Census Tract 6.02, Kern County, California","ACSSF","ca","140","00","0003920",,,,,"06","029",,,"000602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000602","Census Tract 6.02",,,,3166,3166,925,1334,0,12,0,491,404,3166,1786,227,1334,0,12,0,0,213,1380,698,0,0,0,0,491,191
"06029000603","Census Tract 6.03, Kern County, California","ACSSF","ca","140","00","0003921",,,,,"06","029",,,"000603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000603","Census Tract 6.03",,,,2667,2667,1163,347,0,45,0,729,383,2667,1145,676,347,0,45,0,0,77,1522,487,0,0,0,0,729,306
"06029000701","Census Tract 7.01, Kern County, California","ACSSF","ca","140","00","0003922",,,,,"06","029",,,"000701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000701","Census Tract 7.01",,,,3043,3043,2043,63,183,0,0,586,168,3043,1144,955,0,159,0,0,0,30,1899,1088,63,24,0,0,586,138
"06029000702","Census Tract 7.02, Kern County, California","ACSSF","ca","140","00","0003923",,,,,"06","029",,,"000702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000702","Census Tract 7.02",,,,2747,2747,2253,0,4,30,0,282,178,2747,1677,1538,0,0,25,0,0,114,1070,715,0,4,5,0,282,64
"06029000800","Census Tract 8, Kern County, California","ACSSF","ca","140","00","0003924",,,,,"06","029",,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000800","Census Tract 8",,,,5590,5590,3431,223,0,68,0,1470,398,5590,1526,1208,213,0,68,0,0,37,4064,2223,10,0,0,0,1470,361
"06029000902","Census Tract 9.02, Kern County, California","ACSSF","ca","140","00","0003925",,,,,"06","029",,,"000902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000902","Census Tract 9.02",,,,3017,3017,2019,45,15,117,0,674,147,3017,1153,962,45,0,117,0,0,29,1864,1057,0,15,0,0,674,118
"06029000903","Census Tract 9.03, Kern County, California","ACSSF","ca","140","00","0003926",,,,,"06","029",,,"000903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000903","Census Tract 9.03",,,,4494,4494,2664,278,41,54,0,951,506,4494,1607,1239,154,41,36,0,0,137,2887,1425,124,0,18,0,951,369
"06029000904","Census Tract 9.04, Kern County, California","ACSSF","ca","140","00","0003927",,,,,"06","029",,,"000904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000904","Census Tract 9.04",,,,4200,4200,2642,101,60,139,0,858,400,4200,1430,1103,88,32,139,0,3,65,2770,1539,13,28,0,0,855,335
"06029000905","Census Tract 9.05, Kern County, California","ACSSF","ca","140","00","0003928",,,,,"06","029",,,"000905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000905","Census Tract 9.05",,,,2977,2977,2149,35,0,32,0,414,347,2977,1003,879,28,0,32,0,0,64,1974,1270,7,0,0,0,414,283
"06029000906","Census Tract 9.06, Kern County, California","ACSSF","ca","140","00","0003929",,,,,"06","029",,,"000906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000906","Census Tract 9.06",,,,4593,4593,2432,177,57,55,2,687,1183,4593,980,716,177,0,55,2,0,30,3613,1716,0,57,0,0,687,1153
"06029000907","Census Tract 9.07, Kern County, California","ACSSF","ca","140","00","0003930",,,,,"06","029",,,"000907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000907","Census Tract 9.07",,,,2396,2396,1508,192,77,0,20,340,259,2396,629,344,192,66,0,20,0,7,1767,1164,0,11,0,0,340,252
"06029000908","Census Tract 9.08, Kern County, California","ACSSF","ca","140","00","0003931",,,,,"06","029",,,"000908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000908","Census Tract 9.08",,,,4800,4800,3926,69,76,34,0,528,167,4800,2184,1928,69,34,34,0,0,119,2616,1998,0,42,0,0,528,48
"06029000909","Census Tract 9.09, Kern County, California","ACSSF","ca","140","00","0003932",,,,,"06","029",,,"000909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000909","Census Tract 9.09",,,,2604,2604,2102,12,22,0,0,185,283,2604,1469,1376,12,22,0,0,0,59,1135,726,0,0,0,0,185,224
"06029000911","Census Tract 9.11, Kern County, California","ACSSF","ca","140","00","0003933",,,,,"06","029",,,"000911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000911","Census Tract 9.11",,,,2253,2253,1004,255,0,241,0,665,88,2253,804,293,232,0,241,0,22,16,1449,711,23,0,0,0,643,72
"06029000912","Census Tract 9.12, Kern County, California","ACSSF","ca","140","00","0003934",,,,,"06","029",,,"000912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000912","Census Tract 9.12",,,,3808,3808,2184,13,0,667,31,913,0,3808,1860,1149,13,0,667,31,0,0,1948,1035,0,0,0,0,913,0
"06029000913","Census Tract 9.13, Kern County, California","ACSSF","ca","140","00","0003935",,,,,"06","029",,,"000913",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000913","Census Tract 9.13",,,,3360,3360,2401,85,10,290,0,258,316,3360,1715,1244,85,0,290,0,0,96,1645,1157,0,10,0,0,258,220
"06029000914","Census Tract 9.14, Kern County, California","ACSSF","ca","140","00","0003936",,,,,"06","029",,,"000914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029000914","Census Tract 9.14",,,,3952,3952,2617,0,139,165,0,943,88,3952,2273,1156,0,71,165,0,793,88,1679,1461,0,68,0,0,150,0
"06029001001","Census Tract 10.01, Kern County, California","ACSSF","ca","140","00","0003937",,,,,"06","029",,,"001001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001001","Census Tract 10.01",,,,4501,4501,2630,23,0,188,7,1371,282,4501,1616,1360,23,0,188,7,0,38,2885,1270,0,0,0,0,1371,244
"06029001002","Census Tract 10.02, Kern County, California","ACSSF","ca","140","00","0003938",,,,,"06","029",,,"001002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001002","Census Tract 10.02",,,,3338,3338,2673,320,0,0,0,149,196,3338,1024,704,320,0,0,0,0,0,2314,1969,0,0,0,0,149,196
"06029001003","Census Tract 10.03, Kern County, California","ACSSF","ca","140","00","0003939",,,,,"06","029",,,"001003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001003","Census Tract 10.03",,,,3113,3113,1162,56,0,34,0,1181,680,3113,392,302,56,0,34,0,0,0,2721,860,0,0,0,0,1181,680
"06029001101","Census Tract 11.01, Kern County, California","ACSSF","ca","140","00","0003940",,,,,"06","029",,,"001101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001101","Census Tract 11.01",,,,6438,6438,3114,180,193,19,6,1538,1388,6438,716,511,180,0,19,6,0,0,5722,2603,0,193,0,0,1538,1388
