Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017
"06037403317","Census Tract 4033.17, Los Angeles County, California","ACSSF","ca","140","00","0005442",,,,,"06","037",,,"403317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403317","Census Tract 4033.17",,,,5228,5228,1612,382,22,1719,0,570,923,5228,3322,999,364,0,1719,0,8,232,1906,613,18,22,0,0,562,691
"06037403318","Census Tract 4033.18, Los Angeles County, California","ACSSF","ca","140","00","0005443",,,,,"06","037",,,"403318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403318","Census Tract 4033.18",,,,5880,5880,2526,622,19,2118,0,185,410,5880,4046,1151,605,19,2118,0,0,153,1834,1375,17,0,0,0,185,257
"06037403319","Census Tract 4033.19, Los Angeles County, California","ACSSF","ca","140","00","0005444",,,,,"06","037",,,"403319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403319","Census Tract 4033.19",,,,4273,4273,843,240,18,2083,17,636,436,4273,3282,485,240,0,2083,17,211,246,991,358,0,18,0,0,425,190
"06037403320","Census Tract 4033.20, Los Angeles County, California","ACSSF","ca","140","00","0005445",,,,,"06","037",,,"403320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403320","Census Tract 4033.20",,,,5301,5301,1004,179,0,3706,0,40,372,5301,4552,620,179,0,3686,0,0,67,749,384,0,0,20,0,40,305
"06037403321","Census Tract 4033.21, Los Angeles County, California","ACSSF","ca","140","00","0005446",,,,,"06","037",,,"403321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403321","Census Tract 4033.21",,,,5407,5407,1707,143,0,2544,0,383,630,5407,4148,1091,134,0,2537,0,0,386,1259,616,9,0,7,0,383,244
"06037403323","Census Tract 4033.23, Los Angeles County, California","ACSSF","ca","140","00","0005447",,,,,"06","037",,,"403323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403323","Census Tract 4033.23",,,,5524,5524,671,299,0,4003,36,308,207,5524,4916,519,299,0,4003,36,0,59,608,152,0,0,0,0,308,148
"06037403324","Census Tract 4033.24, Los Angeles County, California","ACSSF","ca","140","00","0005448",,,,,"06","037",,,"403324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403324","Census Tract 4033.24",,,,7121,7121,948,455,82,5100,0,345,191,7121,6117,397,455,82,5100,0,0,83,1004,551,0,0,0,0,345,108
"06037403325","Census Tract 4033.25, Los Angeles County, California","ACSSF","ca","140","00","0005449",,,,,"06","037",,,"403325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403325","Census Tract 4033.25",,,,5103,5103,1252,72,0,3436,41,122,180,5103,4238,627,72,0,3426,41,0,72,865,625,0,0,10,0,122,108
"06037403326","Census Tract 4033.26, Los Angeles County, California","ACSSF","ca","140","00","0005450",,,,,"06","037",,,"403326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403326","Census Tract 4033.26",,,,2346,2346,548,105,27,1349,4,146,167,2346,1737,260,105,13,1349,4,0,6,609,288,0,14,0,0,146,161
"06037403327","Census Tract 4033.27, Los Angeles County, California","ACSSF","ca","140","00","0005451",,,,,"06","037",,,"403327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403327","Census Tract 4033.27",,,,2394,2394,1093,91,8,824,0,184,194,2394,1496,566,91,0,802,0,0,37,898,527,0,8,22,0,184,157
"06037403328","Census Tract 4033.28, Los Angeles County, California","ACSSF","ca","140","00","0005452",,,,,"06","037",,,"403328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403328","Census Tract 4033.28",,,,5742,5742,1615,53,14,3400,0,441,219,5742,4480,892,53,0,3400,0,0,135,1262,723,0,14,0,0,441,84
"06037403401","Census Tract 4034.01, Los Angeles County, California","ACSSF","ca","140","00","0005453",,,,,"06","037",,,"403401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403401","Census Tract 4034.01",,,,4893,4893,771,194,0,2958,0,362,608,4893,3715,395,194,0,2922,0,0,204,1178,376,0,0,36,0,362,404
"06037403402","Census Tract 4034.02, Los Angeles County, California","ACSSF","ca","140","00","0005454",,,,,"06","037",,,"403402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403402","Census Tract 4034.02",,,,3423,3423,582,85,85,2119,76,268,208,3423,2781,438,77,0,2072,76,29,89,642,144,8,85,47,0,239,119
"06037403403","Census Tract 4034.03, Los Angeles County, California","ACSSF","ca","140","00","0005455",,,,,"06","037",,,"403403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403403","Census Tract 4034.03",,,,5181,5181,494,166,41,3568,31,579,302,5181,4381,361,166,0,3568,31,44,211,800,133,0,41,0,0,535,91
"06037403404","Census Tract 4034.04, Los Angeles County, California","ACSSF","ca","140","00","0005456",,,,,"06","037",,,"403404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403404","Census Tract 4034.04",,,,2282,2282,507,167,0,1485,0,26,97,2282,1958,288,167,0,1468,0,0,35,324,219,0,0,17,0,26,62
"06037403407","Census Tract 4034.07, Los Angeles County, California","ACSSF","ca","140","00","0005457",,,,,"06","037",,,"403407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403407","Census Tract 4034.07",,,,2205,2205,328,104,0,1721,0,52,0,2205,1931,110,104,0,1717,0,0,0,274,218,0,0,4,0,52,0
"06037403408","Census Tract 4034.08, Los Angeles County, California","ACSSF","ca","140","00","0005458",,,,,"06","037",,,"403408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403408","Census Tract 4034.08",,,,6354,6354,879,162,0,4653,12,223,425,6354,5364,475,162,0,4653,0,0,74,990,404,0,0,0,12,223,351
"06037403409","Census Tract 4034.09, Los Angeles County, California","ACSSF","ca","140","00","0005459",,,,,"06","037",,,"403409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403409","Census Tract 4034.09",,,,4303,4303,1157,13,38,2271,51,418,355,4303,3214,731,13,0,2271,51,6,142,1089,426,0,38,0,0,412,213
"06037403500","Census Tract 4035, Los Angeles County, California","ACSSF","ca","140","00","0005460",,,,,"06","037",,,"403500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403500","Census Tract 4035",,,,1518,1518,523,91,0,496,0,121,287,1518,1093,410,91,0,496,0,6,90,425,113,0,0,0,0,115,197
"06037403601","Census Tract 4036.01, Los Angeles County, California","ACSSF","ca","140","00","0005461",,,,,"06","037",,,"403601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403601","Census Tract 4036.01",,,,7557,7557,2440,228,444,1132,0,2371,942,7557,2639,1171,227,22,1132,0,0,87,4918,1269,1,422,0,0,2371,855
"06037403702","Census Tract 4037.02, Los Angeles County, California","ACSSF","ca","140","00","0005462",,,,,"06","037",,,"403702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403702","Census Tract 4037.02",,,,4353,4353,2472,86,0,747,7,213,828,4353,2392,1404,86,0,747,7,0,148,1961,1068,0,0,0,0,213,680
"06037403703","Census Tract 4037.03, Los Angeles County, California","ACSSF","ca","140","00","0005463",,,,,"06","037",,,"403703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403703","Census Tract 4037.03",,,,4765,4765,2378,170,28,749,0,810,630,4765,2501,1529,143,0,749,0,0,80,2264,849,27,28,0,0,810,550
"06037403721","Census Tract 4037.21, Los Angeles County, California","ACSSF","ca","140","00","0005464",,,,,"06","037",,,"403721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403721","Census Tract 4037.21",,,,5430,5430,2737,454,108,589,0,702,840,5430,2374,1216,454,25,559,0,24,96,3056,1521,0,83,30,0,678,744
"06037403722","Census Tract 4037.22, Los Angeles County, California","ACSSF","ca","140","00","0005465",,,,,"06","037",,,"403722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403722","Census Tract 4037.22",,,,5558,5558,2779,252,68,606,10,1303,540,5558,1868,892,242,0,595,0,27,112,3690,1887,10,68,11,10,1276,428
"06037403801","Census Tract 4038.01, Los Angeles County, California","ACSSF","ca","140","00","0005466",,,,,"06","037",,,"403801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403801","Census Tract 4038.01",,,,5947,5947,2520,469,328,1021,13,865,731,5947,2803,1097,413,25,1021,0,0,247,3144,1423,56,303,0,13,865,484
"06037403802","Census Tract 4038.02, Los Angeles County, California","ACSSF","ca","140","00","0005467",,,,,"06","037",,,"403802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403802","Census Tract 4038.02",,,,6681,6681,4016,264,26,649,110,1074,542,6681,2955,1796,249,13,649,110,7,131,3726,2220,15,13,0,0,1067,411
"06037403901","Census Tract 4039.01, Los Angeles County, California","ACSSF","ca","140","00","0005468",,,,,"06","037",,,"403901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403901","Census Tract 4039.01",,,,2955,2955,2148,33,44,295,12,131,292,2955,1640,1186,33,39,288,10,22,62,1315,962,0,5,7,2,109,230
"06037403902","Census Tract 4039.02, Los Angeles County, California","ACSSF","ca","140","00","0005469",,,,,"06","037",,,"403902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403902","Census Tract 4039.02",,,,5268,5268,2985,204,70,569,0,907,533,5268,2553,1637,204,64,569,0,26,53,2715,1348,0,6,0,0,881,480
"06037404000","Census Tract 4040, Los Angeles County, California","ACSSF","ca","140","00","0005470",,,,,"06","037",,,"404000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404000","Census Tract 4040",,,,4561,4561,1939,119,58,552,0,1121,772,4561,1595,889,95,0,545,0,0,66,2966,1050,24,58,7,0,1121,706
"06037404100","Census Tract 4041, Los Angeles County, California","ACSSF","ca","140","00","0005471",,,,,"06","037",,,"404100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404100","Census Tract 4041",,,,6076,6076,2800,79,9,496,0,2132,560,6076,1112,461,63,0,458,0,55,75,4964,2339,16,9,38,0,2077,485
"06037404201","Census Tract 4042.01, Los Angeles County, California","ACSSF","ca","140","00","0005472",,,,,"06","037",,,"404201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404201","Census Tract 4042.01",,,,3341,3341,1809,103,43,345,0,599,442,3341,947,475,3,42,317,0,1,109,2394,1334,100,1,28,0,598,333
"06037404203","Census Tract 4042.03, Los Angeles County, California","ACSSF","ca","140","00","0005473",,,,,"06","037",,,"404203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404203","Census Tract 4042.03",,,,4391,4391,2367,231,40,483,5,800,465,4391,1845,1066,214,0,466,5,0,94,2546,1301,17,40,17,0,800,371
"06037404301","Census Tract 4043.01, Los Angeles County, California","ACSSF","ca","140","00","0005474",,,,,"06","037",,,"404301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404301","Census Tract 4043.01",,,,5631,5631,2675,172,61,160,0,1927,636,5631,605,209,172,0,160,0,1,63,5026,2466,0,61,0,0,1926,573
"06037404302","Census Tract 4043.02, Los Angeles County, California","ACSSF","ca","140","00","0005475",,,,,"06","037",,,"404302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404302","Census Tract 4043.02",,,,2146,2146,1044,5,0,141,0,680,276,2146,552,357,5,0,139,0,0,51,1594,687,0,0,2,0,680,225
"06037404401","Census Tract 4044.01, Los Angeles County, California","ACSSF","ca","140","00","0005476",,,,,"06","037",,,"404401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404401","Census Tract 4044.01",,,,3779,3779,1767,47,128,110,4,954,769,3779,623,462,36,0,72,4,0,49,3156,1305,11,128,38,0,954,720
"06037404402","Census Tract 4044.02, Los Angeles County, California","ACSSF","ca","140","00","0005477",,,,,"06","037",,,"404402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404402","Census Tract 4044.02",,,,4685,4685,1899,118,50,628,0,852,1138,4685,1006,214,108,0,628,0,5,51,3679,1685,10,50,0,0,847,1087
"06037404501","Census Tract 4045.01, Los Angeles County, California","ACSSF","ca","140","00","0005478",,,,,"06","037",,,"404501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404501","Census Tract 4045.01",,,,2989,2989,947,5,88,222,0,1211,516,2989,381,142,5,0,210,0,0,24,2608,805,0,88,12,0,1211,492
"06037404503","Census Tract 4045.03, Los Angeles County, California","ACSSF","ca","140","00","0005479",,,,,"06","037",,,"404503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404503","Census Tract 4045.03",,,,2812,2812,891,129,7,479,24,668,614,2812,935,215,129,0,478,10,0,103,1877,676,0,7,1,14,668,511
"06037404504","Census Tract 4045.04, Los Angeles County, California","ACSSF","ca","140","00","0005480",,,,,"06","037",,,"404504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404504","Census Tract 4045.04",,,,5026,5026,2027,150,169,697,0,1423,560,5026,1392,334,150,0,697,0,0,211,3634,1693,0,169,0,0,1423,349
"06037404600","Census Tract 4046, Los Angeles County, California","ACSSF","ca","140","00","0005481",,,,,"06","037",,,"404600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404600","Census Tract 4046",,,,1359,1359,683,0,10,8,5,394,259,1359,117,88,0,0,8,5,8,8,1242,595,0,10,0,0,386,251
"06037404701","Census Tract 4047.01, Los Angeles County, California","ACSSF","ca","140","00","0005482",,,,,"06","037",,,"404701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404701","Census Tract 4047.01",,,,5787,5787,1938,9,462,993,0,1436,949,5787,1377,320,1,0,993,0,12,51,4410,1618,8,462,0,0,1424,898
"06037404702","Census Tract 4047.02, Los Angeles County, California","ACSSF","ca","140","00","0005483",,,,,"06","037",,,"404702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404702","Census Tract 4047.02",,,,5046,5046,1729,116,0,1327,0,1044,830,5046,1574,124,116,0,1327,0,0,7,3472,1605,0,0,0,0,1044,823
"06037404703","Census Tract 4047.03, Los Angeles County, California","ACSSF","ca","140","00","0005484",,,,,"06","037",,,"404703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404703","Census Tract 4047.03",,,,3282,3282,813,57,20,486,0,1486,420,3282,592,35,42,0,486,0,29,0,2690,778,15,20,0,0,1457,420
"06037404804","Census Tract 4048.04, Los Angeles County, California","ACSSF","ca","140","00","0005485",,,,,"06","037",,,"404804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404804","Census Tract 4048.04",,,,4396,4396,1502,17,153,1136,0,828,760,4396,1283,130,17,0,1136,0,0,0,3113,1372,0,153,0,0,828,760
"06037404805","Census Tract 4048.05, Los Angeles County, California","ACSSF","ca","140","00","0005486",,,,,"06","037",,,"404805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404805","Census Tract 4048.05",,,,2795,2795,1010,0,0,1099,0,203,483,2795,1185,86,0,0,1099,0,0,0,1610,924,0,0,0,0,203,483
"06037404806","Census Tract 4048.06, Los Angeles County, California","ACSSF","ca","140","00","0005487",,,,,"06","037",,,"404806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404806","Census Tract 4048.06",,,,6085,6085,1973,92,205,1136,90,1994,595,6085,1634,318,92,32,1083,90,4,15,4451,1655,0,173,53,0,1990,580
"06037404901","Census Tract 4049.01, Los Angeles County, California","ACSSF","ca","140","00","0005488",,,,,"06","037",,,"404901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404901","Census Tract 4049.01",,,,5986,5986,1560,42,312,1414,0,1959,699,5986,1743,190,42,35,1414,0,0,62,4243,1370,0,277,0,0,1959,637
"06037404902","Census Tract 4049.02, Los Angeles County, California","ACSSF","ca","140","00","0005489",,,,,"06","037",,,"404902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404902","Census Tract 4049.02",,,,3596,3596,697,5,54,1314,0,956,570,3596,1413,71,5,0,1271,0,21,45,2183,626,0,54,43,0,935,525
"06037404903","Census Tract 4049.03, Los Angeles County, California","ACSSF","ca","140","00","0005490",,,,,"06","037",,,"404903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404903","Census Tract 4049.03",,,,2366,2366,742,34,135,652,0,409,394,2366,780,97,34,0,649,0,0,0,1586,645,0,135,3,0,409,394
"06037405001","Census Tract 4050.01, Los Angeles County, California","ACSSF","ca","140","00","0005491",,,,,"06","037",,,"405001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405001","Census Tract 4050.01",,,,5691,5691,1905,62,310,930,0,1659,825,5691,1158,102,61,0,930,0,0,65,4533,1803,1,310,0,0,1659,760
"06037405002","Census Tract 4050.02, Los Angeles County, California","ACSSF","ca","140","00","0005492",,,,,"06","037",,,"405002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405002","Census Tract 4050.02",,,,3195,3195,721,57,95,351,0,1072,899,3195,446,46,9,10,351,0,6,24,2749,675,48,85,0,0,1066,875
"06037405101","Census Tract 4051.01, Los Angeles County, California","ACSSF","ca","140","00","0005493",,,,,"06","037",,,"405101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405101","Census Tract 4051.01",,,,5185,5185,1137,35,142,1641,29,825,1376,5185,1835,119,35,0,1641,29,0,11,3350,1018,0,142,0,0,825,1365
"06037405102","Census Tract 4051.02, Los Angeles County, California","ACSSF","ca","140","00","0005494",,,,,"06","037",,,"405102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405102","Census Tract 4051.02",,,,5592,5592,1753,131,164,1305,0,1178,1061,5592,1554,136,113,0,1305,0,0,0,4038,1617,18,164,0,0,1178,1061
"06037405201","Census Tract 4052.01, Los Angeles County, California","ACSSF","ca","140","00","0005495",,,,,"06","037",,,"405201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405201","Census Tract 4052.01",,,,5131,5131,2043,38,150,853,0,1382,665,5131,1129,148,38,80,853,0,0,10,4002,1895,0,70,0,0,1382,655
"06037405202","Census Tract 4052.02, Los Angeles County, California","ACSSF","ca","140","00","0005496",,,,,"06","037",,,"405202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405202","Census Tract 4052.02",,,,4815,4815,1785,73,54,714,342,1169,678,4815,1224,95,73,0,714,342,0,0,3591,1690,0,54,0,0,1169,678
"06037405203","Census Tract 4052.03, Los Angeles County, California","ACSSF","ca","140","00","0005497",,,,,"06","037",,,"405203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405203","Census Tract 4052.03",,,,2963,2963,961,56,8,649,0,1001,288,2963,948,288,7,0,649,0,0,4,2015,673,49,8,0,0,1001,284
"06037405301","Census Tract 4053.01, Los Angeles County, California","ACSSF","ca","140","00","0005498",,,,,"06","037",,,"405301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405301","Census Tract 4053.01",,,,3098,3098,1084,82,98,625,6,919,284,3098,1255,493,82,0,602,6,16,56,1843,591,0,98,23,0,903,228
"06037405302","Census Tract 4053.02, Los Angeles County, California","ACSSF","ca","140","00","0005499",,,,,"06","037",,,"405302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405302","Census Tract 4053.02",,,,5780,5780,1980,234,156,1128,0,1173,1109,5780,1866,556,182,0,1090,0,14,24,3914,1424,52,156,38,0,1159,1085
"06037405400","Census Tract 4054, Los Angeles County, California","ACSSF","ca","140","00","0005500",,,,,"06","037",,,"405400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405400","Census Tract 4054",,,,4943,4943,2636,110,8,506,68,582,1033,4943,1258,531,110,0,474,33,71,39,3685,2105,0,8,32,35,511,994
"06037405500","Census Tract 4055, Los Angeles County, California","ACSSF","ca","140","00","0005501",,,,,"06","037",,,"405500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405500","Census Tract 4055",,,,6491,6491,2329,96,197,1260,0,1645,964,6491,2161,798,73,69,1091,0,0,130,4330,1531,23,128,169,0,1645,834
"06037405600","Census Tract 4056, Los Angeles County, California","ACSSF","ca","140","00","0005502",,,,,"06","037",,,"405600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405600","Census Tract 4056",,,,5783,5783,2319,334,108,1054,0,1196,772,5783,1898,516,334,0,1040,0,0,8,3885,1803,0,108,14,0,1196,764
"06037405701","Census Tract 4057.01, Los Angeles County, California","ACSSF","ca","140","00","0005503",,,,,"06","037",,,"405701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405701","Census Tract 4057.01",,,,4104,4104,1963,144,10,965,0,758,264,4104,1677,546,144,0,965,0,0,22,2427,1417,0,10,0,0,758,242
"06037405702","Census Tract 4057.02, Los Angeles County, California","ACSSF","ca","140","00","0005504",,,,,"06","037",,,"405702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405702","Census Tract 4057.02",,,,5349,5349,2375,95,102,932,0,809,1036,5349,1724,629,95,0,932,0,8,60,3625,1746,0,102,0,0,801,976
"06037405800","Census Tract 4058, Los Angeles County, California","ACSSF","ca","140","00","0005505",,,,,"06","037",,,"405800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405800","Census Tract 4058",,,,5798,5798,2453,170,9,1116,0,1100,950,5798,2271,783,154,0,1018,0,55,261,3527,1670,16,9,98,0,1045,689
"06037405900","Census Tract 4059, Los Angeles County, California","ACSSF","ca","140","00","0005506",,,,,"06","037",,,"405900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405900","Census Tract 4059",,,,4260,4260,2102,85,9,490,0,1273,301,4260,1322,721,85,0,490,0,0,26,2938,1381,0,9,0,0,1273,275
"06037406000","Census Tract 4060, Los Angeles County, California","ACSSF","ca","140","00","0005507",,,,,"06","037",,,"406000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406000","Census Tract 4060",,,,5455,5455,2605,167,11,572,31,927,1142,5455,2039,1026,167,11,564,31,7,233,3416,1579,0,0,8,0,920,909
"06037406101","Census Tract 4061.01, Los Angeles County, California","ACSSF","ca","140","00","0005508",,,,,"06","037",,,"406101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406101","Census Tract 4061.01",,,,3146,3146,1615,65,52,358,0,314,742,3146,1182,695,65,0,358,0,0,64,1964,920,0,52,0,0,314,678
"06037406103","Census Tract 4061.03, Los Angeles County, California","ACSSF","ca","140","00","0005509",,,,,"06","037",,,"406103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406103","Census Tract 4061.03",,,,8191,8191,4530,433,157,708,0,1585,778,8191,2615,1326,333,0,692,0,109,155,5576,3204,100,157,16,0,1476,623
"06037406201","Census Tract 4062.01, Los Angeles County, California","ACSSF","ca","140","00","0005510",,,,,"06","037",,,"406201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406201","Census Tract 4062.01",,,,3698,3698,1437,146,11,682,0,968,454,3698,1124,254,146,0,682,0,0,42,2574,1183,0,11,0,0,968,412
"06037406300","Census Tract 4063, Los Angeles County, California","ACSSF","ca","140","00","0005511",,,,,"06","037",,,"406300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406300","Census Tract 4063",,,,6435,6435,1864,119,224,2075,8,1666,479,6435,4161,1281,119,209,2075,8,188,281,2274,583,0,15,0,0,1478,198
"06037406413","Census Tract 4064.13, Los Angeles County, California","ACSSF","ca","140","00","0005512",,,,,"06","037",,,"406413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406413","Census Tract 4064.13",,,,6474,6474,2233,140,17,1361,0,1934,789,6474,2854,1094,140,0,1347,0,83,190,3620,1139,0,17,14,0,1851,599
"06037406500","Census Tract 4065, Los Angeles County, California","ACSSF","ca","140","00","0005513",,,,,"06","037",,,"406500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406500","Census Tract 4065",,,,6842,6842,1193,118,0,2317,0,2117,1097,6842,3264,551,118,0,2285,0,163,147,3578,642,0,0,32,0,1954,950
"06037406601","Census Tract 4066.01, Los Angeles County, California","ACSSF","ca","140","00","0005514",,,,,"06","037",,,"406601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406601","Census Tract 4066.01",,,,5122,5122,1906,273,19,1406,19,1245,254,5122,2758,922,273,19,1406,8,0,130,2364,984,0,0,0,11,1245,124
"06037406602","Census Tract 4066.02, Los Angeles County, California","ACSSF","ca","140","00","0005515",,,,,"06","037",,,"406602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406602","Census Tract 4066.02",,,,5031,5031,1541,50,106,944,0,1972,418,5031,1637,554,50,13,944,0,0,76,3394,987,0,93,0,0,1972,342
"06037406701","Census Tract 4067.01, Los Angeles County, California","ACSSF","ca","140","00","0005516",,,,,"06","037",,,"406701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406701","Census Tract 4067.01",,,,3403,3403,616,335,9,625,1,1334,483,3403,1136,180,324,9,608,1,14,0,2267,436,11,0,17,0,1320,483
